ticker,fiscal_year,event_name,event_type,event_close_date,target_cik,target_entity_name,target_balance_date,target_accession,classification_phrase_proven,acquiree_revenue_since_close_usd,acquiree_revenue_since_close_usd_source_tag,acquiree_revenue_since_close_usd_record_sha256,post_close_direct_operating_expense_usd,post_close_direct_operating_expense_source_tag,post_close_direct_operating_expense_record_sha256,post_close_direct_operating_source_dimension_status,post_close_direct_operating_contribution_usd,post_close_direct_operating_contribution_status,total_consideration_usd,total_consideration_usd_source_tag,total_consideration_usd_record_sha256,recognized_net_assets_usd,ppa_assets_usd,ppa_assets_source_tag,ppa_assets_record_sha256,ppa_liabilities_usd,ppa_liabilities_source_tag,ppa_liabilities_record_sha256,assumed_long_term_debt_usd,assumed_long_term_debt_source_tag,assumed_long_term_debt_record_sha256,cash_acquired_proxy_usd,cash_acquired_proxy_semantics,acquired_invested_capital_usd,acquired_capital_scope_complete,acquired_capital_proxy_ready,acquired_capital_semantics,predeal_ytd_net_income_usd,predeal_ytd_interest_expense_usd,predeal_ytd_operating_income_usd,predeal_ytd_income_tax_usd,predeal_ytd_pretax_income_usd,predeal_cash_usd,predeal_equity_usd,predeal_debt_current_usd,predeal_debt_noncurrent_usd,source_filing_date,source_num_path,source_txt_path,source_target_companyfacts_path,source_evidence_bundle_sha256,target_evidence_record_count,organic_company_roic_validated,terminal_input_allowed,research_only,predeal_net_income_source_tag,predeal_net_income_record_sha256,predeal_interest_expense_source_tag,predeal_interest_expense_record_sha256,predeal_operating_income_source_tag,predeal_operating_income_record_sha256,predeal_income_tax_source_tag,predeal_income_tax_record_sha256,predeal_pretax_income_source_tag,predeal_pretax_income_record_sha256,predeal_cash_source_tag,predeal_cash_record_sha256,predeal_equity_source_tag,predeal_equity_record_sha256,predeal_debt_current_source_tag,predeal_debt_current_record_sha256,predeal_debt_noncurrent_source_tag,predeal_debt_noncurrent_record_sha256,predeal_pretax_income_for_tax_rate_usd,predeal_normalized_tax_rate,predeal_normalized_tax_rate_source,predeal_observation_days,predeal_annualization_factor,route_a_net_income_plus_after_tax_interest_usd,route_b_operating_income_after_tax_usd,route_a_b_symmetric_gap_pct,triangulation_tolerance_pct,two_route_nopat_triangulated,triangulated_nopat_midpoint_usd,triangulation_status,triangulated_acquiree_nopat_return_proxy_pct
FANG,2018,Energen Corporation,business_combination,2018-11-29,0000277595,ENERGEN CORP,2018-09-30,0000277595-18-000084,True,101700000.0,BusinessCombinationProFormaInformationRevenueOfAcquireeSinceAcquisitionDateActual,53690e5fc85fb7613a868ad8d2b4d0458c978daf826868326e2050ee4babd10b,17100000.0,BusinessCombinationProFormaInformationDirectOperatingExpensessinceAcquisitionDateActual,6a7174dccf9d8120ee97596d8847d2dc713187d829a9b2ca44ffde96a95c5930,DISCLOSURE_RECONCILED_XBRL_CONTEXT_DIFFERS_FROM_REVENUE_CONTEXT,84600000.0,NOT_NOPAT_DDA_GA_TAX_SCOPE_MISSING,7136037000.0,BusinessCombinationConsiderationTransferredEquityInterestsIssuedAndIssuable,860077aca62430d53ad9c3e026c1f24e2839562297851ead739a7294d7946cdf,7136037000.0,10103671000.0,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,d6a20a638b4be881cd802eaacd67b1b350e8d715a1f683762b5236238b32b9cd,2967634000.0,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLiabilities,64cc14ab9320c604af0b84299675c8914078451748481958b3894ae2286272d5,1087244000.0,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesLongTermDebt,ad29f7a6e702a0ec690a30811c0ff1b85303ee6cd993d5408c7e684eeade6e7c,17057000.0,PUBLIC_TARGET_LAST_PREDEAL_BALANCE_NOT_PPA_CASH_FACT,8206224000.0,False,True,PPA_NET_ASSETS_PLUS_ASSUMED_DEBT_MINUS_PREDEAL_TARGET_CASH_PROXY,160617000.0,32601000.0,243220000.0,50695000.0,,17057000.0,3607883000.0,,953173000.0,2019-02-25,D:\Programming\python_example\Arcana\data-lake\bronze\sec\financial-statement-and-notes-data-set\2019q1_notes\num.tsv,D:\Programming\python_example\Arcana\data-lake\bronze\sec\financial-statement-and-notes-data-set\2019q1_notes\txt.tsv,D:\Programming\python_example\Arcana\data-lake\bronze\sec\companyfacts\CIK0000277595.json,c907c8e096ecbeb58f4ac01f59f38799ac054f93c1edd9cf19ce314fbb95f3bc,14,False,False,True,NetIncomeLoss,528bf48ce62508c02d4649f847bcf7759bdaf229fc1cf3d06a1c926eb8ce50d4,InterestExpense,0f6023bd0fc01caa721d43d313dacf2e3d194a69b984b2a57747bd863f388b04,OperatingIncomeLoss,778262a6ba6a30da4e04054a4dde0d34f408b06a2b6d2f1441c43271fd361125,IncomeTaxExpenseBenefit,68e903c87705181b47ca425c5ceb47d866afa2596036e3eb726fda84b4a65d33,,,CashAndCashEquivalentsAtCarryingValue,c33b1a08985cd953591684f6f01629462253998b3a7f2c99edaa06e8a5e20c66,StockholdersEquity,dfd7ef53d719a2d82d6b84a19cf0ca77839f17108aa4578a2191f633fc3946e8,,,LongTermDebtNoncurrent,fbffdc9a02980e3cf586ba9173fb49e2b8a141901955033e3ffa5f5355768ffc,211312000.0,0.23990592110244569,INFERRED_NET_INCOME_PLUS_TAX,273,1.336996336996337,247874878.6781714,247170622.27968514,0.28452188621999425,10.0,True,247522750.47892827,EVIDENCE_TRIANGULATED_NOPAT,3.016280697174831
