ticker,event_name,deal_year,cohort_offset,observation_year,year_label,organic_invested_capital_proxy_usd,denominator_scope_complete,perimeter_status,acquiree_production_same_period_proxy_mboe,reported_organic_nopat_usd,reported_organic_nopat_scope_complete,economic_variant_scope_complete,reported_organic_roic_pct,cumulative_organic_invested_capital_proxy_usd,reported_cumulative_organic_roic_pct,reported_cohort_complete,methodology_attribution_complete,independent_cost_normalized_cohort_complete,organic_company_roic_validated,terminal_input_allowed,research_only,reported_economic_organic_nopat_usd,reported_economic_organic_roic_pct,reported_economic_cumulative_organic_roic_pct,reported_economic_cohort_complete,price_only_normalized_organic_nopat_usd,price_only_normalized_organic_roic_pct,price_only_normalized_cumulative_organic_roic_pct,price_only_normalized_cohort_complete,cost_only_normalized_organic_nopat_usd,cost_only_normalized_organic_roic_pct,cost_only_normalized_cumulative_organic_roic_pct,cost_only_normalized_cohort_complete,price_and_cost_normalized_organic_nopat_usd,price_and_cost_normalized_organic_roic_pct,price_and_cost_normalized_cumulative_organic_roic_pct,price_and_cost_normalized_cohort_complete,full_cycle_normalized_organic_nopat_usd,full_cycle_normalized_organic_roic_pct,full_cycle_normalized_cumulative_organic_roic_pct,full_cycle_normalized_cohort_complete
FANG,Energen Corporation,2018,0,2018,t,3263222000.0,True,EVENT_ACQUISITION_BRIDGED_IMMATERIAL_DIVESTITURE_GROSS_PERIMETER,2273.4446750368584,241403919.192685,False,True,,3263222000.0,,False,True,False,False,False,True,330121345.7750131,10.116423147889206,10.116423147889206,False,136668863.33084863,4.188157083117503,4.188157083117503,False,340658838.9175804,10.439339981085578,10.439339981085578,False,147206356.47341603,4.511073916313877,4.511073916313877,False,151748876.68866122,4.650277446298818,4.650277446298818,False
FANG,Energen Corporation,2018,1,2019,t+1,2036916000.0,True,DIVESTITURE_BOOK_CAPITAL_PROVEN_OPERATING_CONTRIBUTION_MISSING,0.0,-252756653.3562231,False,False,,5300138000.0,,False,True,False,False,False,True,350127729.1894264,,,False,546099266.8991119,,,False,323248710.9930891,,,False,519220248.7027745,,,False,514546133.70658857,,,False
FANG,Energen Corporation,2018,2,2020,t+2,-4639000000.0,True,LOCKED_NONPOSITIVE_SMALL_OR_INCOMPLETE_ORGANIC_DENOMINATOR,0.0,-4870508269.31646,True,True,,661138000.0,,False,True,True,False,False,True,-715739999.9999998,,,False,366988421.4477929,,,False,-1021407527.9031107,,,False,61320893.54468191,,,False,61329647.83613694,,,False
DVN,WPX Energy,2021,0,2021,t,-138000000.0,True,PARTIAL_OBSERVATION_WINDOW,125737.69803798132,3947969797.228901,True,True,,-138000000.0,,False,True,False,False,False,True,1902811233.9479728,,,False,-190892066.0287521,,,False,1822460691.7089248,,,False,-271242608.2678008,,,False,-399110796.3269615,,,False
DVN,WPX Energy,2021,1,2022,t+1,2679000000.0,True,PARTIAL_OBSERVATION_WINDOW,0.0,3400858818.171899,True,True,126.94508466487117,2541000000.0,289.2100989925541,False,True,False,False,False,True,2278742008.59638,85.05942547952147,164.5632917176054,False,-610372181.8028507,-22.783582747400178,-31.53342179581278,False,2662322298.3113294,99.3774654091575,176.4967725312969,False,-226791892.0879035,-8.465542817764222,-19.59994098212138,False,144240660.43106174,5.384123196381551,-10.030308378429744,False
DVN,WPX Energy,2021,2,2023,t+2,1123000000.0,True,COMPLETE_3Y_DIAGNOSTIC_AFTER_TAX_PROXY_NOT_NOPAT_OR_CYCLE_NORMALIZED,0.0,-2241428590.443142,True,True,-199.59292880170455,3664000000.0,139.39410548465224,True,True,True,False,False,True,-2741546565.411408,-244.12703164838896,39.30149227982929,True,232928450.4604993,20.741625152315162,-15.511348181525753,True,-2685684841.1253986,-239.1527017921103,49.10202371437924,True,288790174.74651,25.715955008593948,-5.710816746975826,True,175149373.3805747,15.596560407887328,-2.175785003147518,True
