ticker,forecast_as_of_financial_year,target_fiscal_year,primary_anchor,selected_forecast_route,revenue_growth_forecast_pct,revenue_forecast_usd,operating_margin_forecast_pct,ebit_forecast_usd,nopat_forecast_usd,roic_forecast_pct,reinvestment_forecast_usd,fcff_forecast_usd,wacc_pct,terminal_growth_pct,forward_dcf_enterprise_value_usd,forward_dcf_fair_value_per_share,market_price,expectations_gap_pct,reverse_dcf_status,market_implied_near_term_growth_pct,terminal_input_allowed,production_eligible
CAT,2025,2026,ORDERS_BACKLOG_SHIPMENTS,PRIOR_YEAR_REVENUE_NAIVE_BASELINE,0.0,67589000000.0,16.498246756128957,11151000000.0,8774683448.275862,20.677004077763705,0.0,8774683448.275862,9.332074450283809,2.0,107081959872.51593,185.61854994263186,827.9000244140625,-77.57959361409593,UNBRACKETED_NO_SOLUTION_IN_DOMAIN,,False,False
