ticker,forecast_year,revenue_usd,growth_pct,ebit_usd,nopat_usd,reinvestment_rate,reinvestment_usd,fcff_usd,discount_factor,pv_fcff_usd,terminal_reinvestment_rate,terminal_fcff_usd,terminal_value_usd,pv_terminal_value_usd
CAT,1,67589000000.0,0.0,11151000000.0,8774683448.275862,0.0,0.0,8774683448.275862,1.0933207445028381,8025717514.640173,,,,
CAT,2,67926944999.99999,0.5,11206755000.0,8818556865.517242,0.024181452889381876,213245517.39584032,8605311348.121403,1.1953502503602402,7198987364.1872225,,,,
CAT,3,68606214449.99999,1.0,11318822550.0,8906742434.172415,0.04836290577876375,430755945.1395974,8475986489.032818,1.3069012256655117,6485560134.597472,,,,
CAT,4,69635307666.74998,1.5,11488604888.249998,9040343570.685,0.07254435866814563,655825926.4750369,8384517644.209963,1.428862221036289,5867967898.352756,,,,
CAT,5,71028013820.08499,2.0,11718376986.015,9221150442.0987,0.0967258115575275,891923260.0060502,8329227182.092649,1.5622047072953742,5331713022.752913,0.0967258115575275,8495811725.734503,115871869323.49887,74172013937.98538
