ticker,nowcast_quarter,predicted_revenue_B,predicted_revenue_log_yoy,predicted_revenue_yoy_pct,v21_log_yoy,v21_yoy_pct,structural_log_yoy,structural_yoy_pct,base_structural_weight,source_quality_score,structural_weight,v21_weight,selected_model,model_spread_pp,confidence,confidence_reason,company_prod_yoy_proxy,production_yoy_source,production_qc_flag,guidance_total_production,guidance_vs_actual_yoy,guidance_vs_guidance_yoy,total_prod_yoy_l1,total_production_raw,total_production_clean,oil_production_clean,has_company_prod,has_guidance
COP,2026Q3,15.515864407173462,15.132088299578966,16.33699038144607,23.55159437659819,26.55615589136866,12.545704079841034,13.366646650815461,0.85,0.9,0.765,0.235,BLEND,11.005890296757155,MEDIUM,ACCEPTABLE_DATA_OR_MODEL_SPREAD,-6.167075644474298,ACTUAL_VS_ACTUAL,MISSING,2305.0,,-1.9334651707455723,-6.167075644474298,,,,1.0,1.0
EOG,2026Q3,9.135368273299415,44.62247943612566,56.24026463655576,52.31237035338634,68.72900201759597,21.55280668434361,24.051679982531372,0.75,0.35,0.25,0.75,BLEND,30.75956366904273,LOW,INDUSTRY_FALLBACK,2.84002696002828,INDUSTRY_FALLBACK,MISSING,,,,,,,,0.0,0.0
FANG,2026Q3,4.915475399023933,22.527693133327478,25.266957161670046,27.367780451933115,31.479111423218022,21.317671303676068,23.76033325643141,0.8,1.0,0.8,0.19999999999999996,BLEND,6.050109148257047,HIGH,HIGH_QUALITY_DATA_AND_MODEL_AGREEMENT,6.378258802154459,GUIDANCE_VS_ACTUAL,MISSING,1005.0,6.378258802154459,10.480787679324994,10.13302286273566,,,,1.0,1.0
DVN,2026Q3,8.526504532187717,69.6025242935434,100.57644159462988,69.6025242935434,100.57644159462988,15.700712210840763,17.0003946766186,0.0,0.35,0.0,1.0,V2.1_ONLY,53.901812082702634,LOW,STRUCTURAL_DISABLED,2.84002696002828,INDUSTRY_FALLBACK,MISSING,1675.0,,,,,,,0.0,1.0
