ticker,nowcast_quarter,predicted_revenue_B,predicted_revenue_log_yoy,predicted_revenue_yoy_pct,v21_log_yoy,v21_yoy_pct,structural_log_yoy,structural_yoy_pct,base_structural_weight,source_quality_score,structural_weight,v21_weight,selected_model,company_prod_yoy_proxy,production_yoy_source,guidance_total_production,model_spread_log_points,confidence
COP,2026Q3,16.119126827931773,18.94644409693886,20.86021465045942,23.55159437659819,26.55615589136866,16.779314553569762,18.26919402353675,0.85,0.8,0.68,0.31999999999999995,BLEND,-1.9334651707455723,GUIDANCE_VS_GUIDANCE,2305.0,6.772279823028427,MEDIUM
EOG,2026Q3,9.025456499545225,43.41203754132628,54.360466898327786,52.31237035338634,68.72900201759597,15.984481324569739,17.332877177866045,0.7,0.35,0.24499999999999997,0.755,BLEND,2.84002696002828,INDUSTRY_FALLBACK,1412.2,36.3278890288166,LOW
FANG,2026Q3,4.915475399023933,22.527693133327478,25.266957161670046,27.367780451933115,31.479111423218022,21.317671303676068,23.76033325643141,0.8,1.0,0.8,0.19999999999999996,BLEND,6.378258802154459,GUIDANCE_VS_ACTUAL,1005.0,6.050109148257047,HIGH
DVN,2026Q3,8.526504532187717,69.6025242935434,100.57644159462988,69.6025242935434,100.57644159462988,80.34157492756125,123.31558161765663,0.0,1.0,0.0,1.0,V2.1_ONLY,67.48088967674877,GUIDANCE_VS_ACTUAL,1675.0,10.739050634017858,LOW
