,coefficient
wti_yoy,3.5659860208989413
debt_yoy_l1_clip,3.1466750941656554
assets_yoy_l1_clip,3.1097560338998655
ma_assets_interaction,2.557956556716436
ticker_DVN,2.0794356917749957
ma_shares_interaction,1.8153899879492805
revenue_yoy_l1_clip,1.3680211341027566
shares_yoy_l1_clip,0.8999794182308819
ticker_EOG,-0.7736964764593869
ticker_FANG,0.6752639297013698
bea_go_yoy_l1,0.6703193881408249
henry_yoy,-0.07192965657559619
