ticker,quarter,kpi,value,score,filing_date,source,method,raw_text
COP,2018Q3,total_production,1593.0,80,2018-10-25,2018-10-25:EX-99.2:a51888084ex99_2.htm:table4,table,Total (MBOED) | | | 1593 | | | | 1437 | | | | 1226 | | | | 1256 | | | | 1377 | | | | 1269 | | | | 1249 | | | | 1261 | | | | | 1261 |
COP,2018Q4,realized_combined_price,53.0,95,2019-01-31,2019-01-31:EX-99.1:a51932604ex99_1.htm,prose,total realized price was $53.00 per BOE
COP,2018Q4,total_production,1593.0,80,2019-01-31,2019-01-31:EX-99.2:a51932604ex99_2.htm:table5,table,Total (MBOED) | | | 1593 | | | | 1437 | | | | 1226 | | | | 1256 | | | | 1377 | | | | 1269 | | | | 1249 | | | | 1261 | | | | 1357 | | | | 1283 |
COP,2019Q1,realized_combined_price,50.59,95,2019-04-30,2019-04-30:EX-99.1:a51975766ex99_1.htm,prose,total realized price was $50.59 per BOE
COP,2019Q1,total_production,1269.0,80,2019-04-30,2019-04-30:EX-99.2:a51975766ex99_2.htm:table5,table,Total (MBOED) | | | 1269 | | | | 1249 | | | | 1261 | | | | 1357 | | | | 1283 | | | | 1361 | | | | | | | | | | | | | | | | 1361 |
COP,2019Q2,realized_combined_price,50.55,95,2019-07-30,2019-07-30:EX-99.1:a52019939ex99_1.htm,prose,total realized price during this period was $50.55 per BOE
COP,2019Q2,realized_oil_price,50.5,95,2019-07-30,2019-07-30:EX-99.1:a52019939ex99_1.htm,prose,realized price was $50.50 per barrel of oil
COP,2019Q2,total_production,1269.0,80,2019-07-30,2019-07-30:EX-99.2:a52019939ex99_2.htm:table5,table,Total (MBOED) | | | 1269 | | | | 1249 | | | | 1261 | | | | 1357 | | | | 1283 | | | | 1361 | | | | 1332 | | | | | | | | | | | | 1346 |
COP,2019Q3,realized_combined_price,49.35,95,2019-10-29,2019-10-29:EX-99.1:a52118270ex99_1.htm,prose,total realized price during the first nine months of 2019 was $49.35 per BOE
COP,2019Q3,realized_oil_price,47.07,95,2019-10-29,2019-10-29:EX-99.1:a52118270ex99_1.htm,prose,realized price was $47.07 per barrel of oil
COP,2019Q3,total_production,1269.0,80,2019-10-29,2019-10-29:EX-99.2:a52118270ex99_2.htm:table10,table,Total (MBOED) | 1269 | | 1249 | | 1261 | | 1357 | | 1283 | | 1361 | | 1332 | | 1366 | | | 1353
COP,2019Q4,realized_combined_price,47.01,95,2020-02-04,2020-02-04:EX-99.1:a52167333ex99_1.htm,prose,total realized price was $47.01 per BOE
COP,2019Q4,total_production,1269.0,80,2020-02-04,2020-02-04:EX-99.2:a52167333ex99_2.htm:table11,table,Total (MBOED) | | | 1269 | | | | 1249 | | | | 1261 | | | | 1357 | | | | 1283 | | | | 1361 | | | | 1332 | | | | 1366 | | | | 1334 | | | | 1348 |
COP,2020Q1,realized_combined_price,50.59,95,2020-04-30,2020-04-30:EX-99.1:a52211581_ex991.htm,prose,"realized price was $38.81 per barrel of oil equivalent (BOE), 23 percent lower than the $50.59 per BOE"
COP,2020Q1,realized_oil_price,38.81,95,2020-04-30,2020-04-30:EX-99.1:a52211581_ex991.htm,prose,realized price was $38.81 per barrel of oil
COP,2020Q1,total_production,1361.0,80,2020-04-30,2020-04-30:EX-99.2:a52211581_ex992.htm:table6,table,Total (MBOED) | | | 1361 | | | | 1332 | | | | 1366 | | | | 1334 | | | | 1348 | | | | 1289 | | | | | | | | | | | | | | | | 1289 |
COP,2020Q2,realized_combined_price,32.15,95,2020-07-30,2020-07-30:EX-99.1:a52257435ex99_1.htm,prose,total realized price during this period was $32.15 per BOE
COP,2020Q2,realized_oil_price,23.09,95,2020-07-30,2020-07-30:EX-99.1:a52257435ex99_1.htm,prose,realized price was $23.09 per barrel of oil
COP,2020Q2,total_production,957.0,100,2020-07-30,2020-07-30:EX-99.1:a52257435ex99_1.htm,prose,production was 957 MBOED
COP,2020Q3,realized_combined_price,31.76,95,2020-10-29,2020-10-29:EX-99.1:a52315237ex99_1.htm,prose,total realized price during this period was $31.76 per BOE
COP,2020Q3,realized_oil_price,30.94,95,2020-10-29,2020-10-29:EX-99.1:a52315237ex99_1.htm,prose,realized price was $30.94 per barrel of oil
COP,2020Q3,total_production,1361.0,80,2020-10-29,2020-10-29:EX-99.2:a52315237ex99_2.htm:table5,table,Total (MBOED) | | | 1361 | | | | 1332 | | | | 1366 | | | | 1334 | | | | 1348 | | | | 1289 | | | | 981 | | | | 1067 | | | | | 1112 |
COP,2020Q4,realized_combined_price,33.21,95,2021-02-02,2021-02-02:EX-99.1:a52370729ex99_1.htm,prose,realized price was $33.21 per BOE
COP,2020Q4,total_production,395.0,100,2021-02-02,2021-02-02:EX-99.1:a52370729ex99_1.htm,prose,production averaged 395 MBOED
COP,2021Q1,realized_gas_price,4.33,80,2022-05-05,2022-05-05:EX-99.2:a52707191ex99_2.htm:table8,table,"**Average sales prices, including the impact of hedges settling per initial contract terms in the first quarter of 2021 assumed in our Concho acquisition, were $65.19 per barrel for crude oil and $4.33 per mcf for natural gas for the year ended December 31, 2021. As of March 31, 2021, we had settled all oil and gas hedging positions acquired from Concho. | **Average sales prices, including the impact of hedges settling per initial contract terms in the first quarter of 2021 assumed in our Concho acquisition, were $65.19 per barrel for crude oil and $4.33 per mcf for natural gas for the year ended December 31, 2021. As of March 31, 2021, we had settled all oil and gas hedging positions acquired from Concho. | **Average sales prices, including the impact of hedges settling per initial contract terms in the first quarter of 2021 assumed in our Concho acquisition, were $65.19 per barrel for crude oil and $4.33 per mcf for natural gas for the year ended December 31, 2021. As of March 31, 20"
COP,2021Q1,realized_oil_price,65.19,80,2022-05-05,2022-05-05:EX-99.2:a52707191ex99_2.htm:table8,table,"**Average sales prices, including the impact of hedges settling per initial contract terms in the first quarter of 2021 assumed in our Concho acquisition, were $65.19 per barrel for crude oil and $4.33 per mcf for natural gas for the year ended December 31, 2021. As of March 31, 2021, we had settled all oil and gas hedging positions acquired from Concho. | **Average sales prices, including the impact of hedges settling per initial contract terms in the first quarter of 2021 assumed in our Concho acquisition, were $65.19 per barrel for crude oil and $4.33 per mcf for natural gas for the year ended December 31, 2021. As of March 31, 2021, we had settled all oil and gas hedging positions acquired from Concho. | **Average sales prices, including the impact of hedges settling per initial contract terms in the first quarter of 2021 assumed in our Concho acquisition, were $65.19 per barrel for crude oil and $4.33 per mcf for natural gas for the year ended December 31, 2021. As of March 31, 20"
COP,2021Q1,total_production,1527.0,80,2022-11-03,2022-11-03:EX-99.2:a52958538ex99_2.htm:table6,table,Total (MBOED) | | | 1527 | | | | 1588 | | | | 1544 | | | | 1608 | | | | 1567 | | | | 1747 | | | | 1692 | | | | 1754 | | | | | 1731 |
COP,2021Q2,realized_combined_price,50.03,95,2021-08-03,2021-08-03:EX-99.1:a52469309ex99_1.htm,prose,realized price was $50.03 per BOE
COP,2021Q2,realized_gas_price,4.5,80,2021-08-03,2021-08-03:EX-99.2:a52469309ex99_2.htm:table7,table,"***Average sales prices, including the impact of hedges settling per initial contract terms in the first quarter of 2021 assumed in our Concho acquisition, were $60.59 per barrel for crude oil and $4.50 per mcf for natural gas for the six-month period ended June 30, 2021. As of March 31, 2021, we had settled all oil and gas hedging positions acquired from Concho. | ***Average sales prices, including the impact of hedges settling per initial contract terms in the first quarter of 2021 assumed in our Concho acquisition, were $60.59 per barrel for crude oil and $4.50 per mcf for natural gas for the six-month period ended June 30, 2021. As of March 31, 2021, we had settled all oil and gas hedging positions acquired from Concho. | ***Average sales prices, including the impact of hedges settling per initial contract terms in the first quarter of 2021 assumed in our Concho acquisition, were $60.59 per barrel for crude oil and $4.50 per mcf for natural gas for the six-month period ended June 3"
COP,2021Q2,realized_oil_price,60.59,80,2021-08-03,2021-08-03:EX-99.2:a52469309ex99_2.htm:table7,table,"***Average sales prices, including the impact of hedges settling per initial contract terms in the first quarter of 2021 assumed in our Concho acquisition, were $60.59 per barrel for crude oil and $4.50 per mcf for natural gas for the six-month period ended June 30, 2021. As of March 31, 2021, we had settled all oil and gas hedging positions acquired from Concho. | ***Average sales prices, including the impact of hedges settling per initial contract terms in the first quarter of 2021 assumed in our Concho acquisition, were $60.59 per barrel for crude oil and $4.50 per mcf for natural gas for the six-month period ended June 30, 2021. As of March 31, 2021, we had settled all oil and gas hedging positions acquired from Concho. | ***Average sales prices, including the impact of hedges settling per initial contract terms in the first quarter of 2021 assumed in our Concho acquisition, were $60.59 per barrel for crude oil and $4.50 per mcf for natural gas for the six-month period ended June 3"
COP,2021Q2,total_production,794.0,100,2021-08-03,2021-08-03:EX-99.1:a52469309ex99_1.htm,prose,production averaged 794 MBOED
COP,2021Q3,realized_combined_price,56.92,95,2021-11-02,2021-11-02:EX-99.1:a52518498ex99_1.htm,prose,realized price was $56.92 per BOE
COP,2021Q3,realized_gas_price,4.07,80,2021-11-02,2021-11-02:EX-99.2:a52518498ex99_2.htm:table7,table,"***Average sales prices, including the impact of hedges settling per initial contract terms in the first quarter of 2021 assumed in our Concho acquisition, were $61.90 per barrel for crude oil and $4.07 per mcf for natural gas for the nine-month period ended September 30, 2021. As of March 31, 2021, we had settled all oil and gas hedging positions acquired from Concho. | ***Average sales prices, including the impact of hedges settling per initial contract terms in the first quarter of 2021 assumed in our Concho acquisition, were $61.90 per barrel for crude oil and $4.07 per mcf for natural gas for the nine-month period ended September 30, 2021. As of March 31, 2021, we had settled all oil and gas hedging positions acquired from Concho. | ***Average sales prices, including the impact of hedges settling per initial contract terms in the first quarter of 2021 assumed in our Concho acquisition, were $61.90 per barrel for crude oil and $4.07 per mcf for natural gas for the nine-month period"
COP,2021Q3,realized_oil_price,61.9,80,2021-11-02,2021-11-02:EX-99.2:a52518498ex99_2.htm:table7,table,"***Average sales prices, including the impact of hedges settling per initial contract terms in the first quarter of 2021 assumed in our Concho acquisition, were $61.90 per barrel for crude oil and $4.07 per mcf for natural gas for the nine-month period ended September 30, 2021. As of March 31, 2021, we had settled all oil and gas hedging positions acquired from Concho. | ***Average sales prices, including the impact of hedges settling per initial contract terms in the first quarter of 2021 assumed in our Concho acquisition, were $61.90 per barrel for crude oil and $4.07 per mcf for natural gas for the nine-month period ended September 30, 2021. As of March 31, 2021, we had settled all oil and gas hedging positions acquired from Concho. | ***Average sales prices, including the impact of hedges settling per initial contract terms in the first quarter of 2021 assumed in our Concho acquisition, were $61.90 per barrel for crude oil and $4.07 per mcf for natural gas for the nine-month period"
COP,2021Q3,total_production,790.0,100,2021-11-02,2021-11-02:EX-99.1:a52518498ex99_1.htm,prose,production averaged 790 MBOED
COP,2021Q4,realized_gas_price,4.33,80,2022-02-03,2022-02-03:EX-99.2:a52572527ex99_2.htm:table8,table,"***Average sales prices, including the impact of hedges settling per initial contract terms in the first quarter of 2021 assumed in our Concho acquisition, were $65.19 per barrel for crude oil and $4.33 per mcf for natural gas for the year ended December 31, 2021. As of March 31, 2021, we had settled all oil and gas hedging positions acquired from Concho. | ***Average sales prices, including the impact of hedges settling per initial contract terms in the first quarter of 2021 assumed in our Concho acquisition, were $65.19 per barrel for crude oil and $4.33 per mcf for natural gas for the year ended December 31, 2021. As of March 31, 2021, we had settled all oil and gas hedging positions acquired from Concho. | ***Average sales prices, including the impact of hedges settling per initial contract terms in the first quarter of 2021 assumed in our Concho acquisition, were $65.19 per barrel for crude oil and $4.33 per mcf for natural gas for the year ended December 31, 2021. As of March 31,"
COP,2021Q4,realized_oil_price,65.19,80,2022-02-03,2022-02-03:EX-99.2:a52572527ex99_2.htm:table8,table,"***Average sales prices, including the impact of hedges settling per initial contract terms in the first quarter of 2021 assumed in our Concho acquisition, were $65.19 per barrel for crude oil and $4.33 per mcf for natural gas for the year ended December 31, 2021. As of March 31, 2021, we had settled all oil and gas hedging positions acquired from Concho. | ***Average sales prices, including the impact of hedges settling per initial contract terms in the first quarter of 2021 assumed in our Concho acquisition, were $65.19 per barrel for crude oil and $4.33 per mcf for natural gas for the year ended December 31, 2021. As of March 31, 2021, we had settled all oil and gas hedging positions acquired from Concho. | ***Average sales prices, including the impact of hedges settling per initial contract terms in the first quarter of 2021 assumed in our Concho acquisition, were $65.19 per barrel for crude oil and $4.33 per mcf for natural gas for the year ended December 31, 2021. As of March 31,"
COP,2021Q4,total_production,1289.0,80,2022-02-03,2022-02-03:EX-99.2:a52572527ex99_2.htm:table6,table,Total (MBOED) | | | 1289 | | | | 981 | | | | 1067 | | | | 1169 | | | | 1127 | | | | 1527 | | | | 1588 | | | | 1544 | | | | 1608 | | | | 1567 |
COP,2022Q1,realized_combined_price,45.36,95,2022-05-05,2022-05-05:EX-99.1:a52707191ex99_1.htm,prose,"realized price was $76.99 per barrel of oil equivalent (BOE), 70% higher than the $45.36 per BOE"
COP,2022Q1,realized_oil_price,76.99,95,2022-05-05,2022-05-05:EX-99.1:a52707191ex99_1.htm,prose,realized prices and volumes. The company’s total average realized price was $76.99 per barrel of oil
COP,2022Q1,total_production,967.0,100,2022-05-05,2022-05-05:EX-99.1:a52707191ex99_1.htm,prose,production averaged 967 MBOED
COP,2022Q2,realized_combined_price,82.7,95,2022-08-04,2022-08-04:EX-99.1:a52799854ex99_1.htm,prose,total realized price during this period was $82.70 per BOE
COP,2022Q2,realized_gas_price,4.33,80,2022-08-04,2022-08-04:EX-99.2:a52799854ex99_2.htm:table7,table,"**Average sales prices, including the impact of hedges settling per initial contract terms in the first quarter of 2021 assumed in our Concho acquisition, were $65.19 per barrel for crude oil and $4.33 per mcf for natural gas for the year ended December 31, 2021. As of March 31, 2021, we had settled all oil and gas hedging positions acquired from Concho. | **Average sales prices, including the impact of hedges settling per initial contract terms in the first quarter of 2021 assumed in our Concho acquisition, were $65.19 per barrel for crude oil and $4.33 per mcf for natural gas for the year ended December 31, 2021. As of March 31, 2021, we had settled all oil and gas hedging positions acquired from Concho. | **Average sales prices, including the impact of hedges settling per initial contract terms in the first quarter of 2021 assumed in our Concho acquisition, were $65.19 per barrel for crude oil and $4.33 per mcf for natural gas for the year ended December 31, 2021. As of March 31, 20"
COP,2022Q2,realized_oil_price,88.57,95,2022-08-04,2022-08-04:EX-99.1:a52799854ex99_1.htm,prose,realized prices. The company’s total average realized price was $88.57 per barrel of oil
COP,2022Q2,total_production,1720.0,100,2022-09-14,2022-09-14:EX-99.1:tm2225821d1_ex99-1.htm,prose,"Production averaged 1,720 MBOED"
COP,2022Q3,realized_combined_price,82.82,95,2022-11-03,2022-11-03:EX-99.1:a52958538ex99_1.htm,prose,total realized price during this period was $82.82 per BOE
COP,2022Q3,realized_oil_price,83.07,95,2022-11-03,2022-11-03:EX-99.1:a52958538ex99_1.htm,prose,realized prices. The company’s total average realized price was $83.07 per barrel of oil
COP,2022Q3,total_production,1731.0,100,2022-11-03,2022-11-03:EX-99.1:a52958538ex99_1.htm,prose,"Production averaged 1,731 MBOED"
COP,2022Q4,realized_combined_price,79.82,95,2023-02-02,2023-02-02:EX-99.1:a53295027ex99_1.htm,prose,total realized price for 2022 was $79.82 per BOE
COP,2022Q4,realized_gas_price,4.33,80,2023-02-02,2023-02-02:EX-99.2:a53295027ex99_2.htm:table8,table,"**Average sales prices, including the impact of hedges settling per initial contract terms in the first quarter of 2021 assumed in our Concho acquisition, were $65.19 per barrel for crude oil and $4.33 per mcf for natural gas for the year ended December 31, 2021. As of March 31, 2021, we had settled all oil and gas hedging positions acquired from Concho. | **Average sales prices, including the impact of hedges settling per initial contract terms in the first quarter of 2021 assumed in our Concho acquisition, were $65.19 per barrel for crude oil and $4.33 per mcf for natural gas for the year ended December 31, 2021. As of March 31, 2021, we had settled all oil and gas hedging positions acquired from Concho. | **Average sales prices, including the impact of hedges settling per initial contract terms in the first quarter of 2021 assumed in our Concho acquisition, were $65.19 per barrel for crude oil and $4.33 per mcf for natural gas for the year ended December 31, 2021. As of March 31, 20"
COP,2022Q4,realized_oil_price,71.05,95,2023-02-02,2023-02-02:EX-99.1:a53295027ex99_1.htm,prose,realized price was $71.05 per barrel of oil
COP,2022Q4,total_production,997.0,100,2023-02-02,2023-02-02:EX-99.1:a53295027ex99_1.htm,prose,production averaged 997 MBOED
COP,2023Q1,realized_combined_price,76.99,95,2023-05-04,2023-05-04:EX-99.1:a53392156ex99_1.htm,prose,"realized price was $60.86 per barrel of oil equivalent (BOE), 21% lower than the $76.99 per BOE"
COP,2023Q1,realized_oil_price,60.86,95,2023-05-04,2023-05-04:EX-99.1:a53392156ex99_1.htm,prose,realized price was $60.86 per barrel of oil
COP,2023Q1,total_production,1036.0,100,2023-05-04,2023-05-04:EX-99.1:a53392156ex99_1.htm,prose,"production averaged 1,036 MBOED"
COP,2023Q2,realized_combined_price,54.5,95,2023-08-03,2023-08-03:EX-99.1:a53499608ex99_1.htm,prose,realized price was $54.50 per BOE
COP,2023Q2,total_production,1798.0,100,2023-08-03,2023-08-03:EX-99.1:a53499608ex99_1.htm,prose,"Production averaged 1,798 MBOED"
COP,2023Q3,total_production,1747.0,80,2023-11-02,2023-11-02:EX-99.2:cop-20231102x8kexx992.htm:table7,table,Total (MBOED) | Total (MBOED) | Total (MBOED) | 1747 | 1747 | | 1692 | 1692 | | 1754 | 1754 | | 1758 | 1758 | | 1738 | 1738 | | | | | 1792 | 1792 | | 1805 | 1805 | | 1806 | 1806 | | | | | 1801 | 1801 |
COP,2023Q4,realized_combined_price,58.21,95,2024-02-08,2024-02-08:EX-99.1:cop-20240208x8kexx991.htm,prose,realized price was $58.21 per BOE
COP,2023Q4,total_production,1826.0,100,2024-02-08,2024-02-08:EX-99.1:cop-20240208x8kexx991.htm,prose,"Production averaged 1,826 MBOED"
COP,2024Q1,realized_combined_price,56.6,95,2024-05-02,2024-05-02:EX-99.1:cop-20240502x8kexx991.htm,prose,realized price was $56.60 per BOE
COP,2024Q1,total_production,1902.0,100,2024-05-02,2024-05-02:EX-99.1:cop-20240502x8kexx991.htm,prose,"Production averaged 1,902 MBOED"
COP,2024Q2,total_production,1923.0,100,2024-09-03,2024-09-03:EX-99.1:tm2423050d1_ex99-1.htm,prose,"Production averaged 1,923 MBOED"
COP,2024Q3,realized_combined_price,54.18,95,2024-10-31,2024-10-31:EX-99.1:cop-20241031x8kexx991.htm,prose,realized price was $54.18 per BOE
COP,2024Q3,total_production,1921.0,100,2024-11-22,2024-11-22:EX-99.1:tm2428935d2_ex99-1.htm,prose,"Production averaged 1,921 MBOED"
COP,2024Q4,realized_combined_price,52.37,95,2025-02-06,2025-02-06:EX-99.1:cop-20250206x8kexx991.htm,prose,realized price was $52.37 per BOE
COP,2024Q4,total_production,1987.0,100,2025-02-06,2025-02-06:EX-99.1:cop-20250206x8kexx991.htm,prose,"Production averaged 1,987 MBOED"
COP,2025Q1,realized_combined_price,53.34,95,2025-05-08,2025-05-08:EX-99.1:cop-20250508x8kexx991.htm,prose,realized price was $53.34 per BOE
COP,2025Q1,total_production,1462.0,100,2025-05-08,2025-05-08:EX-99.1:cop-20250508x8kexx991.htm,prose,"production of 1,462 MBOED"
COP,2025Q2,realized_combined_price,45.77,95,2025-08-07,2025-08-07:EX-99.1:cop-20250807x8kexx991.htm,prose,realized price was $45.77 per BOE
COP,2025Q2,total_production,1508.0,100,2025-08-07,2025-08-07:EX-99.1:cop-20250807x8kexx991.htm,prose,"production of 1,508 MBOED"
COP,2025Q3,total_production,1902.0,80,2025-11-06,2025-11-06:EX-99.2:cop-20251106x8kexx992.htm:table7,table,Total (MBOED) | Total (MBOED) | Total (MBOED) | 1902 | 1902 | | 1945 | 1945 | | 1917 | 1917 | | 2183 | 2183 | | 1987 | 1987 | | | | | 2389 | 2389 | | 2391 | 2391 | | 2399 | 2399 | | | | | 2393 | 2393 |
COP,2025Q4,realized_combined_price,42.46,95,2026-02-05,2026-02-05:EX-99.1:cop-20260205x8kexx991.htm,prose,realized price was $42.46 per BOE
COP,2025Q4,total_production,1439.0,100,2026-02-05,2026-02-05:EX-99.1:cop-20260205x8kexx991.htm,prose,"production of 1,439 MBOED"
COP,2026Q1,realized_combined_price,50.36,95,2026-04-30,2026-04-30:EX-99.1:cop-20260430x8kexx991.htm,prose,realized price was $50.36 per BOE
COP,2026Q1,total_production,1453.0,100,2026-04-30,2026-04-30:EX-99.1:cop-20260430x8kexx991.htm,prose,"production of 1,453 MBOED"
COP,2026Q2,realized_combined_price,62.33,95,2026-08-06,2026-08-06:EX-99.1:cop-20260806x8kexx991.htm,prose,realized price was $62.33 per BOE
COP,2026Q2,total_production,1479.0,100,2026-08-06,2026-08-06:EX-99.1:cop-20260806x8kexx991.htm,prose,"production of 1,479 MBOED"
