accession_number,filing_date,reportDate,acceptanceDateTime,act,form,fileNumber,items,size,isXBRL,isInlineXBRL,primaryDocument,primaryDocDescription,event_date,quarter
0000821189-25-000041,2025-08-01,2025-08-01,2025-08-01 20:15:47+00:00,34,8-K,001-09743,2.01,145156,1,1,eog-20250801.htm,8-K,2025-08-01,2025Q3
