ticker,structural_weight,v21_weight,historical_structural_mae,historical_v21_mae,guardrail
COP,0.85,0.15000000000000002,4.329369000043397,10.609384514675996,STRUCTURAL_ENABLED
DVN,0.0,1.0,19.652023040776218,9.05405713302349,STRUCTURAL_DISABLED
EOG,0.0,1.0,22.635983167235228,14.478883309055428,STRUCTURAL_DISABLED
FANG,0.0,1.0,17.687562394783974,14.72051017738252,STRUCTURAL_DISABLED
