ticker,V2_1_MAE,Structural_MAE,V3_2_3_MAE,vs_V2_1_improvement_pct
COP,10.609384514675996,4.272679439020458,5.601680277752116,47.20070452717315
DVN,9.05405713302349,9.765931935337848,8.926620695678064,1.4075064412904725
EOG,14.478883309055428,7.719805630449483,11.277481923462622,22.110830768216605
FANG,14.72051017738252,11.291627847048474,12.169830594017084,17.327385753820234
