,revenue,assets,ppe,goodwill,debt,shares,revenue_yoy,assets_yoy,ppe_yoy,debt_yoy,shares_yoy,assets_qoq,ppe_qoq,debt_qoq,shares_qoq,goodwill_jump
2012Q3,,307767000.0,277350000.0,,,,,,,,,,,,,
2013Q1,,648463000.0,612813000.0,,,37059071.0,,,,,,74.5261944205626,79.27795857993388,,,
2013Q2,,798639000.0,681172000.0,,,39402282.0,,,,,,20.83040815116639,10.575501170892718,,6.131058032354227,
2013Q3,,1465896000.0,1361121000.0,,450085000.0,44385107.0,,,,,,60.73129096944025,69.22490599068742,,11.908025183333459,
2014Q1,,1936897000.0,1833578000.0,,587000000.0,48446609.0,,183.94994837987713,188.8744281692398,,,27.862054838707845,29.796062427725754,26.55883660121021,8.755836096558006,
2014Q2,,2047394000.0,1919988000.0,,496000000.0,50777000.0,,114.97180965482147,114.20143827017132,,31.49303430691786,5.5480556955069735,4.604968680865446,-16.844889310316898,4.698114994672166,
2014Q3,,2820555000.0,2626159000.0,,590000000.0,55152000.0,,126.1779924179776,134.94627573827822,,33.62692763661235,32.03659091432253,31.320338638999594,17.35466101748376,8.264951362048718,
2015Q1,,3092481000.0,2825672000.0,,611579000.0,58386000.0,,74.65070217580757,73.0437587482317,30.660768348198353,27.417214982618628,9.204000727270195,7.322389000640904,3.592160039821271,5.698312529339738,
2015Q2,,3171458000.0,2946397000.0,,718000000.0,61469000.0,,49.31042110610363,47.43138187450041,20.14447492201278,23.807063648103107,2.52177376900392,4.183685553994463,16.04254317502464,5.145684762042489,
2015Q3,,2991554000.0,2758217000.0,,489000000.0,65251000.0,,37.922521987675914,36.2265520458872,-1.42134372500555,25.079787560184165,-5.8398434229207465,-6.599861147747768,-38.41070795733521,5.970838906753227,
2016Q1,,2942959000.0,2607446000.0,,485641000.0,71026000.0,,4.248186369533199,-0.71511242236594,-19.46528690876542,25.295299741608062,-1.6377447038201913,-5.621325829253538,-0.6892821662761045,8.480463543472608,
