ticker,nowcast_quarter,predicted_revenue_yoy,predicted_revenue_B,v21_revenue_yoy,structural_revenue_yoy,structural_weight,v21_weight,model_spread_pp,confidence,price_mix_yoy,company_prod_yoy_proxy,guidance_total_prod_yoy,total_prod_yoy_l1,guidance_total_production,total_production,oil_production,has_company_prod,has_guidance
COP,2026Q3,14.196587624354608,15.371390223012146,23.55159437659819,12.545704079841034,0.85,0.15000000000000002,11.005890296757155,MEDIUM,18.712779724315332,-6.167075644474298,,-6.167075644474298,2305.0,,,1.0,0.0
EOG,2026Q3,44.62247943612566,9.135368273299415,52.31237035338634,21.55280668434361,0.25,0.75,30.75956366904273,LOW,18.712779724315332,2.84002696002828,,,,,,0.0,0.0
FANG,2026Q3,26.157758622281705,5.097188574995536,27.367780451933115,21.317671303676068,0.2,0.8,6.050109148257047,HIGH,14.939412501521609,6.378258802154459,6.378258802154459,10.13302286273566,1005.0,,,1.0,1.0
DVN,2026Q3,70.13947682524429,8.572410951682722,69.6025242935434,80.34157492756125,0.05,0.95,10.739050634017858,MEDIUM,12.860685250812484,67.48088967674877,67.48088967674877,47.991275417819566,1675.0,,,1.0,1.0
