ticker,V2_1_MAE_log_points,V2_1_MAE_yoy_pct_points,Structural_MAE_log_points,Structural_MAE_yoy_pct_points,V3_2_6_MAE_log_points,V3_2_6_MAE_yoy_pct_points
COP,10.609384514675996,10.863979703585185,4.272679439020457,4.582855390927475,5.601680277752116,5.677166413272933
DVN,9.05405713302349,10.48151089784143,9.765931935337848,10.89714647777753,8.926620695678064,10.328653564191788
EOG,14.478883309055428,16.59390500067772,8.446001986572968,9.890400559439675,12.470285972716084,13.553712622826168
FANG,14.72051017738252,19.806419832419543,11.291627847048474,13.572911885609209,12.16983059401708,16.030030198606713
