ticker,base_structural_weight,historical_structural_mae,historical_v21_mae,guardrail
COP,0.85,4.552929734207976,10.609384514675996,STRUCTURAL_ENABLED
DVN,0.0,9.778182978669056,9.05405713302349,STRUCTURAL_DISABLED
EOG,0.75,6.679756888919168,14.478883309055428,STRUCTURAL_ENABLED
FANG,0.8,11.297007084449028,14.72051017738252,STRUCTURAL_ENABLED
