ticker,fiscal_year,target,target_period_start,target_period_end,period_days,annualization_factor,tax_rate,parent_attributable_net_income_ytd_usd,consolidated_net_income_ytd_usd,noncontrolling_interest_ytd_usd,discontinued_operations_net_of_tax_ytd_usd,continuing_consolidated_net_income_ytd_usd,operating_income_ytd_usd,interest_expense_ytd_usd,pretax_continuing_income_ytd_usd,income_tax_benefit_ytd_usd,other_nonoperating_income_ytd_usd,impairment_oil_gas_ytd_usd,headline_route_a_usd,headline_route_b_usd,headline_route_gap_pct,noncontrolling_scope_adjustment_annualized_usd,discontinued_operations_scope_adjustment_annualized_usd,total_ownership_and_operation_scope_adjustment_annualized_usd,scope_adjusted_route_a_usd,scope_adjusted_route_b_usd,scope_adjusted_route_gap_pct,nonoperating_residual_pretax_ytd_usd,nonoperating_residual_after_tax_annualized_usd,impairment_annualized_usd,impairment_gap_adjustment_usd,derivative_gap_adjustment_usd,unusual_tax_gap_adjustment_usd,financing_scope_gap_after_interest_addback_usd,period_mismatch_days,headline_difference_usd,explained_difference_usd,unexplained_difference_usd,parent_scope_identity_error_usd,continuing_income_identity_error_usd,route_reconciliation_identity_error_usd,predeclared_tolerance_pct,scope_adjusted_two_route_triangulated,primary_discrepancy_cause,impairment_treatment,derivative_treatment,tax_treatment,period_treatment,source_companyfacts_path,source_evidence_bundle_sha256,source_cell_checks,source_cell_checks_passed,research_only,terminal_input_allowed
DVN,2021,WPX Energy,2020-01-01,2020-09-30,274,1.3357664233576643,0.20187304890738814,-952000000.0,-949000000.0,3000000.0,-182000000.0,-767000000.0,-811000000.0,145000000.0,-961000000.0,-194000000.0,2000000.0,967000000.0,-1117063513.5237775,-864616169.2883781,25.47811802532662,4007299.270072993,243109489.0510949,247116788.3211679,-869946725.2026099,-864616169.2883781,0.6146281499692801,-5000000.0,-5330555.9142316785,1291686131.3868613,0.0,0.0,0.0,0.0,0,-252447344.23539937,-252447344.23539957,2.086162567138672e-07,0.0,0.0,-9.872019290924072e-08,10.0,True,PARENT_ATTRIBUTABLE_NET_INCOME_INCLUDES_DISCONTINUED_OPERATIONS_WHILE_ROUTE_B_IS_CONTINUING_CONSOLIDATED_OPERATIONS,COMMON_TO_BOTH_CONTINUING_OPERATIONS_ROUTES_NOT_A_GAP_DRIVER,NO_SEPARATE_GAP_ADJUSTMENT_BOTH_ROUTES_RETAIN_REPORTED_CONTINUING_OPERATIONS,SAME_PREDECLARED_TARGET_EFFECTIVE_TAX_RATE_APPLIED_TO_BOTH_ROUTES,EXACT_SAME_2020_YTD_PERIOD,D:\Programming\python_example\Arcana\data-lake\bronze\sec\companyfacts\CIK0001518832.json,e9055180bffa4c4eecfbb5562a51d00317c75ae06a71f42a91250aee48dc7a4a,10,10,True,False
