ticker,event_name,divestiture_year,divestiture_close_date,divestiture_missing_days,asset_total_production_mid_mboe_per_day,asset_total_production_low_mboe_per_day,asset_total_production_high_mboe_per_day,asset_oil_production_mid_mbbl_per_day,asset_oil_mix_low,asset_oil_mix_high,revenue_per_boe_low,revenue_per_boe_high,asset_loe_per_boe_low,asset_loe_per_boe_high,production_tax_rate,gathering_transport_per_boe_low,gathering_transport_per_boe_high,depletion_per_boe_low,depletion_per_boe_high,corporate_tax_rate,pretax_unit_margin_low,pretax_unit_margin_high,after_tax_unit_margin_low,after_tax_unit_margin_high,missing_production_low_mboe,missing_production_high_mboe,missing_after_tax_operating_contribution_low_usd,missing_after_tax_operating_contribution_high_usd,energen_ytd_production_mboe,energen_annualized_production_mboe,energen_event_year_production_proxy_mboe,energen_2019_retained_production_low_mboe,energen_2019_retained_production_high_mboe,energen_incremental_production_low_mboe,energen_incremental_production_high_mboe,energen_full_year_triangulated_nopat_usd,energen_event_year_nopat_proxy_usd,energen_2019_retained_nopat_low_usd,energen_2019_retained_nopat_high_usd,energen_incremental_nopat_low_usd,energen_incremental_nopat_high_usd,source_cell_checks,source_cell_checks_passed,source_cells_fully_verified,divested_book_capital_proven,divested_production_proven,divested_nopat_bounded,acquisition_full_yearization_bounded,material_transaction_perimeter_resolved,perimeter_semantics,normal_roic_claimed,terminal_input_allowed,research_only
FANG,Energen Corporation,2019,2019-07-01,184,6.5,6.45,6.55,5.8,0.8778625954198473,0.9069767441860465,46.0330534351145,48.38627906976744,20.99236641221374,22.48062015503876,0.07,0.4,0.7,13.0,15.0,0.23,4.630119539617727,10.606873122669981,3.56519204550565,8.167292304455886,1186.8,1205.2,4231169.919606105,9843220.685330234,26709.0,35709.83516483517,2273.4446750368584,34504.63516483517,34523.035164835164,32231.19048979831,32249.590489798305,247522750.47892827,22378769.22138256,237679529.79359803,243291580.55932215,215300760.57221547,220912811.3379396,15,15,True,True,True,True,True,True,DISCLOSURE_BOUNDED_PRODUCTION_NETBACK_RANGE_AND_TRIANGULATED_ACQUIREE_NOPAT_BASELINE,False,False,True
