ticker,project_roic_pct,reserve_replacement_roic_pct,company_organic_roic_low_pct,company_organic_roic_midpoint_pct,company_organic_roic_high_pct,company_range_category,project_to_reserve_effect_pct_points,reserve_to_company_unexplained_effect_pct_points,project_to_company_total_effect_pct_points,waterfall_identity_error_pct_points,waterfall_identity_pass,strong_company_comparison,cross_level_period_alignment,company_scope_driver_closure,normal_roic_claimed,terminal_input_allowed,research_only
AR,30.213649009639354,26.31864158365348,-7.420999766925554,-2.916517920250444,1.5879639264246663,STRONG,-3.895007425985874,-29.235159503903926,-33.130166929889796,-1.3322676295501878e-15,True,True,OVERLAPPING_CLEAN_WINDOW,False,False,False,True
CNX,85.3771796812329,74.84314083754909,,,,NO_VALIDATED_COMPANY_COHORT,-10.534038843683817,,,,False,False,NONCOMPARABLE_OR_NO_MATCHED_WINDOW,False,False,False,True
FANG,119.4054075444966,41.87448476131674,-61.70582529220714,1.6475092608256006,65.00084381385834,TOO_UNCERTAIN_FOR_TERMINAL,-77.53092278317986,-40.226975500491136,-117.757898283671,0.0,True,False,NONCOMPARABLE_OR_NO_MATCHED_WINDOW,False,False,False,True
