ticker,step_order,stage,ending_roic_pct,incremental_effect_pct_points,effect_identification,economic_scope,normal_roic_claimed,terminal_input_allowed,research_only
AR,1,PROJECT_DEVELOPMENT_ECONOMICS,30.213649009639354,0.0,DIRECT_V1_5_PROJECT_PROXY,DEVELOPMENT_COST_ONLY,False,False,True
AR,2,RESERVE_REPLACEMENT_SCOPE,26.31864158365348,-3.895007425985874,IDENTIFIED_AGGREGATE_SCOPE_EFFECT,DEVELOPMENT_EXPLORATION_PROVED_AND_UNPROVED_ACQUISITION,False,False,True
AR,3,COMPANY_ORGANIC_ECONOMICS,-2.916517920250444,-29.235159503903926,UNEXPLAINED_COMPANY_SCOPE_RESIDUAL,TOTAL_COMPANY_ORGANIC_INVESTED_CAPITAL_AND_NOPAT,False,False,True
CNX,1,PROJECT_DEVELOPMENT_ECONOMICS,85.3771796812329,0.0,DIRECT_V1_5_PROJECT_PROXY,DEVELOPMENT_COST_ONLY,False,False,True
CNX,2,RESERVE_REPLACEMENT_SCOPE,74.84314083754909,-10.534038843683817,IDENTIFIED_AGGREGATE_SCOPE_EFFECT,DEVELOPMENT_EXPLORATION_PROVED_AND_UNPROVED_ACQUISITION,False,False,True
CNX,3,COMPANY_ORGANIC_ECONOMICS,,,LOCKED_NO_VALIDATED_COMPANY_COHORT,TOTAL_COMPANY_ORGANIC_INVESTED_CAPITAL_AND_NOPAT,False,False,True
FANG,1,PROJECT_DEVELOPMENT_ECONOMICS,119.4054075444966,0.0,DIRECT_V1_5_PROJECT_PROXY,DEVELOPMENT_COST_ONLY,False,False,True
FANG,2,RESERVE_REPLACEMENT_SCOPE,41.87448476131674,-77.53092278317986,IDENTIFIED_AGGREGATE_SCOPE_EFFECT,DEVELOPMENT_EXPLORATION_PROVED_AND_UNPROVED_ACQUISITION,False,False,True
FANG,3,COMPANY_ORGANIC_ECONOMICS,1.6475092608256006,-40.226975500491136,UNEXPLAINED_COMPANY_SCOPE_RESIDUAL,TOTAL_COMPANY_ORGANIC_INVESTED_CAPITAL_AND_NOPAT,False,False,True
