ticker,fiscal_year,event_name,event_close_period,fnsd_folder,adsh,text_tag,proof_phrase,net_proceeds_usd,divested_book_invested_capital_usd,pre_tax_operating_contribution_usd,contribution_period,classification_phrase_proven,numeric_values_reconciled_to_disclosure,effective_tax_rate,divested_after_tax_operating_contribution_proxy_usd,divested_nopat_directly_disclosed,divestiture_proof_status,filing_date,source_form,source_disclosure_record_sha256,source_txt_path,research_only,terminal_input_allowed
COP,2022,Indonesia subsidiaries,2022-03,2023q1_notes,0001163165-23-000006,MergersAcquisitionsAndDispositionsDisclosuresTextBlock,the before-tax earnings associated with the subsidiaries sold,731000000,200000000,138000000,FY2022_PRE_CLOSE,True,True,0.35,89700000.0,False,BOOK_CAPITAL_AND_AFTER_TAX_EARNINGS_PROXY_PROVEN_NOT_NOPAT,2023-02-16,10-K,965250ab5b1099c73e5dcad6fd4d95e96e5578efa2ffa5f416e6de7d1588baa1,D:\Programming\python_example\Arcana\data-lake\bronze\sec\financial-statement-and-notes-data-set\2023q1_notes\txt.tsv,True,False
