ticker,event_name,deal_year,cohort_offset,observation_year,year_label,annual_organic_delta_nopat_after_tax_proxy_usd,annual_organic_delta_invested_capital_proxy_usd,annual_organic_incremental_roic_proxy_pct,annual_scope_complete,annual_source_semantics,cumulative_organic_delta_nopat_after_tax_proxy_usd,cumulative_organic_invested_capital_proxy_usd,cumulative_organic_incremental_roic_proxy_pct,cohort_window_complete,cohort_validated,cohort_status,terminal_input_allowed,research_only
COP,Concho Resources,2021,0,2021,t,8906666891.60086,646000000.0,,False,V171_EVENT_YEAR_SAME_PERIOD_MNA_BRIDGE,,,,False,False,LOCKED_INCOMPLETE_COMPANY_YEAR_MNA_SCOPE,False,True
COP,Concho Resources,2021,1,2022,t+1,,,,False,V17_SUBSEQUENT_YEAR_ORGANIC_DIAGNOSTIC,,,,False,False,LOCKED_INCOMPLETE_COMPANY_YEAR_MNA_SCOPE,False,True
COP,Concho Resources,2021,2,2023,t+2,,,,False,V17_SUBSEQUENT_YEAR_ORGANIC_DIAGNOSTIC,,,,False,False,LOCKED_INCOMPLETE_COMPANY_YEAR_MNA_SCOPE,False,True
DVN,WPX Energy,2021,0,2021,t,4114252946.75583,-138000000.0,,True,V171_EVENT_YEAR_SAME_PERIOD_MNA_BRIDGE,4114252946.75583,-138000000.0,,False,False,PARTIAL_OBSERVATION_WINDOW,False,True
DVN,WPX Energy,2021,1,2022,t+1,3400858818.171899,2679000000.0,126.94508466487117,True,V17_SUBSEQUENT_YEAR_ORGANIC_DIAGNOSTIC,7515111764.927729,2541000000.0,295.7541033029409,False,False,PARTIAL_OBSERVATION_WINDOW,False,True
DVN,WPX Energy,2021,2,2023,t+2,-2241428590.443142,1123000000.0,-199.59292880170455,True,V17_SUBSEQUENT_YEAR_ORGANIC_DIAGNOSTIC,5273683174.484587,3664000000.0,143.93240105034351,True,False,COMPLETE_3Y_DIAGNOSTIC_AFTER_TAX_PROXY_NOT_NOPAT_OR_CYCLE_NORMALIZED,False,True
FANG,Endeavor Energy Resources,2024,0,2024,t,-145280197.73126143,1767000000.0,,False,V171_EVENT_YEAR_SAME_PERIOD_MNA_BRIDGE,,,,False,False,LOCKED_INCOMPLETE_COMPANY_YEAR_MNA_SCOPE,False,True
FANG,Endeavor Energy Resources,2024,1,2025,t+1,-2633312015.6667266,4676000000.0,-56.315483654121614,True,V17_SUBSEQUENT_YEAR_ORGANIC_DIAGNOSTIC,,,,False,False,LOCKED_INCOMPLETE_COMPANY_YEAR_MNA_SCOPE,False,True
EOG,Encino Acquisition Partners,2025,0,2025,t,-1504988467.100326,1645000000.0,-91.48866061400159,True,V171_EVENT_YEAR_SAME_PERIOD_MNA_BRIDGE,-1504988467.100326,1645000000.0,-91.48866061400159,False,False,PARTIAL_OBSERVATION_WINDOW,False,True
