form,period,filing_date,accession_number,metric,value_usd,available,selected_concept,selected_context_ref,source_url,source_sha256,evidence_layer,selection_rule,derived_value,coverage_denominator_policy,source_concept_present,applicable,available_when_applicable
10-Q,2021Q2,2021-08-05,0001501585-21-000029,pretax_income_usd,334000000.0,True,us-gaap:IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,i01f666f5a7264fea9438bc312a56c266_D20210101-20210630,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000029/hii-20210630.htm,ca03ac808581a53939e1004e5252217d4f8d7d1a6a792fd6a021aa4d79f90e7a,FINANCIAL_STATEMENT,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ALL_PERIODIC_FILINGS,True,True,True
10-Q,2021Q2,2021-08-05,0001501585-21-000029,income_tax_usd,57000000.0,True,us-gaap:IncomeTaxExpenseBenefit,i01f666f5a7264fea9438bc312a56c266_D20210101-20210630,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000029/hii-20210630.htm,ca03ac808581a53939e1004e5252217d4f8d7d1a6a792fd6a021aa4d79f90e7a,FINANCIAL_STATEMENT,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ALL_PERIODIC_FILINGS,True,True,True
10-Q,2021Q2,2021-08-05,0001501585-21-000029,cfo_usd,139000000.0,True,us-gaap:NetCashProvidedByUsedInOperatingActivities,i01f666f5a7264fea9438bc312a56c266_D20210101-20210630,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000029/hii-20210630.htm,ca03ac808581a53939e1004e5252217d4f8d7d1a6a792fd6a021aa4d79f90e7a,FINANCIAL_STATEMENT,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ALL_PERIODIC_FILINGS,True,True,True
10-Q,2021Q2,2021-08-05,0001501585-21-000029,capex_usd,134000000.0,True,us-gaap:PaymentsToAcquirePropertyPlantAndEquipment,i01f666f5a7264fea9438bc312a56c266_D20210101-20210630,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000029/hii-20210630.htm,ca03ac808581a53939e1004e5252217d4f8d7d1a6a792fd6a021aa4d79f90e7a,FINANCIAL_STATEMENT,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ALL_PERIODIC_FILINGS,True,True,True
10-Q,2021Q2,2021-08-05,0001501585-21-000029,depreciation_amortization_usd,102000000.0,True,us-gaap:Depreciation,i01f666f5a7264fea9438bc312a56c266_D20210101-20210630,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000029/hii-20210630.htm,ca03ac808581a53939e1004e5252217d4f8d7d1a6a792fd6a021aa4d79f90e7a,FINANCIAL_STATEMENT,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ALL_PERIODIC_FILINGS,True,True,True
10-Q,2021Q2,2021-08-05,0001501585-21-000029,research_development_usd,,False,,,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000029/hii-20210630.htm,ca03ac808581a53939e1004e5252217d4f8d7d1a6a792fd6a021aa4d79f90e7a,NOTE,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ANNUAL_10K_ONLY,False,False,False
10-Q,2021Q2,2021-08-05,0001501585-21-000029,business_acquisitions_usd,,False,,,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000029/hii-20210630.htm,ca03ac808581a53939e1004e5252217d4f8d7d1a6a792fd6a021aa4d79f90e7a,NOTE,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,EVENT_CONDITIONAL_NOT_SCORED,True,False,False
10-Q,2021Q2,2021-08-05,0001501585-21-000029,receivables_usd,,False,,,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000029/hii-20210630.htm,ca03ac808581a53939e1004e5252217d4f8d7d1a6a792fd6a021aa4d79f90e7a,FINANCIAL_STATEMENT,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ALL_PERIODIC_FILINGS,False,True,False
10-Q,2021Q2,2021-08-05,0001501585-21-000029,inventory_usd,139000000.0,True,us-gaap:InventoryNetOfAllowancesCustomerAdvancesAndProgressBillings,ieab01adce1314df2b8c9bb52b372a918_I20210630,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000029/hii-20210630.htm,ca03ac808581a53939e1004e5252217d4f8d7d1a6a792fd6a021aa4d79f90e7a,FINANCIAL_STATEMENT,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ALL_PERIODIC_FILINGS,True,True,True
10-Q,2021Q2,2021-08-05,0001501585-21-000029,accounts_payable_usd,349000000.0,True,us-gaap:AccountsPayableCurrent,ieab01adce1314df2b8c9bb52b372a918_I20210630,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000029/hii-20210630.htm,ca03ac808581a53939e1004e5252217d4f8d7d1a6a792fd6a021aa4d79f90e7a,FINANCIAL_STATEMENT,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ALL_PERIODIC_FILINGS,True,True,True
10-Q,2021Q2,2021-08-05,0001501585-21-000029,contract_assets_usd,1182000000.0,True,us-gaap:ContractWithCustomerAssetNet,ieab01adce1314df2b8c9bb52b372a918_I20210630,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000029/hii-20210630.htm,ca03ac808581a53939e1004e5252217d4f8d7d1a6a792fd6a021aa4d79f90e7a,NOTE,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ALL_PERIODIC_FILINGS,True,True,True
10-Q,2021Q2,2021-08-05,0001501585-21-000029,contract_liabilities_usd,660000000.0,True,us-gaap:ContractWithCustomerLiabilityCurrent,ieab01adce1314df2b8c9bb52b372a918_I20210630,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000029/hii-20210630.htm,ca03ac808581a53939e1004e5252217d4f8d7d1a6a792fd6a021aa4d79f90e7a,NOTE,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ALL_PERIODIC_FILINGS,True,True,True
10-Q,2021Q2,2021-08-05,0001501585-21-000029,remaining_performance_obligation_usd,47700000000.0,True,us-gaap:RevenueRemainingPerformanceObligation,ieab01adce1314df2b8c9bb52b372a918_I20210630,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000029/hii-20210630.htm,ca03ac808581a53939e1004e5252217d4f8d7d1a6a792fd6a021aa4d79f90e7a,NOTE,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ALL_PERIODIC_FILINGS,True,True,True
10-Q,2021Q2,2021-08-05,0001501585-21-000029,program_gains_losses_usd,,False,,,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000029/hii-20210630.htm,ca03ac808581a53939e1004e5252217d4f8d7d1a6a792fd6a021aa4d79f90e7a,NOTE,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,EVENT_CONDITIONAL_NOT_SCORED,False,False,False
10-Q,2021Q2,2021-08-05,0001501585-21-000029,cash_usd,348000000.0,True,us-gaap:CashAndCashEquivalentsAtCarryingValue,ieab01adce1314df2b8c9bb52b372a918_I20210630,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000029/hii-20210630.htm,ca03ac808581a53939e1004e5252217d4f8d7d1a6a792fd6a021aa4d79f90e7a,FINANCIAL_STATEMENT,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ALL_PERIODIC_FILINGS,True,True,True
10-Q,2021Q2,2021-08-05,0001501585-21-000029,debt_current_usd,0.0,True,DERIVED:CURRENT_DEBT_ZERO_WHEN_NOT_REPORTED,ieab01adce1314df2b8c9bb52b372a918_I20210630,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000029/hii-20210630.htm,ca03ac808581a53939e1004e5252217d4f8d7d1a6a792fd6a021aa4d79f90e7a,FINANCIAL_STATEMENT,ZERO_WHEN_CURRENT_DEBT_NOT_REPORTED_AND_NONCURRENT_DEBT_IS_REPORTED,True,ALL_PERIODIC_FILINGS,False,True,True
10-Q,2021Q2,2021-08-05,0001501585-21-000029,debt_noncurrent_usd,1689000000.0,True,us-gaap:LongTermDebtNoncurrent,ieab01adce1314df2b8c9bb52b372a918_I20210630,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000029/hii-20210630.htm,ca03ac808581a53939e1004e5252217d4f8d7d1a6a792fd6a021aa4d79f90e7a,FINANCIAL_STATEMENT,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ALL_PERIODIC_FILINGS,True,True,True
10-Q,2021Q2,2021-08-05,0001501585-21-000029,equity_usd,,False,,,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000029/hii-20210630.htm,ca03ac808581a53939e1004e5252217d4f8d7d1a6a792fd6a021aa4d79f90e7a,FINANCIAL_STATEMENT,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ALL_PERIODIC_FILINGS,False,True,False
10-Q,2021Q2,2021-08-05,0001501585-21-000029,goodwill_usd,1604000000.0,True,us-gaap:Goodwill,ieab01adce1314df2b8c9bb52b372a918_I20210630,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000029/hii-20210630.htm,ca03ac808581a53939e1004e5252217d4f8d7d1a6a792fd6a021aa4d79f90e7a,FINANCIAL_STATEMENT,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ALL_PERIODIC_FILINGS,True,True,True
10-Q,2021Q2,2021-08-05,0001501585-21-000029,intangibles_ex_goodwill_usd,,False,,,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000029/hii-20210630.htm,ca03ac808581a53939e1004e5252217d4f8d7d1a6a792fd6a021aa4d79f90e7a,FINANCIAL_STATEMENT,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ALL_PERIODIC_FILINGS,False,True,False
10-Q,2021Q2,2021-08-05,0001501585-21-000029,pension_liability_usd,853000000.0,True,us-gaap:DefinedBenefitPensionPlanLiabilitiesNoncurrent,ieab01adce1314df2b8c9bb52b372a918_I20210630,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000029/hii-20210630.htm,ca03ac808581a53939e1004e5252217d4f8d7d1a6a792fd6a021aa4d79f90e7a,NOTE,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ALL_PERIODIC_FILINGS,True,True,True
10-Q,2021Q2,2021-08-05,0001501585-21-000029,fas_cas_pension_adjustment_usd,,False,,,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000029/hii-20210630.htm,ca03ac808581a53939e1004e5252217d4f8d7d1a6a792fd6a021aa4d79f90e7a,NOTE,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,DISCLOSURE_REGIME_ONLY,False,False,False
10-Q,2021Q3,2021-11-04,0001501585-21-000036,revenue_usd,6847000000.0,True,us-gaap:Revenues,ibef12677c71d430798b3fd7e0a8dc694_D20210101-20210930,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1,FINANCIAL_STATEMENT,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ALL_PERIODIC_FILINGS,True,True,True
10-Q,2021Q3,2021-11-04,0001501585-21-000036,operating_income_usd,393000000.0,True,us-gaap:OperatingIncomeLoss,ibef12677c71d430798b3fd7e0a8dc694_D20210101-20210930,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1,FINANCIAL_STATEMENT,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ALL_PERIODIC_FILINGS,True,True,True
10-Q,2021Q3,2021-11-04,0001501585-21-000036,pretax_income_usd,475000000.0,True,us-gaap:IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,ibef12677c71d430798b3fd7e0a8dc694_D20210101-20210930,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1,FINANCIAL_STATEMENT,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ALL_PERIODIC_FILINGS,True,True,True
10-Q,2021Q3,2021-11-04,0001501585-21-000036,income_tax_usd,51000000.0,True,us-gaap:IncomeTaxExpenseBenefit,ibef12677c71d430798b3fd7e0a8dc694_D20210101-20210930,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1,FINANCIAL_STATEMENT,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ALL_PERIODIC_FILINGS,True,True,True
10-Q,2021Q3,2021-11-04,0001501585-21-000036,cfo_usd,489000000.0,True,us-gaap:NetCashProvidedByUsedInOperatingActivities,ibef12677c71d430798b3fd7e0a8dc694_D20210101-20210930,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1,FINANCIAL_STATEMENT,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ALL_PERIODIC_FILINGS,True,True,True
10-Q,2021Q3,2021-11-04,0001501585-21-000036,capex_usd,216000000.0,True,us-gaap:PaymentsToAcquirePropertyPlantAndEquipment,ibef12677c71d430798b3fd7e0a8dc694_D20210101-20210930,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1,FINANCIAL_STATEMENT,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ALL_PERIODIC_FILINGS,True,True,True
10-Q,2021Q3,2021-11-04,0001501585-21-000036,depreciation_amortization_usd,154000000.0,True,us-gaap:Depreciation,ibef12677c71d430798b3fd7e0a8dc694_D20210101-20210930,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1,FINANCIAL_STATEMENT,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ALL_PERIODIC_FILINGS,True,True,True
10-Q,2021Q3,2021-11-04,0001501585-21-000036,research_development_usd,,False,,,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1,NOTE,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ANNUAL_10K_ONLY,False,False,False
10-Q,2021Q3,2021-11-04,0001501585-21-000036,business_acquisitions_usd,1636000000.0,True,us-gaap:PaymentsToAcquireBusinessesNetOfCashAcquired,ibef12677c71d430798b3fd7e0a8dc694_D20210101-20210930,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1,NOTE,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,EVENT_CONDITIONAL_NOT_SCORED,True,False,False
10-Q,2021Q3,2021-11-04,0001501585-21-000036,receivables_usd,,False,,,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1,FINANCIAL_STATEMENT,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ALL_PERIODIC_FILINGS,False,True,False
10-Q,2021Q3,2021-11-04,0001501585-21-000036,inventory_usd,143000000.0,True,us-gaap:InventoryNetOfAllowancesCustomerAdvancesAndProgressBillings,ifaace755861848aab47e0acb36dc72c6_I20210930,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1,FINANCIAL_STATEMENT,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ALL_PERIODIC_FILINGS,True,True,True
10-Q,2021Q3,2021-11-04,0001501585-21-000036,accounts_payable_usd,508000000.0,True,us-gaap:AccountsPayableCurrent,ifaace755861848aab47e0acb36dc72c6_I20210930,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1,FINANCIAL_STATEMENT,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ALL_PERIODIC_FILINGS,True,True,True
10-Q,2021Q3,2021-11-04,0001501585-21-000036,contract_assets_usd,1363000000.0,True,us-gaap:ContractWithCustomerAssetNet,ifaace755861848aab47e0acb36dc72c6_I20210930,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1,NOTE,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ALL_PERIODIC_FILINGS,True,True,True
10-Q,2021Q3,2021-11-04,0001501585-21-000036,contract_liabilities_usd,674000000.0,True,us-gaap:ContractWithCustomerLiabilityCurrent,ifaace755861848aab47e0acb36dc72c6_I20210930,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1,NOTE,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ALL_PERIODIC_FILINGS,True,True,True
10-Q,2021Q3,2021-11-04,0001501585-21-000036,remaining_performance_obligation_usd,50100000000.0,True,us-gaap:RevenueRemainingPerformanceObligation,ifaace755861848aab47e0acb36dc72c6_I20210930,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1,NOTE,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ALL_PERIODIC_FILINGS,True,True,True
10-Q,2021Q3,2021-11-04,0001501585-21-000036,program_gains_losses_usd,,False,,,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1,NOTE,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,EVENT_CONDITIONAL_NOT_SCORED,False,False,False
10-Q,2021Q3,2021-11-04,0001501585-21-000036,cash_usd,555000000.0,True,us-gaap:CashAndCashEquivalentsAtCarryingValue,ifaace755861848aab47e0acb36dc72c6_I20210930,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1,FINANCIAL_STATEMENT,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ALL_PERIODIC_FILINGS,True,True,True
10-Q,2021Q3,2021-11-04,0001501585-21-000036,debt_current_usd,0.0,True,DERIVED:CURRENT_DEBT_ZERO_WHEN_NOT_REPORTED,ifaace755861848aab47e0acb36dc72c6_I20210930,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1,FINANCIAL_STATEMENT,ZERO_WHEN_CURRENT_DEBT_NOT_REPORTED_AND_NONCURRENT_DEBT_IS_REPORTED,True,ALL_PERIODIC_FILINGS,False,True,True
10-Q,2021Q3,2021-11-04,0001501585-21-000036,debt_noncurrent_usd,3321000000.0,True,us-gaap:LongTermDebtNoncurrent,ifaace755861848aab47e0acb36dc72c6_I20210930,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1,FINANCIAL_STATEMENT,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ALL_PERIODIC_FILINGS,True,True,True
10-Q,2021Q3,2021-11-04,0001501585-21-000036,equity_usd,,False,,,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1,FINANCIAL_STATEMENT,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ALL_PERIODIC_FILINGS,False,True,False
10-Q,2021Q3,2021-11-04,0001501585-21-000036,goodwill_usd,2684000000.0,True,us-gaap:Goodwill,ifaace755861848aab47e0acb36dc72c6_I20210930,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1,FINANCIAL_STATEMENT,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ALL_PERIODIC_FILINGS,True,True,True
10-Q,2021Q3,2021-11-04,0001501585-21-000036,intangibles_ex_goodwill_usd,,False,,,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1,FINANCIAL_STATEMENT,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ALL_PERIODIC_FILINGS,False,True,False
10-Q,2021Q3,2021-11-04,0001501585-21-000036,pension_liability_usd,833000000.0,True,us-gaap:DefinedBenefitPensionPlanLiabilitiesNoncurrent,ifaace755861848aab47e0acb36dc72c6_I20210930,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1,NOTE,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ALL_PERIODIC_FILINGS,True,True,True
10-Q,2021Q3,2021-11-04,0001501585-21-000036,fas_cas_pension_adjustment_usd,,False,,,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1,NOTE,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,DISCLOSURE_REGIME_ONLY,False,False,False
10-K,2021Q4,2022-02-10,0001501585-22-000007,revenue_usd,9524000000.0,True,us-gaap:Revenues,i5a6833ce3f464759971a364a661fd7b1_D20210101-20211231,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000007/hii-20211231.htm,044bbc3f603b93031cf93d2d5b0c79964518807a8b543e9897e74767e666a693,FINANCIAL_STATEMENT,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ALL_PERIODIC_FILINGS,True,True,True
10-K,2021Q4,2022-02-10,0001501585-22-000007,operating_income_usd,513000000.0,True,us-gaap:OperatingIncomeLoss,i5a6833ce3f464759971a364a661fd7b1_D20210101-20211231,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000007/hii-20211231.htm,044bbc3f603b93031cf93d2d5b0c79964518807a8b543e9897e74767e666a693,FINANCIAL_STATEMENT,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ALL_PERIODIC_FILINGS,True,True,True
10-K,2021Q4,2022-02-10,0001501585-22-000007,pretax_income_usd,622000000.0,True,us-gaap:IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,i5a6833ce3f464759971a364a661fd7b1_D20210101-20211231,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000007/hii-20211231.htm,044bbc3f603b93031cf93d2d5b0c79964518807a8b543e9897e74767e666a693,FINANCIAL_STATEMENT,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ALL_PERIODIC_FILINGS,True,True,True
10-K,2021Q4,2022-02-10,0001501585-22-000007,income_tax_usd,78000000.0,True,us-gaap:IncomeTaxExpenseBenefit,i5a6833ce3f464759971a364a661fd7b1_D20210101-20211231,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000007/hii-20211231.htm,044bbc3f603b93031cf93d2d5b0c79964518807a8b543e9897e74767e666a693,FINANCIAL_STATEMENT,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ALL_PERIODIC_FILINGS,True,True,True
10-K,2021Q4,2022-02-10,0001501585-22-000007,cfo_usd,760000000.0,True,us-gaap:NetCashProvidedByUsedInOperatingActivities,i5a6833ce3f464759971a364a661fd7b1_D20210101-20211231,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000007/hii-20211231.htm,044bbc3f603b93031cf93d2d5b0c79964518807a8b543e9897e74767e666a693,FINANCIAL_STATEMENT,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ALL_PERIODIC_FILINGS,True,True,True
10-K,2021Q4,2022-02-10,0001501585-22-000007,capex_usd,311000000.0,True,us-gaap:PaymentsToAcquireProductiveAssets,i5a6833ce3f464759971a364a661fd7b1_D20210101-20211231,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000007/hii-20211231.htm,044bbc3f603b93031cf93d2d5b0c79964518807a8b543e9897e74767e666a693,FINANCIAL_STATEMENT,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ALL_PERIODIC_FILINGS,True,True,True
10-K,2021Q4,2022-02-10,0001501585-22-000007,depreciation_amortization_usd,207000000.0,True,us-gaap:Depreciation,i5a6833ce3f464759971a364a661fd7b1_D20210101-20211231,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000007/hii-20211231.htm,044bbc3f603b93031cf93d2d5b0c79964518807a8b543e9897e74767e666a693,FINANCIAL_STATEMENT,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ALL_PERIODIC_FILINGS,True,True,True
10-K,2021Q4,2022-02-10,0001501585-22-000007,research_development_usd,34000000.0,True,us-gaap:ResearchAndDevelopmentExpense,i5a6833ce3f464759971a364a661fd7b1_D20210101-20211231,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000007/hii-20211231.htm,044bbc3f603b93031cf93d2d5b0c79964518807a8b543e9897e74767e666a693,NOTE,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ANNUAL_10K_ONLY,True,True,True
10-K,2021Q4,2022-02-10,0001501585-22-000007,business_acquisitions_usd,1643000000.0,True,us-gaap:PaymentsToAcquireBusinessesNetOfCashAcquired,i5a6833ce3f464759971a364a661fd7b1_D20210101-20211231,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000007/hii-20211231.htm,044bbc3f603b93031cf93d2d5b0c79964518807a8b543e9897e74767e666a693,NOTE,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,EVENT_CONDITIONAL_NOT_SCORED,True,False,False
10-K,2021Q4,2022-02-10,0001501585-22-000007,receivables_usd,,False,,,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000007/hii-20211231.htm,044bbc3f603b93031cf93d2d5b0c79964518807a8b543e9897e74767e666a693,FINANCIAL_STATEMENT,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ALL_PERIODIC_FILINGS,False,True,False
