form,period,filing_date,accession_number,metric,value_usd,available,selected_concept,selected_context_ref,source_url,source_sha256,evidence_layer,selection_rule,derived_value,coverage_denominator_policy,source_concept_present,applicable,available_when_applicable
10-Q,2020Q2,2020-08-06,0001501585-20-000035,operating_income_usd,272000000.0,True,us-gaap:OperatingIncomeLoss,i1db3c7cec9a8482fa2f0d4d4b42f3efd_D20200101-20200630,https://www.sec.gov/Archives/edgar/data/1501585/000150158520000035/hii-20200630.htm,26a8cd1c0cf3300e699c7c5aec8b35d587671db4883c895183b3014d2f1616a8,FINANCIAL_STATEMENT,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ALL_PERIODIC_FILINGS,True,True,True
10-Q,2020Q2,2020-08-06,0001501585-20-000035,pretax_income_usd,281000000.0,True,us-gaap:IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,i1db3c7cec9a8482fa2f0d4d4b42f3efd_D20200101-20200630,https://www.sec.gov/Archives/edgar/data/1501585/000150158520000035/hii-20200630.htm,26a8cd1c0cf3300e699c7c5aec8b35d587671db4883c895183b3014d2f1616a8,FINANCIAL_STATEMENT,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ALL_PERIODIC_FILINGS,True,True,True
10-Q,2020Q2,2020-08-06,0001501585-20-000035,income_tax_usd,56000000.0,True,us-gaap:IncomeTaxExpenseBenefit,i1db3c7cec9a8482fa2f0d4d4b42f3efd_D20200101-20200630,https://www.sec.gov/Archives/edgar/data/1501585/000150158520000035/hii-20200630.htm,26a8cd1c0cf3300e699c7c5aec8b35d587671db4883c895183b3014d2f1616a8,FINANCIAL_STATEMENT,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ALL_PERIODIC_FILINGS,True,True,True
10-Q,2020Q2,2020-08-06,0001501585-20-000035,cfo_usd,269000000.0,True,us-gaap:NetCashProvidedByUsedInOperatingActivities,i1db3c7cec9a8482fa2f0d4d4b42f3efd_D20200101-20200630,https://www.sec.gov/Archives/edgar/data/1501585/000150158520000035/hii-20200630.htm,26a8cd1c0cf3300e699c7c5aec8b35d587671db4883c895183b3014d2f1616a8,FINANCIAL_STATEMENT,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ALL_PERIODIC_FILINGS,True,True,True
10-Q,2020Q2,2020-08-06,0001501585-20-000035,capex_usd,150000000.0,True,us-gaap:PaymentsToAcquirePropertyPlantAndEquipment,i1db3c7cec9a8482fa2f0d4d4b42f3efd_D20200101-20200630,https://www.sec.gov/Archives/edgar/data/1501585/000150158520000035/hii-20200630.htm,26a8cd1c0cf3300e699c7c5aec8b35d587671db4883c895183b3014d2f1616a8,FINANCIAL_STATEMENT,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ALL_PERIODIC_FILINGS,True,True,True
10-Q,2020Q2,2020-08-06,0001501585-20-000035,depreciation_amortization_usd,92000000.0,True,us-gaap:Depreciation,i1db3c7cec9a8482fa2f0d4d4b42f3efd_D20200101-20200630,https://www.sec.gov/Archives/edgar/data/1501585/000150158520000035/hii-20200630.htm,26a8cd1c0cf3300e699c7c5aec8b35d587671db4883c895183b3014d2f1616a8,FINANCIAL_STATEMENT,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ALL_PERIODIC_FILINGS,True,True,True
10-Q,2020Q2,2020-08-06,0001501585-20-000035,research_development_usd,,False,,,https://www.sec.gov/Archives/edgar/data/1501585/000150158520000035/hii-20200630.htm,26a8cd1c0cf3300e699c7c5aec8b35d587671db4883c895183b3014d2f1616a8,NOTE,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ANNUAL_10K_ONLY,False,False,False
10-Q,2020Q2,2020-08-06,0001501585-20-000035,business_acquisitions_usd,378000000.0,True,us-gaap:PaymentsToAcquireBusinessesNetOfCashAcquired,i1db3c7cec9a8482fa2f0d4d4b42f3efd_D20200101-20200630,https://www.sec.gov/Archives/edgar/data/1501585/000150158520000035/hii-20200630.htm,26a8cd1c0cf3300e699c7c5aec8b35d587671db4883c895183b3014d2f1616a8,NOTE,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,EVENT_CONDITIONAL_NOT_SCORED,True,False,False
10-Q,2020Q2,2020-08-06,0001501585-20-000035,receivables_usd,,False,,,https://www.sec.gov/Archives/edgar/data/1501585/000150158520000035/hii-20200630.htm,26a8cd1c0cf3300e699c7c5aec8b35d587671db4883c895183b3014d2f1616a8,FINANCIAL_STATEMENT,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ALL_PERIODIC_FILINGS,False,True,False
10-Q,2020Q2,2020-08-06,0001501585-20-000035,inventory_usd,160000000.0,True,us-gaap:InventoryNetOfAllowancesCustomerAdvancesAndProgressBillings,i242b491145af47bb8bd5b1e82def2736_I20200630,https://www.sec.gov/Archives/edgar/data/1501585/000150158520000035/hii-20200630.htm,26a8cd1c0cf3300e699c7c5aec8b35d587671db4883c895183b3014d2f1616a8,FINANCIAL_STATEMENT,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ALL_PERIODIC_FILINGS,True,True,True
10-Q,2020Q2,2020-08-06,0001501585-20-000035,accounts_payable_usd,437000000.0,True,us-gaap:AccountsPayableCurrent,i242b491145af47bb8bd5b1e82def2736_I20200630,https://www.sec.gov/Archives/edgar/data/1501585/000150158520000035/hii-20200630.htm,26a8cd1c0cf3300e699c7c5aec8b35d587671db4883c895183b3014d2f1616a8,FINANCIAL_STATEMENT,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ALL_PERIODIC_FILINGS,True,True,True
10-Q,2020Q2,2020-08-06,0001501585-20-000035,contract_assets_usd,1134000000.0,True,us-gaap:ContractWithCustomerAssetNet,i242b491145af47bb8bd5b1e82def2736_I20200630,https://www.sec.gov/Archives/edgar/data/1501585/000150158520000035/hii-20200630.htm,26a8cd1c0cf3300e699c7c5aec8b35d587671db4883c895183b3014d2f1616a8,NOTE,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ALL_PERIODIC_FILINGS,True,True,True
10-Q,2020Q2,2020-08-06,0001501585-20-000035,contract_liabilities_usd,573000000.0,True,us-gaap:ContractWithCustomerLiabilityCurrent,i242b491145af47bb8bd5b1e82def2736_I20200630,https://www.sec.gov/Archives/edgar/data/1501585/000150158520000035/hii-20200630.htm,26a8cd1c0cf3300e699c7c5aec8b35d587671db4883c895183b3014d2f1616a8,NOTE,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ALL_PERIODIC_FILINGS,True,True,True
10-Q,2020Q2,2020-08-06,0001501585-20-000035,remaining_performance_obligation_usd,46100000000.0,True,us-gaap:RevenueRemainingPerformanceObligation,i242b491145af47bb8bd5b1e82def2736_I20200630,https://www.sec.gov/Archives/edgar/data/1501585/000150158520000035/hii-20200630.htm,26a8cd1c0cf3300e699c7c5aec8b35d587671db4883c895183b3014d2f1616a8,NOTE,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ALL_PERIODIC_FILINGS,True,True,True
10-Q,2020Q2,2020-08-06,0001501585-20-000035,program_gains_losses_usd,,False,,,https://www.sec.gov/Archives/edgar/data/1501585/000150158520000035/hii-20200630.htm,26a8cd1c0cf3300e699c7c5aec8b35d587671db4883c895183b3014d2f1616a8,NOTE,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,EVENT_CONDITIONAL_NOT_SCORED,False,False,False
10-Q,2020Q2,2020-08-06,0001501585-20-000035,cash_usd,631000000.0,True,us-gaap:CashAndCashEquivalentsAtCarryingValue,i242b491145af47bb8bd5b1e82def2736_I20200630,https://www.sec.gov/Archives/edgar/data/1501585/000150158520000035/hii-20200630.htm,26a8cd1c0cf3300e699c7c5aec8b35d587671db4883c895183b3014d2f1616a8,FINANCIAL_STATEMENT,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ALL_PERIODIC_FILINGS,True,True,True
10-Q,2020Q2,2020-08-06,0001501585-20-000035,debt_current_usd,0.0,True,DERIVED:CURRENT_DEBT_ZERO_WHEN_NOT_REPORTED,i242b491145af47bb8bd5b1e82def2736_I20200630,https://www.sec.gov/Archives/edgar/data/1501585/000150158520000035/hii-20200630.htm,26a8cd1c0cf3300e699c7c5aec8b35d587671db4883c895183b3014d2f1616a8,FINANCIAL_STATEMENT,ZERO_WHEN_CURRENT_DEBT_NOT_REPORTED_AND_NONCURRENT_DEBT_IS_REPORTED,True,ALL_PERIODIC_FILINGS,False,True,True
10-Q,2020Q2,2020-08-06,0001501585-20-000035,debt_noncurrent_usd,2276000000.0,True,us-gaap:LongTermDebtNoncurrent,i242b491145af47bb8bd5b1e82def2736_I20200630,https://www.sec.gov/Archives/edgar/data/1501585/000150158520000035/hii-20200630.htm,26a8cd1c0cf3300e699c7c5aec8b35d587671db4883c895183b3014d2f1616a8,FINANCIAL_STATEMENT,CONSOLIDATED_NO_DIMENSION_REPORT_DATE_CONTEXT,False,ALL_PERIODIC_FILINGS,True,True,True
