form,fiscal_year,fiscal_quarter,period,filing_date,report_date,source_url,source_sha256,revenue_usd,operating_income_usd,pretax_income_usd,income_tax_usd,cfo_usd,capex_usd,depreciation_amortization_usd,research_development_usd,business_acquisitions_usd,receivables_usd,inventory_usd,accounts_payable_usd,contract_assets_usd,contract_liabilities_usd,remaining_performance_obligation_usd,program_gains_losses_usd,cash_usd,debt_current_usd,debt_noncurrent_usd,equity_usd,goodwill_usd,intangibles_ex_goodwill_usd,pension_liability_usd,fas_cas_pension_adjustment_usd,effective_tax_rate_pct,nopat_usd,operating_nwc_usd,change_operating_nwc_usd,net_capex_usd,core_reinvestment_usd,innovation_adjusted_reinvestment_usd,total_including_mna_reinvestment_usd,total_debt_usd,invested_capital_usd,average_invested_capital_usd,reported_roic_pct,pension_adjusted_invested_capital_usd,average_pension_adjusted_invested_capital_usd,pension_adjusted_roic_pct,tangible_invested_capital_usd,average_tangible_invested_capital_usd,tangible_roic_sensitivity_pct,core_reinvestment_rate_pct,innovation_adjusted_reinvestment_rate_pct,total_including_mna_reinvestment_rate_pct,incremental_nopat_usd,incremental_roic_on_prior_innovation_reinvestment_pct,through_cycle_reported_roic_median_pct,fcff_cash_proxy_usd,fcff_accounting_bridge_usd,fcff_bridge_difference_usd,terminal_input_allowed,historical_diagnostic_only
10-K,2019,4,2019Q4,2020-02-13,2019-12-31,https://www.sec.gov/Archives/edgar/data/1501585/000150158520000011/hii-20191231.htm,4589650f60e0ff9b1861743c4ceccc9826678b355e8dccf0fbc5f9efa41450a1,8899000000.0,736000000.0,683000000.0,134000000.0,896000000.0,436000000.0,180000000.0,23000000.0,195000000.0,318000000.0,136000000.0,497000000.0,989000000.0,373000000.0,46500000000.0,0.0,75000000.0,0.0,1286000000.0,1588000000.0,1373000000.0,492000000.0,975000000.0,0.0,19.619326500732065,591601756.954612,573000000.0,,256000000.0,,,,1286000000.0,2799000000.0,,,3774000000.0,,,934000000.0,,,,,,,,,460000000.0,,,False,True
10-K,2020,4,2020Q4,2021-02-11,2020-12-31,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000008/hii-20201231.htm,c36fb47b2ccff954dee7a6dea7f83b6d16bced0de0451ba8b50c964590a018c8,9361000000.0,799000000.0,810000000.0,114000000.0,1093000000.0,336000000.0,191000000.0,31000000.0,417000000.0,397000000.0,137000000.0,460000000.0,1049000000.0,585000000.0,46000000000.0,0.0,512000000.0,0.0,1686000000.0,1901000000.0,1617000000.0,512000000.0,960000000.0,0.0,14.074074074074074,686548148.1481482,538000000.0,-35000000.0,145000000.0,110000000.0,141000000.0,558000000.0,1686000000.0,3075000000.0,2937000000.0,23.37583071665469,4035000000.0,3904500000.0,17.583510005074867,946000000.0,940000000.0,73.03703703703704,16.02218290104009,20.537525354969574,81.27616417073065,94946391.19353616,,,757000000.0,576548148.1481482,180451851.85185182,False,True
10-K,2021,4,2021Q4,2022-02-10,2021-12-31,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000007/hii-20211231.htm,044bbc3f603b93031cf93d2d5b0c79964518807a8b543e9897e74767e666a693,9524000000.0,513000000.0,622000000.0,78000000.0,760000000.0,311000000.0,207000000.0,34000000.0,1643000000.0,433000000.0,161000000.0,603000000.0,1310000000.0,651000000.0,48500000000.0,0.0,627000000.0,0.0,3298000000.0,2808000000.0,2628000000.0,1159000000.0,351000000.0,0.0,12.540192926045016,448668810.2893891,650000000.0,112000000.0,104000000.0,216000000.0,250000000.0,1893000000.0,3298000000.0,5479000000.0,4277000000.0,10.490269120631028,5830000000.0,4932500000.0,9.096174562379911,1692000000.0,1319000000.0,34.015830954464676,48.142414860681114,55.72038757023277,421.91477468180256,-237879337.8587591,-168.70875025443908,,449000000.0,232668810.28938913,216331189.71061087,False,True
10-K,2022,4,2022Q4,2023-02-09,2022-12-31,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000010/hii-20221231.htm,cfcc6f7fd5211d6d8f36fcd6ed2a9b9a8d27927356fe1913e9b42f534685bf8e,10676000000.0,565000000.0,719000000.0,140000000.0,766000000.0,272000000.0,218000000.0,40000000.0,0.0,636000000.0,183000000.0,642000000.0,1240000000.0,766000000.0,47100000000.0,0.0,467000000.0,399000000.0,2506000000.0,3489000000.0,2618000000.0,1019000000.0,214000000.0,0.0,19.471488178025034,454986091.7941586,651000000.0,1000000.0,54000000.0,55000000.0,95000000.0,95000000.0,2905000000.0,5927000000.0,5703000000.0,7.97801318243308,6141000000.0,5985500000.0,7.601471753306467,2290000000.0,1991000000.0,22.852139216180742,12.08828159628288,20.879759120852246,20.879759120852246,6317281.504769504,2.5269126019078016,10.490269120631028,494000000.0,399986091.7941586,94013908.20584142,False,True
10-K,2023,4,2023Q4,2024-02-01,2023-12-31,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000007/hii-20231231.htm,0b3d953af66e8986f467784154cf686e260e45e7a548fc9f7d2ee216d54c771b,11454000000.0,781000000.0,853000000.0,172000000.0,970000000.0,278000000.0,219000000.0,35000000.0,0.0,461000000.0,186000000.0,554000000.0,1537000000.0,1063000000.0,48100000000.0,0.0,430000000.0,231000000.0,2214000000.0,4093000000.0,2618000000.0,891000000.0,212000000.0,0.0,20.164126611957798,623518171.1606096,567000000.0,-84000000.0,59000000.0,-25000000.0,10000000.0,10000000.0,2445000000.0,6108000000.0,6017500000.0,10.361747755057909,6320000000.0,6230500000.0,10.007514182820152,2599000000.0,2444500000.0,25.506981843346683,-4.009506243172558,1.6038024972690232,1.6038024972690232,168532079.36645103,177.40218880679055,10.361747755057909,692000000.0,648518171.1606096,43481828.8393904,False,True
10-K,2024,4,2024Q4,2025-02-06,2024-12-31,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000006/hii-20241231.htm,db9afdddcf4eac67785bb07386819b59aa3c2a28addf94448fad93d2a661c5c3,11535000000.0,535000000.0,643000000.0,93000000.0,393000000.0,353000000.0,217000000.0,27000000.0,0.0,212000000.0,208000000.0,598000000.0,1683000000.0,774000000.0,48700000000.0,0.0,831000000.0,503000000.0,,4666000000.0,2618000000.0,782000000.0,142000000.0,0.0,14.463452566096425,457620528.7713841,731000000.0,164000000.0,136000000.0,300000000.0,327000000.0,327000000.0,503000000.0,4338000000.0,5223000000.0,8.761641370311777,4480000000.0,5400000000.0,8.474454236507114,938000000.0,1768500000.0,25.876196142006453,65.55649957519117,71.45658453695837,71.45658453695837,-165897642.38922548,-1658.9764238922548,8.761641370311777,40000000.0,157620528.77138412,-117620528.77138412,False,True
10-K,2025,4,2025Q4,2026-02-05,2025-12-31,https://www.sec.gov/Archives/edgar/data/1501585/000150158526000006/hii-20251231.htm,e9c2363b3b156a5e2e0ceb49d9548f25fbf60ef9da574ac270867e9ead3b3a82,12484000000.0,657000000.0,777000000.0,172000000.0,1196000000.0,396000000.0,225000000.0,26000000.0,132000000.0,339000000.0,219000000.0,556000000.0,1758000000.0,1220000000.0,53100000000.0,0.0,774000000.0,,,5073000000.0,2650000000.0,694000000.0,155000000.0,0.0,22.136422136422137,511563706.5637065,540000000.0,-191000000.0,171000000.0,-20000000.0,6000000.0,138000000.0,0.0,4299000000.0,4318500000.0,11.84586561453529,4454000000.0,4467000000.0,11.452064172010443,955000000.0,946500000.0,54.04793518898114,-3.90958149364127,1.172874448092381,26.97611230612476,53943177.7923224,16.496384645970153,10.361747755057909,800000000.0,531563706.5637065,268436293.4362935,False,True
