period,filing_date,accession_number,document_type,document_name,source_url,source_path,metadata_sha256,actual_sha256,hash_match,model_use,selection_reason,pdf_parsing_used
,2017-11-17,0001193125-17-345767,EX-99.1,d462690dex991.htm,https://www.sec.gov/Archives/edgar/data/1501585/000119312517345767/d462690dex991.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2017-11-17_0001193125-17-345767_EX-99.1_d462690dex991.htm,b1239ee4e4856735600ef47d49afeb80fa57398ab9d8784a70f7aa4be03c8a4e,,,NOT_SELECTED,NON_EARNINGS_OR_OUT_OF_WINDOW,False
2017Q4,2018-02-15,0001501585-18-000002,EX-99.1,hii2017q4earningsrelease.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158518000002/hii2017q4earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2018-02-15_0001501585-18-000002_EX-99.1_hii2017q4earningsrelease.htm,2713567377bd818cf0e22919e5797476b389b8415ca1743d845ea41a12e39933,,,NOT_SELECTED,NON_EARNINGS_OR_OUT_OF_WINDOW,False
2017Q4,2018-02-15,0001501585-18-000002,EX-99.2,hiiq42017earningspresent.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158518000002/hiiq42017earningspresent.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2018-02-15_0001501585-18-000002_EX-99.2_hiiq42017earningspresent.htm,e12cb16f36115fd473baa5113a7de9b41a3eef209b72c6fcd5edd3b07cc8ef47,,,NOT_SELECTED,NON_EARNINGS_OR_OUT_OF_WINDOW,False
2018Q1,2018-05-03,0001501585-18-000008,EX-99.1,hii2018q1earningsrelease.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158518000008/hii2018q1earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2018-05-03_0001501585-18-000008_EX-99.1_hii2018q1earningsrelease.htm,39daa701a104fb7c692b0529b3c9f73fb48c596e8367fabdcd3ede82af73bbab,,,NOT_SELECTED,NON_EARNINGS_OR_OUT_OF_WINDOW,False
2018Q1,2018-05-03,0001501585-18-000008,EX-99.2,hiiq12018earningspresent.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158518000008/hiiq12018earningspresent.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2018-05-03_0001501585-18-000008_EX-99.2_hiiq12018earningspresent.htm,42eeac221e944f4a88f71daf188b0d5e3f183a33d34930928e23cb7326882fa8,,,NOT_SELECTED,NON_EARNINGS_OR_OUT_OF_WINDOW,False
2018Q2,2018-08-02,0001501585-18-000024,EX-99.1,hii2018q2earningsrelease.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158518000024/hii2018q2earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2018-08-02_0001501585-18-000024_EX-99.1_hii2018q2earningsrelease.htm,d7a726b122d82cc8bac22f48c25ddc777f43d76a1c41a768f893e714bb775922,,,NOT_SELECTED,NON_EARNINGS_OR_OUT_OF_WINDOW,False
2018Q2,2018-08-02,0001501585-18-000024,EX-99.2,hiiq22018earningspresent.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158518000024/hiiq22018earningspresent.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2018-08-02_0001501585-18-000024_EX-99.2_hiiq22018earningspresent.htm,b937cb37b835fb5490aff394e1dccb47568a0aae389a4ffbaea8ece0a2abc8c1,,,NOT_SELECTED,NON_EARNINGS_OR_OUT_OF_WINDOW,False
2018Q3,2018-11-08,0001501585-18-000033,EX-99.1,hii2018q3earningsrelease.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158518000033/hii2018q3earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2018-11-08_0001501585-18-000033_EX-99.1_hii2018q3earningsrelease.htm,376c997216b3fbaab9673047b79b7f5d42e37991e2e22a75d9a8c204f84de984,,,NOT_SELECTED,NON_EARNINGS_OR_OUT_OF_WINDOW,False
2018Q3,2018-11-08,0001501585-18-000033,EX-99.2,hii2018q3earningspresent.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158518000033/hii2018q3earningspresent.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2018-11-08_0001501585-18-000033_EX-99.2_hii2018q3earningspresent.htm,bf17beff4fdaa9db48d74555c43a4e8bbfca063cd2cdb71e9c233dcbdc1de6e9,,,NOT_SELECTED,NON_EARNINGS_OR_OUT_OF_WINDOW,False
,2018-12-18,0001193125-18-351631,EX-99.1,d674316dex991.htm,https://www.sec.gov/Archives/edgar/data/1501585/000119312518351631/d674316dex991.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2018-12-18_0001193125-18-351631_EX-99.1_d674316dex991.htm,ddd3f84f12255c469c040dce65684487e6e56082f19ec3e49af3ef27d460be28,,,NOT_SELECTED,NON_EARNINGS_OR_OUT_OF_WINDOW,False
2018Q4,2019-02-14,0001501585-19-000003,EX-99.1,hii2018q4earningsrelease.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158519000003/hii2018q4earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2019-02-14_0001501585-19-000003_EX-99.1_hii2018q4earningsrelease.htm,ee1fd13f2b2ba04dcfd2f9fafed06558868a411187bcd82b25532d1816cd248b,,,NOT_SELECTED,NON_EARNINGS_OR_OUT_OF_WINDOW,False
2018Q4,2019-02-14,0001501585-19-000003,EX-99.2,hiiq42018earningspresent.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158519000003/hiiq42018earningspresent.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2019-02-14_0001501585-19-000003_EX-99.2_hiiq42018earningspresent.htm,701fcfdf7ccd207387cc9bfd382421d448b1704e610e176026df14f5232ce662,,,NOT_SELECTED,NON_EARNINGS_OR_OUT_OF_WINDOW,False
2019Q1,2019-05-02,0001501585-19-000009,EX-99.1,hii2019q1earningsrelease.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158519000009/hii2019q1earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2019-05-02_0001501585-19-000009_EX-99.1_hii2019q1earningsrelease.htm,315de61a676ad86698c12fa16e6ba2cd1ebc96d76480b1e50eaee22d86744216,,,NOT_SELECTED,NON_EARNINGS_OR_OUT_OF_WINDOW,False
2019Q1,2019-05-02,0001501585-19-000009,EX-99.2,hiiq12019earningspresent.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158519000009/hiiq12019earningspresent.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2019-05-02_0001501585-19-000009_EX-99.2_hiiq12019earningspresent.htm,b87abbe2a229deabf6c3fd71f24a8e011eeb0d446211c37cec23ad2342aa82b3,,,NOT_SELECTED,NON_EARNINGS_OR_OUT_OF_WINDOW,False
2019Q2,2019-08-01,0001501585-19-000019,EX-99.1,hii2019q2earningsrelease.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158519000019/hii2019q2earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2019-08-01_0001501585-19-000019_EX-99.1_hii2019q2earningsrelease.htm,dca0cfea36511999d475407428ae121ece247e9e086372c8a28cedb9bae55dd7,,,NOT_SELECTED,NON_EARNINGS_OR_OUT_OF_WINDOW,False
2019Q2,2019-08-01,0001501585-19-000019,EX-99.2,hiiq22019earningspresent.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158519000019/hiiq22019earningspresent.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2019-08-01_0001501585-19-000019_EX-99.2_hiiq22019earningspresent.htm,1e356b52362667b423752431b44cf3cf0f806f5be2cbb5fa7935cdbe78594ecd,,,NOT_SELECTED,NON_EARNINGS_OR_OUT_OF_WINDOW,False
2019Q3,2019-11-07,0001501585-19-000024,EX-99.1,hii2019q3earningsrelease.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158519000024/hii2019q3earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2019-11-07_0001501585-19-000024_EX-99.1_hii2019q3earningsrelease.htm,80fb2f452867c8f1815fc7ec6fd1f609ff2c305fe54c4586f12be7afe9abe9a7,,,NOT_SELECTED,NON_EARNINGS_OR_OUT_OF_WINDOW,False
2019Q3,2019-11-07,0001501585-19-000024,EX-99.2,hiiq32019earningspresent.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158519000024/hiiq32019earningspresent.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2019-11-07_0001501585-19-000024_EX-99.2_hiiq32019earningspresent.htm,1f4ad08fdd1dc7aeb84df113e236e2ca9663f2e815d420fb1dd61c2de183a3da,,,NOT_SELECTED,NON_EARNINGS_OR_OUT_OF_WINDOW,False
2019Q4,2020-02-13,0001501585-20-000007,EX-99.1,hii2019q4earningsrelea.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158520000007/hii2019q4earningsrelea.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2020-02-13_0001501585-20-000007_EX-99.1_hii2019q4earningsrelea.htm,cae351c3faa0e1d8c685654fef0defdbfd3a64cb4a4f06a9863cbb955abcced5,cae351c3faa0e1d8c685654fef0defdbfd3a64cb4a4f06a9863cbb955abcced5,True,QUARTERLY_EARNINGS_RELEASE,HII_EARNINGS_EX991_2019Q4_FORWARD,False
2019Q4,2020-02-13,0001501585-20-000007,EX-99.2,hiiq42019earningspresent.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158520000007/hiiq42019earningspresent.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2020-02-13_0001501585-20-000007_EX-99.2_hiiq42019earningspresent.htm,23845b78bb2437a1966d222f914ad5b40d87f6e0762eeafa6d0834b92a13b28f,,,NOT_SELECTED,NON_EARNINGS_OR_OUT_OF_WINDOW,False
,2020-03-10,0001193125-20-068719,EX-99.1,d885433dex991.htm,https://www.sec.gov/Archives/edgar/data/1501585/000119312520068719/d885433dex991.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2020-03-10_0001193125-20-068719_EX-99.1_d885433dex991.htm,ad86f8f6a602caf472bc09482be8a088d352fd90f8b568cf6a81be3e762c40c0,,,NOT_SELECTED,NON_EARNINGS_OR_OUT_OF_WINDOW,False
,2020-03-26,0001193125-20-086177,EX-99.1,d886262dex991.htm,https://www.sec.gov/Archives/edgar/data/1501585/000119312520086177/d886262dex991.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2020-03-26_0001193125-20-086177_EX-99.1_d886262dex991.htm,0d6f12b40d006e90eccba6f1ab1253c24e9f7507a44d776b45e16e40485cfe95,,,NOT_SELECTED,NON_EARNINGS_OR_OUT_OF_WINDOW,False
,2020-03-27,0001193125-20-087260,EX-99.1,d886260dex991.htm,https://www.sec.gov/Archives/edgar/data/1501585/000119312520087260/d886260dex991.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2020-03-27_0001193125-20-087260_EX-99.1_d886260dex991.htm,aa6971d5322795adcdcac2239c72b9b6fe22a49e0cdf759b07cb5601de05a9d3,,,NOT_SELECTED,NON_EARNINGS_OR_OUT_OF_WINDOW,False
2020Q1,2020-05-07,0001501585-20-000015,EX-99.1,hii2020q1earningsrelea.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158520000015/hii2020q1earningsrelea.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2020-05-07_0001501585-20-000015_EX-99.1_hii2020q1earningsrelea.htm,8cbec95b134fed5883b1a2f67cb80e69eb3eafb726afa3589c9c7d57ed4aa326,8cbec95b134fed5883b1a2f67cb80e69eb3eafb726afa3589c9c7d57ed4aa326,True,QUARTERLY_EARNINGS_RELEASE,HII_EARNINGS_EX991_2019Q4_FORWARD,False
2020Q1,2020-05-07,0001501585-20-000015,EX-99.2,hiiq12020earningspresent.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158520000015/hiiq12020earningspresent.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2020-05-07_0001501585-20-000015_EX-99.2_hiiq12020earningspresent.htm,026c8dfb0847a3d07db6aa83def41a1da6f92c40ae5c6ce7c408fef6e504ab7e,,,NOT_SELECTED,NON_EARNINGS_OR_OUT_OF_WINDOW,False
2020Q2,2020-08-06,0001501585-20-000032,EX-99.1,hii2020q2earningsrelea.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158520000032/hii2020q2earningsrelea.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2020-08-06_0001501585-20-000032_EX-99.1_hii2020q2earningsrelea.htm,4124e803c495e72bd1ddb19072d1fec6c814856bbf1aea5563d0c649778c6a00,4124e803c495e72bd1ddb19072d1fec6c814856bbf1aea5563d0c649778c6a00,True,QUARTERLY_EARNINGS_RELEASE,HII_EARNINGS_EX991_2019Q4_FORWARD,False
2020Q2,2020-08-06,0001501585-20-000032,EX-99.2,hiiq22020earningspresent.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158520000032/hiiq22020earningspresent.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2020-08-06_0001501585-20-000032_EX-99.2_hiiq22020earningspresent.htm,b73cf4f5a5cc573b033e35b0dcb9f05522ab87c7119e14e42b90f32c02d5b7d5,,,NOT_SELECTED,NON_EARNINGS_OR_OUT_OF_WINDOW,False
2020Q3,2020-11-05,0001501585-20-000039,EX-99.1,hiiq32020earningsrelea.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158520000039/hiiq32020earningsrelea.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2020-11-05_0001501585-20-000039_EX-99.1_hiiq32020earningsrelea.htm,4a351d0d12da955e03b25847fdd33034597b7f607cf7f1f9c18751473a6b72e7,4a351d0d12da955e03b25847fdd33034597b7f607cf7f1f9c18751473a6b72e7,True,QUARTERLY_EARNINGS_RELEASE,HII_EARNINGS_EX991_2019Q4_FORWARD,False
2020Q3,2020-11-05,0001501585-20-000039,EX-99.2,hiiq32020earningspresent.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158520000039/hiiq32020earningspresent.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2020-11-05_0001501585-20-000039_EX-99.2_hiiq32020earningspresent.htm,0ee83d069322cd6c4dac7e0e91c6cc1d6945efabf95d91a63b0938b7d4d7d0c0,,,NOT_SELECTED,NON_EARNINGS_OR_OUT_OF_WINDOW,False
,2020-12-18,0001193125-20-321598,EX-99.1,d95898dex991.htm,https://www.sec.gov/Archives/edgar/data/1501585/000119312520321598/d95898dex991.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2020-12-18_0001193125-20-321598_EX-99.1_d95898dex991.htm,5f9b0c0ed37b2717a49c759f12fa32c131c966c2626643f3daf20f08c20779ac,,,NOT_SELECTED,NON_EARNINGS_OR_OUT_OF_WINDOW,False
,2021-01-21,0001193125-21-013212,EX-99.1,d116167dex991.htm,https://www.sec.gov/Archives/edgar/data/1501585/000119312521013212/d116167dex991.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2021-01-21_0001193125-21-013212_EX-99.1_d116167dex991.htm,bc23b60b4f834c6197df353dc4e0a2e26e248a71f39b7e35ce5b8b8a92f63bbf,,,NOT_SELECTED,NON_EARNINGS_OR_OUT_OF_WINDOW,False
2020Q4,2021-02-11,0001501585-21-000003,EX-99.1,hiiq42020earningsrelease.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000003/hiiq42020earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2021-02-11_0001501585-21-000003_EX-99.1_hiiq42020earningsrelease.htm,ce9d0413699ea40a04ede23ee92ff51c1fd9ff3fab0de6da2aec4c3e0dace6d4,ce9d0413699ea40a04ede23ee92ff51c1fd9ff3fab0de6da2aec4c3e0dace6d4,True,QUARTERLY_EARNINGS_RELEASE,HII_EARNINGS_EX991_2019Q4_FORWARD,False
2020Q4,2021-02-11,0001501585-21-000003,EX-99.2,hiiq42020earningspresent.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000003/hiiq42020earningspresent.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2021-02-11_0001501585-21-000003_EX-99.2_hiiq42020earningspresent.htm,44b83a7c6ebbec00dbae520ae2a7b7cb4fb0fec2935047587b795ab777bed7b3,,,NOT_SELECTED,NON_EARNINGS_OR_OUT_OF_WINDOW,False
,2021-03-08,0001193125-21-072840,EX-99.1,d84630dex991.htm,https://www.sec.gov/Archives/edgar/data/1501585/000119312521072840/d84630dex991.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2021-03-08_0001193125-21-072840_EX-99.1_d84630dex991.htm,e37d950b13acb66f6395910e1d2e8d5fd344317ba2350c27dbeaa31a31376c06,,,NOT_SELECTED,NON_EARNINGS_OR_OUT_OF_WINDOW,False
2021Q1,2021-05-06,0001501585-21-000014,EX-99.1,hii2021q1earningsrelease.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000014/hii2021q1earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2021-05-06_0001501585-21-000014_EX-99.1_hii2021q1earningsrelease.htm,c2bf1d6afa665ab9e6e6331de0a1728b72b773eece4ca1a3d987833c6a8eaf49,c2bf1d6afa665ab9e6e6331de0a1728b72b773eece4ca1a3d987833c6a8eaf49,True,QUARTERLY_EARNINGS_RELEASE,HII_EARNINGS_EX991_2019Q4_FORWARD,False
2021Q1,2021-05-06,0001501585-21-000014,EX-99.2,hiiq12021earningspresent.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000014/hiiq12021earningspresent.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2021-05-06_0001501585-21-000014_EX-99.2_hiiq12021earningspresent.htm,6d4e68cfbd98b7248073ba63d2a87283de1c52d808bcd4d7c9985f68551d5376,,,NOT_SELECTED,NON_EARNINGS_OR_OUT_OF_WINDOW,False
,2021-07-06,0001193125-21-208167,EX-99.1,d183414dex991.htm,https://www.sec.gov/Archives/edgar/data/1501585/000119312521208167/d183414dex991.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2021-07-06_0001193125-21-208167_EX-99.1_d183414dex991.htm,399f03ff4464bb1a184e2216943e65255251d2e836a3af11fd0659856ca3c6b1,,,NOT_SELECTED,NON_EARNINGS_OR_OUT_OF_WINDOW,False
,2021-07-06,0001193125-21-208167,EX-99.2,d183414dex992.htm,https://www.sec.gov/Archives/edgar/data/1501585/000119312521208167/d183414dex992.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2021-07-06_0001193125-21-208167_EX-99.2_d183414dex992.htm,564eed0d8ff4dee935d8bc6e883146f261349921ce0522e4b3a3384652db3cf9,,,NOT_SELECTED,NON_EARNINGS_OR_OUT_OF_WINDOW,False
2021Q2,2021-08-05,0001501585-21-000027,EX-99.1,hii2021q2earningsrelease.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000027/hii2021q2earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2021-08-05_0001501585-21-000027_EX-99.1_hii2021q2earningsrelease.htm,497a2b73a082c8eca48684484f43c0883682822d39ac284c3f23da38201746c4,497a2b73a082c8eca48684484f43c0883682822d39ac284c3f23da38201746c4,True,QUARTERLY_EARNINGS_RELEASE,HII_EARNINGS_EX991_2019Q4_FORWARD,False
2021Q2,2021-08-05,0001501585-21-000027,EX-99.2,hiiq22021earningspresent.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000027/hiiq22021earningspresent.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2021-08-05_0001501585-21-000027_EX-99.2_hiiq22021earningspresent.htm,289b675c7150a4a42139e507306d9050a084f412603cab04b6eca7e9c876b2d5,,,NOT_SELECTED,NON_EARNINGS_OR_OUT_OF_WINDOW,False
,2021-08-10,0001193125-21-241789,EX-99.1,d177235dex991.htm,https://www.sec.gov/Archives/edgar/data/1501585/000119312521241789/d177235dex991.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2021-08-10_0001193125-21-241789_EX-99.1_d177235dex991.htm,9b254899e8d09801441f719dea213ce1840fef9d27c53d58f64e6a346240b4c2,,,NOT_SELECTED,NON_EARNINGS_OR_OUT_OF_WINDOW,False
,2021-08-10,0001193125-21-241789,EX-99.2,d177235dex992.htm,https://www.sec.gov/Archives/edgar/data/1501585/000119312521241789/d177235dex992.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2021-08-10_0001193125-21-241789_EX-99.2_d177235dex992.htm,dd746bc65d3b27f9cd8f4225731b3c02cb5c20da4c360bd5e1971d17f05db819,,,NOT_SELECTED,NON_EARNINGS_OR_OUT_OF_WINDOW,False
,2021-08-20,0001193125-21-252026,EX-99.1,d57236dex991.htm,https://www.sec.gov/Archives/edgar/data/1501585/000119312521252026/d57236dex991.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2021-08-20_0001193125-21-252026_EX-99.1_d57236dex991.htm,cd24cf5dcce9d386c19f859ea73f7b7509a5295080fbc386a7d713ff4f894036,,,NOT_SELECTED,NON_EARNINGS_OR_OUT_OF_WINDOW,False
2021Q3,2021-11-04,0001501585-21-000034,EX-99.1,hii2021q3earningsrelease.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000034/hii2021q3earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2021-11-04_0001501585-21-000034_EX-99.1_hii2021q3earningsrelease.htm,7e596583de14f1b5e1714e6176197d0f6f5fbf58b634622f53e603a1aa20bde1,7e596583de14f1b5e1714e6176197d0f6f5fbf58b634622f53e603a1aa20bde1,True,QUARTERLY_EARNINGS_RELEASE,HII_EARNINGS_EX991_2019Q4_FORWARD,False
2021Q3,2021-11-04,0001501585-21-000034,EX-99.2,hiiq32021earningspresent.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000034/hiiq32021earningspresent.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2021-11-04_0001501585-21-000034_EX-99.2_hiiq32021earningspresent.htm,38d11b3a4d0da8cbc7db385ce9462192f328a28e366a36759146f0558e015d66,,,NOT_SELECTED,NON_EARNINGS_OR_OUT_OF_WINDOW,False
,2022-02-01,0001193125-22-023552,EX-99.1,d292072dex991.htm,https://www.sec.gov/Archives/edgar/data/1501585/000119312522023552/d292072dex991.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2022-02-01_0001193125-22-023552_EX-99.1_d292072dex991.htm,b6dbe774be2652fed3e6ae2a352f2fc01bb38852195d93fb68ae3c8c0bc45920,,,NOT_SELECTED,NON_EARNINGS_OR_OUT_OF_WINDOW,False
,2022-02-01,0001193125-22-024572,EX-99.1,d82681dex991.htm,https://www.sec.gov/Archives/edgar/data/1501585/000119312522024572/d82681dex991.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2022-02-01_0001193125-22-024572_EX-99.1_d82681dex991.htm,45c72e4f943a3348ef82c5ca1d7c9536d783edfca408dc717aa5fe4601f5fb16,,,NOT_SELECTED,NON_EARNINGS_OR_OUT_OF_WINDOW,False
2021Q4,2022-02-10,0001501585-22-000004,EX-99.1,hii2021q4earningsrelease.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000004/hii2021q4earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2022-02-10_0001501585-22-000004_EX-99.1_hii2021q4earningsrelease.htm,16806c4afb800a60874caa081d378f70c373d51d373314c5a054e72df708bb6b,16806c4afb800a60874caa081d378f70c373d51d373314c5a054e72df708bb6b,True,QUARTERLY_EARNINGS_RELEASE,HII_EARNINGS_EX991_2019Q4_FORWARD,False
2021Q4,2022-02-10,0001501585-22-000004,EX-99.2,hiiq42021earningspresent.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000004/hiiq42021earningspresent.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2022-02-10_0001501585-22-000004_EX-99.2_hiiq42021earningspresent.htm,537f28040c4ac3591bc4a4784485462a783b1063d4abe4e799b13d6138ccf72f,,,NOT_SELECTED,NON_EARNINGS_OR_OUT_OF_WINDOW,False
2022Q1,2022-05-05,0001501585-22-000011,EX-99.1,hii2022q1earningsrelease.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000011/hii2022q1earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2022-05-05_0001501585-22-000011_EX-99.1_hii2022q1earningsrelease.htm,f9a87909fbf6691bb78f3353e1e8bdb076c53cb71ed7ab3bc1a84cfa2dca4e44,f9a87909fbf6691bb78f3353e1e8bdb076c53cb71ed7ab3bc1a84cfa2dca4e44,True,QUARTERLY_EARNINGS_RELEASE,HII_EARNINGS_EX991_2019Q4_FORWARD,False
2022Q1,2022-05-05,0001501585-22-000011,EX-99.2,hiiq12022earningspresent.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000011/hiiq12022earningspresent.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2022-05-05_0001501585-22-000011_EX-99.2_hiiq12022earningspresent.htm,a409be0dd832bdbfa17673e8e97098365361fa15b8bc56fe9ad75082a913595f,,,NOT_SELECTED,NON_EARNINGS_OR_OUT_OF_WINDOW,False
2022Q2,2022-08-04,0001501585-22-000024,EX-99.1,hii2022q2earningsrelease.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000024/hii2022q2earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2022-08-04_0001501585-22-000024_EX-99.1_hii2022q2earningsrelease.htm,8f89ec6976a19d4a076a8216abf0e05c0b745079390fcfc2c79da69ee7be077e,8f89ec6976a19d4a076a8216abf0e05c0b745079390fcfc2c79da69ee7be077e,True,QUARTERLY_EARNINGS_RELEASE,HII_EARNINGS_EX991_2019Q4_FORWARD,False
2022Q2,2022-08-04,0001501585-22-000024,EX-99.2,hiiq22022earningspresent.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000024/hiiq22022earningspresent.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2022-08-04_0001501585-22-000024_EX-99.2_hiiq22022earningspresent.htm,5b9393d89de6d12720c05bd2d4bcf4329c0d82bca4a9eec3637a3d8187c8ad40,,,NOT_SELECTED,NON_EARNINGS_OR_OUT_OF_WINDOW,False
