company,aggregate_revenue_point_authority,aggregate_revenue_champion_route,aggregate_revenue_mase,aggregate_revenue_mean_ape_pct,segment_revenue_attribution_authority,segment_revenue_routes_beating_naive,margin_authority,margin_routes_beating_naive,backlog_point_authority,segment_backlog_available,funded_backlog_incremental_value,uncertainty_authority,roic_reinvestment_authority,terminal_authority,production_authority,dcf_authority,reverse_dcf_authority,forecast_freeze_eligible
HII,True,PIT_INDUSTRY_BRIDGE,0.678151992455764,6.338076388648414,False,3,False,3,False,False,NOT_TESTABLE_NO_FUNDED_DISCLOSURE,False,HISTORICAL_DIAGNOSTIC_ONLY,False,False,False,False,False
