bls_model_series,bls_archive_vintage_rows,pit_feature_rows,pit_forecast_periods,cutoff_violations,historical_pit_ready,dedicated_shipbuilding_output_series_available,proxy_limitation,census_or_bea_revised_data_used_in_oos,pdf_parsing_used
3,810,42,14,0,True,False,WPU107_FABRICATED_METAL_AND_WPU117_ELECTRICAL_ARE_PROXIES,False,False
