form,filing_date,report_date,accession_number,family,present,matched_concept_count,matched_concepts,source_url,source_sha256,coverage_denominator_policy,applicable,present_when_applicable
10-Q,2021-08-05,2021-06-30,0001501585-21-000029,note_goodwill_intangibles,True,15,us-gaap:AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife|us-gaap:AmortizationOfIntangibleAssets|us-gaap:FiniteLivedIntangibleAssetsAccumulatedAmortization|us-gaap:FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths|us-gaap:FiniteLivedIntangibleAssetsAmortizationExpenseYearFive|us-gaap:FiniteLivedIntangibleAssetsAmortizationExpenseYearFour|us-gaap:FiniteLivedIntangibleAssetsAmortizationExpenseYearThree|us-gaap:FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo|us-gaap:FiniteLivedIntangibleAssetsNet|us-gaap:Goodwill|us-gaap:GoodwillAcquiredDuringPeriod|us-gaap:GoodwillAndIntangibleAssetsDisclosureTextBlock|us-gaap:GoodwillImpairedAccumulatedImpairmentLoss|us-gaap:GoodwillPurchaseAccountingAdjustments|us-gaap:ScheduleOfGoodwillTextBlock,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000029/hii-20210630.htm,ca03ac808581a53939e1004e5252217d4f8d7d1a6a792fd6a021aa4d79f90e7a,ANNUAL_10K_ONLY,False,False
10-Q,2021-08-05,2021-06-30,0001501585-21-000029,note_debt,True,8,us-gaap:DebtDisclosureTextBlock|us-gaap:LongTermDebt|us-gaap:LongTermDebtFairValue|us-gaap:LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour|us-gaap:LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree|us-gaap:LongTermDebtNoncurrent|us-gaap:LongTermDebtTerm|us-gaap:ProceedsFromIssuanceOfLongTermDebt,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000029/hii-20210630.htm,ca03ac808581a53939e1004e5252217d4f8d7d1a6a792fd6a021aa4d79f90e7a,ALL_PERIODIC_FILINGS,True,True
10-Q,2021-08-05,2021-06-30,0001501585-21-000029,note_income_taxes,True,2,us-gaap:EffectiveIncomeTaxRateContinuingOperations|us-gaap:IncomeTaxDisclosureTextBlock,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000029/hii-20210630.htm,ca03ac808581a53939e1004e5252217d4f8d7d1a6a792fd6a021aa4d79f90e7a,ALL_PERIODIC_FILINGS,True,True
10-Q,2021-08-05,2021-06-30,0001501585-21-000029,capital_structure,True,12,us-gaap:CashAndCashEquivalentsAtCarryingValue|us-gaap:CashAndCashEquivalentsPeriodIncreaseDecrease|us-gaap:LiabilitiesAndStockholdersEquity|us-gaap:LongTermDebt|us-gaap:LongTermDebtFairValue|us-gaap:LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour|us-gaap:LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree|us-gaap:LongTermDebtNoncurrent|us-gaap:LongTermDebtTerm|us-gaap:ProceedsFromIssuanceOfLongTermDebt|us-gaap:StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest|us-gaap:StockholdersEquityNoteDisclosureTextBlock,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000029/hii-20210630.htm,ca03ac808581a53939e1004e5252217d4f8d7d1a6a792fd6a021aa4d79f90e7a,ALL_PERIODIC_FILINGS,True,True
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,statement_revenue_operating_income_tax,True,4,us-gaap:DeferredStateAndLocalIncomeTaxExpenseBenefit|us-gaap:IncomeTaxExpenseBenefit|us-gaap:OperatingIncomeLoss|us-gaap:Revenues,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1,ALL_PERIODIC_FILINGS,True,True
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,statement_cash_flow_capex_depreciation,True,8,us-gaap:AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment|us-gaap:Depreciation|us-gaap:NetCashProvidedByUsedInFinancingActivities|us-gaap:NetCashProvidedByUsedInInvestingActivities|us-gaap:NetCashProvidedByUsedInOperatingActivities|us-gaap:PaymentsToAcquireBusinessesGross|us-gaap:PaymentsToAcquireBusinessesNetOfCashAcquired|us-gaap:PaymentsToAcquirePropertyPlantAndEquipment,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1,ALL_PERIODIC_FILINGS,True,True
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,statement_working_capital,True,7,hii:InventoryWorkInProcessAndGeneralAndAdministrativeCostsIncludedInInventoryNetOfReserves|us-gaap:AccountsPayableCurrent|us-gaap:IncreaseDecreaseInInventoryForLongTermContractsOrPrograms|us-gaap:InventoryDisclosureTextBlock|us-gaap:InventoryNetOfAllowancesCustomerAdvancesAndProgressBillings|us-gaap:InventoryRawMaterialsNetOfReserves|us-gaap:ScheduleOfInventoryCurrentTableTextBlock,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1,ALL_PERIODIC_FILINGS,True,True
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,note_segments,True,2,us-gaap:ScheduleOfSegmentReportingInformationBySegmentTextBlock|us-gaap:SegmentReportingDisclosureTextBlock,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1,ALL_PERIODIC_FILINGS,True,True
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,note_revenue_and_contracts,True,5,us-gaap:ContractWithCustomerAssetNet|us-gaap:ContractWithCustomerLiabilityCurrent|us-gaap:ContractWithCustomerLiabilityRevenueRecognized|us-gaap:IncreaseDecreaseInContractWithCustomerAsset|us-gaap:RevenueFromContractWithCustomerTextBlock,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1,ALL_PERIODIC_FILINGS,True,True
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,note_contract_assets_liabilities,True,4,us-gaap:ContractWithCustomerAssetNet|us-gaap:ContractWithCustomerLiabilityCurrent|us-gaap:ContractWithCustomerLiabilityRevenueRecognized|us-gaap:IncreaseDecreaseInContractWithCustomerAsset,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1,ALL_PERIODIC_FILINGS,True,True
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,note_remaining_performance_obligation,True,1,us-gaap:RevenueRemainingPerformanceObligation,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1,ALL_PERIODIC_FILINGS,True,True
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,note_program_accounting,True,2,us-gaap:IncreaseDecreaseInInventoryForLongTermContractsOrPrograms|us-gaap:StockRepurchaseProgramAuthorizedAmount1,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1,ALL_PERIODIC_FILINGS,True,True
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,note_pension,True,8,us-gaap:DefinedBenefitPensionPlanLiabilitiesNoncurrent|us-gaap:IncreaseDecreaseInPensionAndPostretirementObligations|us-gaap:OtherComprehensiveIncomeLossAmortizationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetPriorServiceCostCreditBeforeTax|us-gaap:OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossBeforeTax|us-gaap:PensionAndOtherPostretirementAndPostemploymentBenefitPlansLiabilitiesCurrent|us-gaap:PensionAndOtherPostretirementBenefitContributions|us-gaap:PensionAndOtherPostretirementBenefitsDisclosureTextBlock|us-gaap:PensionContributions,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1,ANNUAL_10K_ONLY,False,False
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,note_goodwill_intangibles,True,15,us-gaap:AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife|us-gaap:AmortizationOfIntangibleAssets|us-gaap:FiniteLivedIntangibleAssetsAccumulatedAmortization|us-gaap:FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths|us-gaap:FiniteLivedIntangibleAssetsAmortizationExpenseYearFive|us-gaap:FiniteLivedIntangibleAssetsAmortizationExpenseYearFour|us-gaap:FiniteLivedIntangibleAssetsAmortizationExpenseYearThree|us-gaap:FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo|us-gaap:FiniteLivedIntangibleAssetsNet|us-gaap:Goodwill|us-gaap:GoodwillAcquiredDuringPeriod|us-gaap:GoodwillAndIntangibleAssetsDisclosureTextBlock|us-gaap:GoodwillImpairedAccumulatedImpairmentLoss|us-gaap:GoodwillPurchaseAccountingAdjustments|us-gaap:ScheduleOfGoodwillTextBlock,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1,ANNUAL_10K_ONLY,False,False
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,note_debt,True,8,us-gaap:DebtDisclosureTextBlock|us-gaap:LongTermDebt|us-gaap:LongTermDebtFairValue|us-gaap:LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour|us-gaap:LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree|us-gaap:LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo|us-gaap:LongTermDebtNoncurrent|us-gaap:ProceedsFromIssuanceOfLongTermDebt,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1,ALL_PERIODIC_FILINGS,True,True
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,note_income_taxes,True,2,us-gaap:EffectiveIncomeTaxRateContinuingOperations|us-gaap:IncomeTaxDisclosureTextBlock,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1,ALL_PERIODIC_FILINGS,True,True
10-Q,2021-11-04,2021-09-30,0001501585-21-000036,capital_structure,True,12,us-gaap:CashAndCashEquivalentsAtCarryingValue|us-gaap:CashAndCashEquivalentsPeriodIncreaseDecrease|us-gaap:LiabilitiesAndStockholdersEquity|us-gaap:LongTermDebt|us-gaap:LongTermDebtFairValue|us-gaap:LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour|us-gaap:LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree|us-gaap:LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo|us-gaap:LongTermDebtNoncurrent|us-gaap:ProceedsFromIssuanceOfLongTermDebt|us-gaap:StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest|us-gaap:StockholdersEquityNoteDisclosureTextBlock,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1,ALL_PERIODIC_FILINGS,True,True
10-K,2022-02-10,2021-12-31,0001501585-22-000007,statement_revenue_operating_income_tax,True,9,hii:AdvancePaymentsandBillingsinExcessofRevenuesPolicyTextBlock|us-gaap:DeferredFederalIncomeTaxExpenseBenefit|us-gaap:DeferredIncomeTaxExpenseBenefit|us-gaap:DeferredStateAndLocalIncomeTaxExpenseBenefit|us-gaap:IncomeTaxExpenseBenefit|us-gaap:IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate|us-gaap:OperatingIncomeLoss|us-gaap:Revenues|us-gaap:ScheduleOfComponentsOfIncomeTaxExpenseBenefitTableTextBlock,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000007/hii-20211231.htm,044bbc3f603b93031cf93d2d5b0c79964518807a8b543e9897e74767e666a693,ALL_PERIODIC_FILINGS,True,True
10-K,2022-02-10,2021-12-31,0001501585-22-000007,statement_cash_flow_capex_depreciation,True,10,us-gaap:AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment|us-gaap:Depreciation|us-gaap:DepreciationDepletionAndAmortization|us-gaap:NetCashProvidedByUsedInFinancingActivities|us-gaap:NetCashProvidedByUsedInInvestingActivities|us-gaap:NetCashProvidedByUsedInOperatingActivities|us-gaap:PaymentsToAcquireBusinessesGross|us-gaap:PaymentsToAcquireBusinessesNetOfCashAcquired|us-gaap:PaymentsToAcquireProductiveAssets|us-gaap:PaymentsToAcquirePropertyPlantAndEquipment,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000007/hii-20211231.htm,044bbc3f603b93031cf93d2d5b0c79964518807a8b543e9897e74767e666a693,ALL_PERIODIC_FILINGS,True,True
10-K,2022-02-10,2021-12-31,0001501585-22-000007,statement_working_capital,True,8,us-gaap:AccountsPayableCurrent|us-gaap:GovernmentContractorsInventoryPolicyPolicyTextBlock|us-gaap:IncreaseDecreaseInInventoryForLongTermContractsOrPrograms|us-gaap:InventoryDisclosureTextBlock|us-gaap:InventoryNetOfAllowancesCustomerAdvancesAndProgressBillings|us-gaap:InventoryRawMaterialsNetOfReserves|us-gaap:InventoryWorkInProcessNetOfReserves|us-gaap:ScheduleOfInventoryCurrentTableTextBlock,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000007/hii-20211231.htm,044bbc3f603b93031cf93d2d5b0c79964518807a8b543e9897e74767e666a693,ALL_PERIODIC_FILINGS,True,True
10-K,2022-02-10,2021-12-31,0001501585-22-000007,note_segments,True,1,us-gaap:SegmentReportingDisclosureTextBlock,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000007/hii-20211231.htm,044bbc3f603b93031cf93d2d5b0c79964518807a8b543e9897e74767e666a693,ALL_PERIODIC_FILINGS,True,True
10-K,2022-02-10,2021-12-31,0001501585-22-000007,note_revenue_and_contracts,True,4,hii:BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedContractWithCustomerAssetAfterAllowanceForCreditLoss|us-gaap:ContractWithCustomerAssetNet|us-gaap:ContractWithCustomerLiabilityRevenueRecognized|us-gaap:IncreaseDecreaseInContractWithCustomerAsset,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000007/hii-20211231.htm,044bbc3f603b93031cf93d2d5b0c79964518807a8b543e9897e74767e666a693,ALL_PERIODIC_FILINGS,True,True
10-K,2022-02-10,2021-12-31,0001501585-22-000007,note_contract_assets_liabilities,True,4,hii:BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedContractWithCustomerAssetAfterAllowanceForCreditLoss|us-gaap:ContractWithCustomerAssetNet|us-gaap:ContractWithCustomerLiabilityRevenueRecognized|us-gaap:IncreaseDecreaseInContractWithCustomerAsset,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000007/hii-20211231.htm,044bbc3f603b93031cf93d2d5b0c79964518807a8b543e9897e74767e666a693,ALL_PERIODIC_FILINGS,True,True
10-K,2022-02-10,2021-12-31,0001501585-22-000007,note_remaining_performance_obligation,True,1,us-gaap:RevenueRemainingPerformanceObligation,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000007/hii-20211231.htm,044bbc3f603b93031cf93d2d5b0c79964518807a8b543e9897e74767e666a693,ALL_PERIODIC_FILINGS,True,True
10-K,2022-02-10,2021-12-31,0001501585-22-000007,note_program_accounting,True,2,us-gaap:IncreaseDecreaseInInventoryForLongTermContractsOrPrograms|us-gaap:StockRepurchaseProgramAuthorizedAmount1,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000007/hii-20211231.htm,044bbc3f603b93031cf93d2d5b0c79964518807a8b543e9897e74767e666a693,ALL_PERIODIC_FILINGS,True,True
10-K,2022-02-10,2021-12-31,0001501585-22-000007,note_pension,True,20,hii:DeferredTaxAssetTaxDeferredExpenseCompensationAndBenefitsPensionAndPostretirementBenefits|hii:OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansOtherAdjustmentsBeforeTax|us-gaap:DefinedBenefitPensionPlanLiabilitiesNoncurrent|us-gaap:DefinedBenefitPlanPensionPlanWithProjectedBenefitObligationInExcessOfPlanAssetsPlanAssets|us-gaap:DefinedBenefitPlanPensionPlanWithProjectedBenefitObligationInExcessOfPlanAssetsProjectedBenefitObligation|us-gaap:DefinedBenefitPlanPensionPlansWithAccumulatedBenefitObligationsInExcessOfPlanAssetsAggregateAccumulatedBenefitObligation|us-gaap:DefinedBenefitPlanPensionPlansWithAccumulatedBenefitObligationsInExcessOfPlanAssetsAggregateFairValueOfPlanAssets|us-gaap:IncreaseDecreaseInPensionAndPostretirementObligations|us-gaap:OtherComprehensiveIncomeLossAmortizationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetPriorServiceCostCreditBeforeTax|us-gaap:OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentBeforeTax|us-gaap:OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansNetUnamortizedGainLossArisingDuringPeriodBeforeTax|us-gaap:OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossBeforeTax|us-gaap:PensionAndOtherPostretirementAndPostemploymentBenefitPlansLiabilitiesCurrent|us-gaap:PensionAndOtherPostretirementBenefitContributions|us-gaap:PensionAndOtherPostretirementBenefitsDisclosureTextBlock|us-gaap:PensionAndOtherPostretirementDefinedBenefitPlansCurrentLiabilities|us-gaap:PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesCurrentAndNoncurrent|us-gaap:PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent|us-gaap:PensionAndOtherPostretirementPlansPolicy|us-gaap:PensionContributions,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000007/hii-20211231.htm,044bbc3f603b93031cf93d2d5b0c79964518807a8b543e9897e74767e666a693,ANNUAL_10K_ONLY,True,True
10-K,2022-02-10,2021-12-31,0001501585-22-000007,note_goodwill_intangibles,True,21,us-gaap:AcquiredFiniteLivedIntangibleAssetsWeightedAverageUsefulLife|us-gaap:AmortizationOfIntangibleAssets|us-gaap:DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets|us-gaap:DisposalGroupIncludingDiscontinuedOperationGoodwill1|us-gaap:FiniteLivedIntangibleAssetsAccumulatedAmortization|us-gaap:FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths|us-gaap:FiniteLivedIntangibleAssetsAmortizationExpenseYearFive|us-gaap:FiniteLivedIntangibleAssetsAmortizationExpenseYearFour|us-gaap:FiniteLivedIntangibleAssetsAmortizationExpenseYearThree|us-gaap:FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo|us-gaap:FiniteLivedIntangibleAssetsNet|us-gaap:Goodwill|us-gaap:GoodwillAcquiredDuringPeriod|us-gaap:GoodwillAndIntangibleAssetImpairment|us-gaap:GoodwillAndIntangibleAssetsDisclosureTextBlock|us-gaap:GoodwillAndIntangibleAssetsPolicyTextBlock|us-gaap:GoodwillImpairedAccumulatedImpairmentLoss|us-gaap:GoodwillImpairmentLoss|us-gaap:GoodwillPurchaseAccountingAdjustments|us-gaap:GoodwillTranslationAndPurchaseAccountingAdjustments|us-gaap:ScheduleOfGoodwillTextBlock,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000007/hii-20211231.htm,044bbc3f603b93031cf93d2d5b0c79964518807a8b543e9897e74767e666a693,ANNUAL_10K_ONLY,True,True
10-K,2022-02-10,2021-12-31,0001501585-22-000007,note_debt,True,9,us-gaap:DebtDisclosureTextBlock|us-gaap:LongTermDebt|us-gaap:LongTermDebtFairValue|us-gaap:LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour|us-gaap:LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree|us-gaap:LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo|us-gaap:LongTermDebtNoncurrent|us-gaap:ProceedsFromIssuanceOfLongTermDebt|us-gaap:RepaymentsOfLongTermDebt,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000007/hii-20211231.htm,044bbc3f603b93031cf93d2d5b0c79964518807a8b543e9897e74767e666a693,ALL_PERIODIC_FILINGS,True,True
10-K,2022-02-10,2021-12-31,0001501585-22-000007,note_income_taxes,True,3,us-gaap:EffectiveIncomeTaxRateContinuingOperations|us-gaap:IncomeTaxDisclosureTextBlock|us-gaap:ScheduleOfEffectiveIncomeTaxRateReconciliationTableTextBlock,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000007/hii-20211231.htm,044bbc3f603b93031cf93d2d5b0c79964518807a8b543e9897e74767e666a693,ALL_PERIODIC_FILINGS,True,True
10-K,2022-02-10,2021-12-31,0001501585-22-000007,capital_structure,True,16,hii:CashAndCashEquivalentsMaturityPeriod|us-gaap:CashAndCashEquivalentsAtCarryingValue|us-gaap:CashAndCashEquivalentsPeriodIncreaseDecrease|us-gaap:CashAndCashEquivalentsPolicyTextBlock|us-gaap:LiabilitiesAndStockholdersEquity|us-gaap:LongTermDebt|us-gaap:LongTermDebtFairValue|us-gaap:LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour|us-gaap:LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree|us-gaap:LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo|us-gaap:LongTermDebtNoncurrent|us-gaap:ProceedsFromIssuanceOfLongTermDebt|us-gaap:RepaymentsOfLongTermDebt|us-gaap:StockholdersEquity|us-gaap:StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest|us-gaap:StockholdersEquityNoteDisclosureTextBlock,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000007/hii-20211231.htm,044bbc3f603b93031cf93d2d5b0c79964518807a8b543e9897e74767e666a693,ALL_PERIODIC_FILINGS,True,True
10-Q,2022-05-05,2022-03-31,0001501585-22-000013,statement_revenue_operating_income_tax,True,4,us-gaap:DeferredStateAndLocalIncomeTaxExpenseBenefit|us-gaap:IncomeTaxExpenseBenefit|us-gaap:OperatingIncomeLoss|us-gaap:Revenues,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000013/hii-20220331.htm,96a62a56e1834c7bb671cad2d29f436e668ae020b3abe4064a2b666789b79cce,ALL_PERIODIC_FILINGS,True,True
10-Q,2022-05-05,2022-03-31,0001501585-22-000013,statement_cash_flow_capex_depreciation,True,7,us-gaap:AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment|us-gaap:Depreciation|us-gaap:NetCashProvidedByUsedInFinancingActivities|us-gaap:NetCashProvidedByUsedInInvestingActivities|us-gaap:NetCashProvidedByUsedInOperatingActivities|us-gaap:PaymentsToAcquireBusinessesGross|us-gaap:PaymentsToAcquirePropertyPlantAndEquipment,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000013/hii-20220331.htm,96a62a56e1834c7bb671cad2d29f436e668ae020b3abe4064a2b666789b79cce,ALL_PERIODIC_FILINGS,True,True
10-Q,2022-05-05,2022-03-31,0001501585-22-000013,statement_working_capital,True,7,hii:InventoryWorkInProcessAndGeneralAndAdministrativeCostsIncludedInInventoryNetOfReserves|us-gaap:AccountsPayableCurrent|us-gaap:IncreaseDecreaseInInventoryForLongTermContractsOrPrograms|us-gaap:InventoryDisclosureTextBlock|us-gaap:InventoryNetOfAllowancesCustomerAdvancesAndProgressBillings|us-gaap:InventoryRawMaterialsNetOfReserves|us-gaap:ScheduleOfInventoryCurrentTableTextBlock,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000013/hii-20220331.htm,96a62a56e1834c7bb671cad2d29f436e668ae020b3abe4064a2b666789b79cce,ALL_PERIODIC_FILINGS,True,True
10-Q,2022-05-05,2022-03-31,0001501585-22-000013,note_segments,True,2,us-gaap:ScheduleOfSegmentReportingInformationBySegmentTextBlock|us-gaap:SegmentReportingDisclosureTextBlock,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000013/hii-20220331.htm,96a62a56e1834c7bb671cad2d29f436e668ae020b3abe4064a2b666789b79cce,ALL_PERIODIC_FILINGS,True,True
10-Q,2022-05-05,2022-03-31,0001501585-22-000013,note_revenue_and_contracts,True,5,us-gaap:ContractWithCustomerAssetNet|us-gaap:ContractWithCustomerLiabilityCurrent|us-gaap:ContractWithCustomerLiabilityRevenueRecognized|us-gaap:IncreaseDecreaseInContractWithCustomerAsset|us-gaap:RevenueFromContractWithCustomerTextBlock,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000013/hii-20220331.htm,96a62a56e1834c7bb671cad2d29f436e668ae020b3abe4064a2b666789b79cce,ALL_PERIODIC_FILINGS,True,True
10-Q,2022-05-05,2022-03-31,0001501585-22-000013,note_contract_assets_liabilities,True,4,us-gaap:ContractWithCustomerAssetNet|us-gaap:ContractWithCustomerLiabilityCurrent|us-gaap:ContractWithCustomerLiabilityRevenueRecognized|us-gaap:IncreaseDecreaseInContractWithCustomerAsset,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000013/hii-20220331.htm,96a62a56e1834c7bb671cad2d29f436e668ae020b3abe4064a2b666789b79cce,ALL_PERIODIC_FILINGS,True,True
10-Q,2022-05-05,2022-03-31,0001501585-22-000013,note_remaining_performance_obligation,True,1,us-gaap:RevenueRemainingPerformanceObligation,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000013/hii-20220331.htm,96a62a56e1834c7bb671cad2d29f436e668ae020b3abe4064a2b666789b79cce,ALL_PERIODIC_FILINGS,True,True
10-Q,2022-05-05,2022-03-31,0001501585-22-000013,note_program_accounting,True,2,us-gaap:IncreaseDecreaseInInventoryForLongTermContractsOrPrograms|us-gaap:StockRepurchaseProgramAuthorizedAmount1,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000013/hii-20220331.htm,96a62a56e1834c7bb671cad2d29f436e668ae020b3abe4064a2b666789b79cce,ALL_PERIODIC_FILINGS,True,True
10-Q,2022-05-05,2022-03-31,0001501585-22-000013,note_pension,True,8,us-gaap:DefinedBenefitPensionPlanLiabilitiesNoncurrent|us-gaap:IncreaseDecreaseInPensionAndPostretirementObligations|us-gaap:OtherComprehensiveIncomeLossAmortizationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetPriorServiceCostCreditBeforeTax|us-gaap:OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossBeforeTax|us-gaap:PensionAndOtherPostretirementAndPostemploymentBenefitPlansLiabilitiesCurrent|us-gaap:PensionAndOtherPostretirementBenefitContributions|us-gaap:PensionAndOtherPostretirementBenefitsDisclosureTextBlock|us-gaap:PensionContributions,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000013/hii-20220331.htm,96a62a56e1834c7bb671cad2d29f436e668ae020b3abe4064a2b666789b79cce,ANNUAL_10K_ONLY,False,False
