form,filing_date,report_date,accession_number,concept,concept_local,value_usd,context_ref,start_date,end_date,instant,dimensions,dimension_count,source_url,source_sha256
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,3000000.0,c-130,2023-04-01,2023-06-30,False,us-gaap:IntersegmentEliminationMember|hii:IngallsMember,2,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,28000000.0,c-131,2023-04-01,2023-06-30,False,hii:MissionTechnologiesMember|us-gaap:IntersegmentEliminationMember,2,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,-31000000.0,c-132,2023-04-01,2023-06-30,False,us-gaap:IntersegmentEliminationMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,664000000.0,c-133,2023-04-01,2023-06-30,False,us-gaap:OperatingSegmentsMember|hii:IngallsMember,2,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,1509000000.0,c-134,2023-04-01,2023-06-30,False,us-gaap:OperatingSegmentsMember|hii:NewportNewsShipbuildingMember,2,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,645000000.0,c-135,2023-04-01,2023-06-30,False,hii:MissionTechnologiesMember|us-gaap:OperatingSegmentsMember,2,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,-31000000.0,c-132,2023-04-01,2023-06-30,False,us-gaap:IntersegmentEliminationMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,2787000000.0,c-12,2023-04-01,2023-06-30,False,,0,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,661000000.0,c-136,2023-04-01,2023-06-30,False,us-gaap:OperatingSegmentsMember|hii:U.S.FederalGovernmentMember|hii:IngallsMember,3,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,1509000000.0,c-137,2023-04-01,2023-06-30,False,us-gaap:OperatingSegmentsMember|hii:U.S.FederalGovernmentMember|hii:NewportNewsShipbuildingMember,3,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,608000000.0,c-138,2023-04-01,2023-06-30,False,hii:MissionTechnologiesMember|us-gaap:OperatingSegmentsMember|hii:U.S.FederalGovernmentMember,3,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,2778000000.0,c-139,2023-04-01,2023-06-30,False,hii:U.S.FederalGovernmentMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,9000000.0,c-140,2023-04-01,2023-06-30,False,hii:MissionTechnologiesMember|us-gaap:OperatingSegmentsMember|hii:CommercialMember,3,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,9000000.0,c-141,2023-04-01,2023-06-30,False,hii:CommercialMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,3000000.0,c-130,2023-04-01,2023-06-30,False,us-gaap:IntersegmentEliminationMember|hii:IngallsMember,2,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,28000000.0,c-131,2023-04-01,2023-06-30,False,hii:MissionTechnologiesMember|us-gaap:IntersegmentEliminationMember,2,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,-31000000.0,c-132,2023-04-01,2023-06-30,False,us-gaap:IntersegmentEliminationMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,664000000.0,c-133,2023-04-01,2023-06-30,False,us-gaap:OperatingSegmentsMember|hii:IngallsMember,2,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,1509000000.0,c-134,2023-04-01,2023-06-30,False,us-gaap:OperatingSegmentsMember|hii:NewportNewsShipbuildingMember,2,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,645000000.0,c-135,2023-04-01,2023-06-30,False,hii:MissionTechnologiesMember|us-gaap:OperatingSegmentsMember,2,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,-31000000.0,c-132,2023-04-01,2023-06-30,False,us-gaap:IntersegmentEliminationMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,2787000000.0,c-12,2023-04-01,2023-06-30,False,,0,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,2000000.0,c-142,2023-04-01,2023-06-30,False,us-gaap:OperatingSegmentsMember|us-gaap:FixedPriceContractMember|hii:NewportNewsShipbuildingMember,3,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,84000000.0,c-143,2023-04-01,2023-06-30,False,hii:MissionTechnologiesMember|us-gaap:OperatingSegmentsMember|us-gaap:FixedPriceContractMember,3,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,86000000.0,c-144,2023-04-01,2023-06-30,False,us-gaap:FixedPriceContractMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,606000000.0,c-145,2023-04-01,2023-06-30,False,us-gaap:OperatingSegmentsMember|hii:FixedpriceincentiveMember|hii:IngallsMember,3,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,824000000.0,c-146,2023-04-01,2023-06-30,False,us-gaap:OperatingSegmentsMember|hii:FixedpriceincentiveMember|hii:NewportNewsShipbuildingMember,3,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,1000000.0,c-147,2023-04-01,2023-06-30,False,hii:MissionTechnologiesMember|us-gaap:OperatingSegmentsMember|hii:FixedpriceincentiveMember,3,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,1431000000.0,c-148,2023-04-01,2023-06-30,False,hii:FixedpriceincentiveMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,55000000.0,c-149,2023-04-01,2023-06-30,False,us-gaap:OperatingSegmentsMember|hii:IngallsMember|hii:CosttypeMember,3,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,683000000.0,c-150,2023-04-01,2023-06-30,False,us-gaap:OperatingSegmentsMember|hii:NewportNewsShipbuildingMember|hii:CosttypeMember,3,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,476000000.0,c-151,2023-04-01,2023-06-30,False,hii:MissionTechnologiesMember|us-gaap:OperatingSegmentsMember|hii:CosttypeMember,3,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,1214000000.0,c-152,2023-04-01,2023-06-30,False,hii:CosttypeMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,56000000.0,c-153,2023-04-01,2023-06-30,False,hii:MissionTechnologiesMember|us-gaap:OperatingSegmentsMember|us-gaap:TimeAndMaterialsContractMember,3,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,56000000.0,c-154,2023-04-01,2023-06-30,False,us-gaap:TimeAndMaterialsContractMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,3000000.0,c-130,2023-04-01,2023-06-30,False,us-gaap:IntersegmentEliminationMember|hii:IngallsMember,2,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,28000000.0,c-131,2023-04-01,2023-06-30,False,hii:MissionTechnologiesMember|us-gaap:IntersegmentEliminationMember,2,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,-31000000.0,c-132,2023-04-01,2023-06-30,False,us-gaap:IntersegmentEliminationMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,664000000.0,c-133,2023-04-01,2023-06-30,False,us-gaap:OperatingSegmentsMember|hii:IngallsMember,2,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,1509000000.0,c-134,2023-04-01,2023-06-30,False,us-gaap:OperatingSegmentsMember|hii:NewportNewsShipbuildingMember,2,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,645000000.0,c-135,2023-04-01,2023-06-30,False,hii:MissionTechnologiesMember|us-gaap:OperatingSegmentsMember,2,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,-31000000.0,c-132,2023-04-01,2023-06-30,False,us-gaap:IntersegmentEliminationMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,2787000000.0,c-12,2023-04-01,2023-06-30,False,,0,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,1217000000.0,c-155,2024-01-01,2024-06-30,False,us-gaap:OperatingSegmentsMember|hii:IngallsMember|us-gaap:ProductMember,3,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,2439000000.0,c-156,2024-01-01,2024-06-30,False,us-gaap:OperatingSegmentsMember|hii:NewportNewsShipbuildingMember|us-gaap:ProductMember,3,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,57000000.0,c-157,2024-01-01,2024-06-30,False,hii:MissionTechnologiesMember|us-gaap:OperatingSegmentsMember|us-gaap:ProductMember,3,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,3713000000.0,c-5,2024-01-01,2024-06-30,False,us-gaap:ProductMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,147000000.0,c-158,2024-01-01,2024-06-30,False,us-gaap:OperatingSegmentsMember|hii:IngallsMember|us-gaap:ServiceMember,3,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,528000000.0,c-159,2024-01-01,2024-06-30,False,us-gaap:OperatingSegmentsMember|hii:NewportNewsShipbuildingMember|us-gaap:ServiceMember,3,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,1394000000.0,c-160,2024-01-01,2024-06-30,False,hii:MissionTechnologiesMember|us-gaap:OperatingSegmentsMember|us-gaap:ServiceMember,3,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,2069000000.0,c-9,2024-01-01,2024-06-30,False,us-gaap:ServiceMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,3000000.0,c-161,2024-01-01,2024-06-30,False,us-gaap:IntersegmentEliminationMember|hii:IngallsMember,2,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,2000000.0,c-162,2024-01-01,2024-06-30,False,us-gaap:IntersegmentEliminationMember|hii:NewportNewsShipbuildingMember,2,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,64000000.0,c-163,2024-01-01,2024-06-30,False,hii:MissionTechnologiesMember|us-gaap:IntersegmentEliminationMember,2,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,-69000000.0,c-164,2024-01-01,2024-06-30,False,us-gaap:IntersegmentEliminationMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,1367000000.0,c-165,2024-01-01,2024-06-30,False,us-gaap:OperatingSegmentsMember|hii:IngallsMember,2,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,2969000000.0,c-166,2024-01-01,2024-06-30,False,us-gaap:OperatingSegmentsMember|hii:NewportNewsShipbuildingMember,2,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,1515000000.0,c-167,2024-01-01,2024-06-30,False,hii:MissionTechnologiesMember|us-gaap:OperatingSegmentsMember,2,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,-69000000.0,c-164,2024-01-01,2024-06-30,False,us-gaap:IntersegmentEliminationMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,5782000000.0,c-1,2024-01-01,2024-06-30,False,,0,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,1364000000.0,c-168,2024-01-01,2024-06-30,False,us-gaap:OperatingSegmentsMember|hii:U.S.FederalGovernmentMember|hii:IngallsMember,3,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,2966000000.0,c-169,2024-01-01,2024-06-30,False,us-gaap:OperatingSegmentsMember|hii:U.S.FederalGovernmentMember|hii:NewportNewsShipbuildingMember,3,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,1447000000.0,c-170,2024-01-01,2024-06-30,False,hii:MissionTechnologiesMember|us-gaap:OperatingSegmentsMember|hii:U.S.FederalGovernmentMember,3,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,5777000000.0,c-171,2024-01-01,2024-06-30,False,hii:U.S.FederalGovernmentMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,1000000.0,c-172,2024-01-01,2024-06-30,False,us-gaap:OperatingSegmentsMember|hii:CommercialMember|hii:NewportNewsShipbuildingMember,3,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,3000000.0,c-173,2024-01-01,2024-06-30,False,hii:MissionTechnologiesMember|us-gaap:OperatingSegmentsMember|hii:CommercialMember,3,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,4000000.0,c-174,2024-01-01,2024-06-30,False,hii:CommercialMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,1000000.0,c-175,2024-01-01,2024-06-30,False,hii:MissionTechnologiesMember|hii:StateandLocalGovernmentagencyMember|us-gaap:OperatingSegmentsMember,3,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,1000000.0,c-176,2024-01-01,2024-06-30,False,hii:StateandLocalGovernmentagencyMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,3000000.0,c-161,2024-01-01,2024-06-30,False,us-gaap:IntersegmentEliminationMember|hii:IngallsMember,2,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,2000000.0,c-162,2024-01-01,2024-06-30,False,us-gaap:IntersegmentEliminationMember|hii:NewportNewsShipbuildingMember,2,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,64000000.0,c-163,2024-01-01,2024-06-30,False,hii:MissionTechnologiesMember|us-gaap:IntersegmentEliminationMember,2,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,-69000000.0,c-164,2024-01-01,2024-06-30,False,us-gaap:IntersegmentEliminationMember,1,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
10-Q,2024-08-01,2024-06-30,0001501585-24-000036,us-gaap:Revenues,Revenues,1367000000.0,c-165,2024-01-01,2024-06-30,False,us-gaap:OperatingSegmentsMember|hii:IngallsMember,2,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
