selected_quarterly_ir_releases,selected_ir_hash_matches,segment_quarter_rows,company_quarter_rows,segment_sales_coverage_pct,segment_operating_profit_coverage_pct,company_revenue_reconciliation_max_abs_usd,backlog_disclosure_quarters,contract_award_disclosure_quarters,material_scope_revision_rows,as_reported_and_currently_recast_histories_separate,parser_gate_pass,pdf_parsing_used
27,27,81,27,100.0,100.0,0.0,25,24,2,True,True,False
