company,ticker,cik,arcana_ir_folder,periodic_history_start,stable_segment_perimeter,contract_or_backlog_evidence,different_program_mix_from_lmt_noc,fixed_pit_oos_feasible,selection_notes,ir_html_documents,unambiguous_quarterly_earnings_releases,contract_backlog_evidence_documents,ir_calendar_years,periodic_and_ir_six_years,all_predeclared_criteria_pass,forecast_performance_inspected,selection_rule,selection_outcome_blind,selection_status
Huntington Ingalls Industries,HII,0001501585,HII,2016-01-01,True,True,True,True,Shipbuilding plus Mission Technologies and clean quarterly earnings-release HTML pairs,110,43,101,11,True,True,False,MAX_UNAMBIGUOUS_QUARTERLY_IR_THEN_CONTRACT_EVIDENCE_THEN_TICKER,True,SELECTED_BEFORE_FORECAST_EVALUATION
