form,period,filing_date,report_date,accession_number,metric,value_usd,available,selected_concept,selected_context_ref,selection_rule,source_url,source_sha256,evidence_layer
10-Q,2022Q1,2022-05-05,2022-03-31,0001501585-22-000013,debt_noncurrent_usd,3200000000.0,True,LongTermDebtNoncurrent,i7179186e4030407fbf4fa2cf2dc2a70c_I20220331,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000013/hii-20220331.htm,96a62a56e1834c7bb671cad2d29f436e668ae020b3abe4064a2b666789b79cce,FINANCIAL_STATEMENT
10-Q,2022Q1,2022-05-05,2022-03-31,0001501585-22-000013,contract_liabilities_usd,685000000.0,True,ContractWithCustomerLiabilityCurrent,i7179186e4030407fbf4fa2cf2dc2a70c_I20220331,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000013/hii-20220331.htm,96a62a56e1834c7bb671cad2d29f436e668ae020b3abe4064a2b666789b79cce,NOTE
10-Q,2022Q1,2022-05-05,2022-03-31,0001501585-22-000013,fas_cas_pension_adjustment_usd,,False,,,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000013/hii-20220331.htm,96a62a56e1834c7bb671cad2d29f436e668ae020b3abe4064a2b666789b79cce,NOTE
10-Q,2022Q1,2022-05-05,2022-03-31,0001501585-22-000013,program_gains_losses_usd,,False,,,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000013/hii-20220331.htm,96a62a56e1834c7bb671cad2d29f436e668ae020b3abe4064a2b666789b79cce,NOTE
10-Q,2022Q2,2022-08-04,2022-06-30,0001501585-22-000026,receivables_usd,681000000.0,True,AccountsReceivableNetCurrent,i384a897e89fa4a619aab2187072aeade_I20220630,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000026/hii-20220630.htm,6b4376c95b627882e6a1b1a4637b62f7c8ea430d28acce8f2e0e82c4d5b781b6,FINANCIAL_STATEMENT
10-Q,2022Q2,2022-08-04,2022-06-30,0001501585-22-000026,intangibles_ex_goodwill_usd,1089000000.0,True,FiniteLivedIntangibleAssetsNet,i384a897e89fa4a619aab2187072aeade_I20220630,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000026/hii-20220630.htm,6b4376c95b627882e6a1b1a4637b62f7c8ea430d28acce8f2e0e82c4d5b781b6,FINANCIAL_STATEMENT
10-Q,2022Q2,2022-08-04,2022-06-30,0001501585-22-000026,debt_current_usd,,False,,,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000026/hii-20220630.htm,6b4376c95b627882e6a1b1a4637b62f7c8ea430d28acce8f2e0e82c4d5b781b6,FINANCIAL_STATEMENT
10-Q,2022Q2,2022-08-04,2022-06-30,0001501585-22-000026,debt_noncurrent_usd,3102000000.0,True,LongTermDebtNoncurrent,i384a897e89fa4a619aab2187072aeade_I20220630,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000026/hii-20220630.htm,6b4376c95b627882e6a1b1a4637b62f7c8ea430d28acce8f2e0e82c4d5b781b6,FINANCIAL_STATEMENT
10-Q,2022Q2,2022-08-04,2022-06-30,0001501585-22-000026,contract_liabilities_usd,757000000.0,True,ContractWithCustomerLiabilityCurrent,i384a897e89fa4a619aab2187072aeade_I20220630,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000026/hii-20220630.htm,6b4376c95b627882e6a1b1a4637b62f7c8ea430d28acce8f2e0e82c4d5b781b6,NOTE
10-Q,2022Q2,2022-08-04,2022-06-30,0001501585-22-000026,fas_cas_pension_adjustment_usd,,False,,,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000026/hii-20220630.htm,6b4376c95b627882e6a1b1a4637b62f7c8ea430d28acce8f2e0e82c4d5b781b6,NOTE
10-Q,2022Q2,2022-08-04,2022-06-30,0001501585-22-000026,program_gains_losses_usd,,False,,,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000026/hii-20220630.htm,6b4376c95b627882e6a1b1a4637b62f7c8ea430d28acce8f2e0e82c4d5b781b6,NOTE
10-Q,2022Q3,2022-11-03,2022-09-30,0001501585-22-000034,receivables_usd,721000000.0,True,AccountsReceivableNetCurrent,ie1002b0bd2954319b04832d95363547d_I20220930,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000034/hii-20220930.htm,57998b25458f3a20d8ab189f4d1d7fc62bf7ae7299f006de9dae780a4081f114,FINANCIAL_STATEMENT
10-Q,2022Q3,2022-11-03,2022-09-30,0001501585-22-000034,intangibles_ex_goodwill_usd,1054000000.0,True,FiniteLivedIntangibleAssetsNet,ie1002b0bd2954319b04832d95363547d_I20220930,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000034/hii-20220930.htm,57998b25458f3a20d8ab189f4d1d7fc62bf7ae7299f006de9dae780a4081f114,FINANCIAL_STATEMENT
10-Q,2022Q3,2022-11-03,2022-09-30,0001501585-22-000034,debt_current_usd,399000000.0,True,LongTermDebtCurrent,ie1002b0bd2954319b04832d95363547d_I20220930,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000034/hii-20220930.htm,57998b25458f3a20d8ab189f4d1d7fc62bf7ae7299f006de9dae780a4081f114,FINANCIAL_STATEMENT
10-Q,2022Q3,2022-11-03,2022-09-30,0001501585-22-000034,debt_noncurrent_usd,2605000000.0,True,LongTermDebtNoncurrent,ie1002b0bd2954319b04832d95363547d_I20220930,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000034/hii-20220930.htm,57998b25458f3a20d8ab189f4d1d7fc62bf7ae7299f006de9dae780a4081f114,FINANCIAL_STATEMENT
10-Q,2022Q3,2022-11-03,2022-09-30,0001501585-22-000034,contract_liabilities_usd,768000000.0,True,ContractWithCustomerLiabilityCurrent,ie1002b0bd2954319b04832d95363547d_I20220930,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000034/hii-20220930.htm,57998b25458f3a20d8ab189f4d1d7fc62bf7ae7299f006de9dae780a4081f114,NOTE
10-Q,2022Q3,2022-11-03,2022-09-30,0001501585-22-000034,fas_cas_pension_adjustment_usd,,False,,,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000034/hii-20220930.htm,57998b25458f3a20d8ab189f4d1d7fc62bf7ae7299f006de9dae780a4081f114,NOTE
10-Q,2022Q3,2022-11-03,2022-09-30,0001501585-22-000034,program_gains_losses_usd,,False,,,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000034/hii-20220930.htm,57998b25458f3a20d8ab189f4d1d7fc62bf7ae7299f006de9dae780a4081f114,NOTE
10-K,2022Q4,2023-02-09,2022-12-31,0001501585-23-000010,receivables_usd,636000000.0,True,AccountsReceivableNetCurrent,i4f068b02c746496f8f86f05608fd8085_I20221231,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000010/hii-20221231.htm,cfcc6f7fd5211d6d8f36fcd6ed2a9b9a8d27927356fe1913e9b42f534685bf8e,FINANCIAL_STATEMENT
10-K,2022Q4,2023-02-09,2022-12-31,0001501585-23-000010,intangibles_ex_goodwill_usd,1019000000.0,True,FiniteLivedIntangibleAssetsNet,i4f068b02c746496f8f86f05608fd8085_I20221231,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000010/hii-20221231.htm,cfcc6f7fd5211d6d8f36fcd6ed2a9b9a8d27927356fe1913e9b42f534685bf8e,FINANCIAL_STATEMENT
10-K,2022Q4,2023-02-09,2022-12-31,0001501585-23-000010,debt_current_usd,399000000.0,True,LongTermDebtCurrent,i4f068b02c746496f8f86f05608fd8085_I20221231,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000010/hii-20221231.htm,cfcc6f7fd5211d6d8f36fcd6ed2a9b9a8d27927356fe1913e9b42f534685bf8e,FINANCIAL_STATEMENT
10-K,2022Q4,2023-02-09,2022-12-31,0001501585-23-000010,debt_noncurrent_usd,2506000000.0,True,LongTermDebtNoncurrent,i4f068b02c746496f8f86f05608fd8085_I20221231,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000010/hii-20221231.htm,cfcc6f7fd5211d6d8f36fcd6ed2a9b9a8d27927356fe1913e9b42f534685bf8e,FINANCIAL_STATEMENT
10-K,2022Q4,2023-02-09,2022-12-31,0001501585-23-000010,contract_liabilities_usd,766000000.0,True,ContractWithCustomerLiabilityCurrent,i4f068b02c746496f8f86f05608fd8085_I20221231,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000010/hii-20221231.htm,cfcc6f7fd5211d6d8f36fcd6ed2a9b9a8d27927356fe1913e9b42f534685bf8e,NOTE
10-K,2022Q4,2023-02-09,2022-12-31,0001501585-23-000010,fas_cas_pension_adjustment_usd,,False,,,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000010/hii-20221231.htm,cfcc6f7fd5211d6d8f36fcd6ed2a9b9a8d27927356fe1913e9b42f534685bf8e,NOTE
10-K,2022Q4,2023-02-09,2022-12-31,0001501585-23-000010,program_gains_losses_usd,,False,,,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000010/hii-20221231.htm,cfcc6f7fd5211d6d8f36fcd6ed2a9b9a8d27927356fe1913e9b42f534685bf8e,NOTE
10-Q,2023Q1,2023-05-04,2023-03-31,0001501585-23-000016,receivables_usd,755000000.0,True,AccountsReceivableNetCurrent,ifb0ddd2dd2e940a78abf79616943e3c0_I20230331,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000016/hii-20230331.htm,7677040d91a50e08f5092f2204c472ddc90d8ad7f1bdb3eca371625d64954a79,FINANCIAL_STATEMENT
10-Q,2023Q1,2023-05-04,2023-03-31,0001501585-23-000016,intangibles_ex_goodwill_usd,987000000.0,True,FiniteLivedIntangibleAssetsNet,ifb0ddd2dd2e940a78abf79616943e3c0_I20230331,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000016/hii-20230331.htm,7677040d91a50e08f5092f2204c472ddc90d8ad7f1bdb3eca371625d64954a79,FINANCIAL_STATEMENT
10-Q,2023Q1,2023-05-04,2023-03-31,0001501585-23-000016,debt_current_usd,399000000.0,True,LongTermDebtCurrent,ifb0ddd2dd2e940a78abf79616943e3c0_I20230331,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000016/hii-20230331.htm,7677040d91a50e08f5092f2204c472ddc90d8ad7f1bdb3eca371625d64954a79,FINANCIAL_STATEMENT
10-Q,2023Q1,2023-05-04,2023-03-31,0001501585-23-000016,debt_noncurrent_usd,2498000000.0,True,LongTermDebtNoncurrent,ifb0ddd2dd2e940a78abf79616943e3c0_I20230331,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000016/hii-20230331.htm,7677040d91a50e08f5092f2204c472ddc90d8ad7f1bdb3eca371625d64954a79,FINANCIAL_STATEMENT
10-Q,2023Q1,2023-05-04,2023-03-31,0001501585-23-000016,contract_liabilities_usd,810000000.0,True,ContractWithCustomerLiabilityCurrent,ifb0ddd2dd2e940a78abf79616943e3c0_I20230331,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000016/hii-20230331.htm,7677040d91a50e08f5092f2204c472ddc90d8ad7f1bdb3eca371625d64954a79,NOTE
10-Q,2023Q1,2023-05-04,2023-03-31,0001501585-23-000016,fas_cas_pension_adjustment_usd,,False,,,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000016/hii-20230331.htm,7677040d91a50e08f5092f2204c472ddc90d8ad7f1bdb3eca371625d64954a79,NOTE
10-Q,2023Q1,2023-05-04,2023-03-31,0001501585-23-000016,program_gains_losses_usd,,False,,,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000016/hii-20230331.htm,7677040d91a50e08f5092f2204c472ddc90d8ad7f1bdb3eca371625d64954a79,NOTE
10-Q,2023Q2,2023-08-03,2023-06-30,0001501585-23-000026,receivables_usd,786000000.0,True,AccountsReceivableNetCurrent,c-14,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000026/hii-20230630.htm,240c989517686f107b5ebdb4e8faab041462605487b47ef2d93bb505ef3201e3,FINANCIAL_STATEMENT
10-Q,2023Q2,2023-08-03,2023-06-30,0001501585-23-000026,intangibles_ex_goodwill_usd,955000000.0,True,FiniteLivedIntangibleAssetsNet,c-14,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000026/hii-20230630.htm,240c989517686f107b5ebdb4e8faab041462605487b47ef2d93bb505ef3201e3,FINANCIAL_STATEMENT
10-Q,2023Q2,2023-08-03,2023-06-30,0001501585-23-000026,debt_current_usd,484000000.0,True,LongTermDebtCurrent,c-14,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000026/hii-20230630.htm,240c989517686f107b5ebdb4e8faab041462605487b47ef2d93bb505ef3201e3,FINANCIAL_STATEMENT
10-Q,2023Q2,2023-08-03,2023-06-30,0001501585-23-000026,debt_noncurrent_usd,2396000000.0,True,LongTermDebtNoncurrent,c-14,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000026/hii-20230630.htm,240c989517686f107b5ebdb4e8faab041462605487b47ef2d93bb505ef3201e3,FINANCIAL_STATEMENT
10-Q,2023Q2,2023-08-03,2023-06-30,0001501585-23-000026,contract_liabilities_usd,833000000.0,True,ContractWithCustomerLiabilityCurrent,c-14,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000026/hii-20230630.htm,240c989517686f107b5ebdb4e8faab041462605487b47ef2d93bb505ef3201e3,NOTE
10-Q,2023Q2,2023-08-03,2023-06-30,0001501585-23-000026,fas_cas_pension_adjustment_usd,,False,,,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000026/hii-20230630.htm,240c989517686f107b5ebdb4e8faab041462605487b47ef2d93bb505ef3201e3,NOTE
10-Q,2023Q2,2023-08-03,2023-06-30,0001501585-23-000026,program_gains_losses_usd,,False,,,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000026/hii-20230630.htm,240c989517686f107b5ebdb4e8faab041462605487b47ef2d93bb505ef3201e3,NOTE
10-Q,2023Q3,2023-11-02,2023-09-30,0001501585-23-000033,receivables_usd,698000000.0,True,AccountsReceivableNetCurrent,c-14,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000033/hii-20230930.htm,a978dd437797961c49f196e72ddcadbe80d8301e189d7eabf45e54dceab92f1e,FINANCIAL_STATEMENT
10-Q,2023Q3,2023-11-02,2023-09-30,0001501585-23-000033,intangibles_ex_goodwill_usd,923000000.0,True,FiniteLivedIntangibleAssetsNet,c-14,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000033/hii-20230930.htm,a978dd437797961c49f196e72ddcadbe80d8301e189d7eabf45e54dceab92f1e,FINANCIAL_STATEMENT
10-Q,2023Q3,2023-11-02,2023-09-30,0001501585-23-000033,debt_current_usd,255000000.0,True,LongTermDebtCurrent,c-14,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000033/hii-20230930.htm,a978dd437797961c49f196e72ddcadbe80d8301e189d7eabf45e54dceab92f1e,FINANCIAL_STATEMENT
10-Q,2023Q3,2023-11-02,2023-09-30,0001501585-23-000033,debt_noncurrent_usd,2213000000.0,True,LongTermDebtNoncurrent,c-14,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000033/hii-20230930.htm,a978dd437797961c49f196e72ddcadbe80d8301e189d7eabf45e54dceab92f1e,FINANCIAL_STATEMENT
10-Q,2023Q3,2023-11-02,2023-09-30,0001501585-23-000033,contract_liabilities_usd,878000000.0,True,ContractWithCustomerLiabilityCurrent,c-14,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000033/hii-20230930.htm,a978dd437797961c49f196e72ddcadbe80d8301e189d7eabf45e54dceab92f1e,NOTE
10-Q,2023Q3,2023-11-02,2023-09-30,0001501585-23-000033,fas_cas_pension_adjustment_usd,,False,,,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000033/hii-20230930.htm,a978dd437797961c49f196e72ddcadbe80d8301e189d7eabf45e54dceab92f1e,NOTE
10-Q,2023Q3,2023-11-02,2023-09-30,0001501585-23-000033,program_gains_losses_usd,,False,,,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000033/hii-20230930.htm,a978dd437797961c49f196e72ddcadbe80d8301e189d7eabf45e54dceab92f1e,NOTE
10-K,2023Q4,2024-02-01,2023-12-31,0001501585-24-000007,receivables_usd,461000000.0,True,AccountsReceivableNetCurrent,c-5,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000007/hii-20231231.htm,0b3d953af66e8986f467784154cf686e260e45e7a548fc9f7d2ee216d54c771b,FINANCIAL_STATEMENT
10-K,2023Q4,2024-02-01,2023-12-31,0001501585-24-000007,intangibles_ex_goodwill_usd,891000000.0,True,FiniteLivedIntangibleAssetsNet,c-5,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000007/hii-20231231.htm,0b3d953af66e8986f467784154cf686e260e45e7a548fc9f7d2ee216d54c771b,FINANCIAL_STATEMENT
10-K,2023Q4,2024-02-01,2023-12-31,0001501585-24-000007,debt_current_usd,231000000.0,True,LongTermDebtAndCapitalLeaseObligationsCurrent,c-5,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000007/hii-20231231.htm,0b3d953af66e8986f467784154cf686e260e45e7a548fc9f7d2ee216d54c771b,FINANCIAL_STATEMENT
10-K,2023Q4,2024-02-01,2023-12-31,0001501585-24-000007,debt_noncurrent_usd,2214000000.0,True,LongTermDebtNoncurrent,c-5,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000007/hii-20231231.htm,0b3d953af66e8986f467784154cf686e260e45e7a548fc9f7d2ee216d54c771b,FINANCIAL_STATEMENT
10-K,2023Q4,2024-02-01,2023-12-31,0001501585-24-000007,contract_liabilities_usd,1063000000.0,True,ContractWithCustomerLiabilityCurrent,c-5,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000007/hii-20231231.htm,0b3d953af66e8986f467784154cf686e260e45e7a548fc9f7d2ee216d54c771b,NOTE
10-K,2023Q4,2024-02-01,2023-12-31,0001501585-24-000007,fas_cas_pension_adjustment_usd,,False,,,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000007/hii-20231231.htm,0b3d953af66e8986f467784154cf686e260e45e7a548fc9f7d2ee216d54c771b,NOTE
10-K,2023Q4,2024-02-01,2023-12-31,0001501585-24-000007,program_gains_losses_usd,,False,,,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000007/hii-20231231.htm,0b3d953af66e8986f467784154cf686e260e45e7a548fc9f7d2ee216d54c771b,NOTE
10-Q,2024Q1,2024-05-02,2024-03-31,0001501585-24-000013,receivables_usd,718000000.0,True,AccountsReceivableNetCurrent,c-8,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000013/hii-20240331.htm,4fa47c55238b6f0d1cbaaa8e5eda90085126d50b324357ebebba460643ff2d3c,FINANCIAL_STATEMENT
10-Q,2024Q1,2024-05-02,2024-03-31,0001501585-24-000013,intangibles_ex_goodwill_usd,864000000.0,True,FiniteLivedIntangibleAssetsNet,c-8,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000013/hii-20240331.htm,4fa47c55238b6f0d1cbaaa8e5eda90085126d50b324357ebebba460643ff2d3c,FINANCIAL_STATEMENT
10-Q,2024Q1,2024-05-02,2024-03-31,0001501585-24-000013,debt_current_usd,,False,,,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000013/hii-20240331.htm,4fa47c55238b6f0d1cbaaa8e5eda90085126d50b324357ebebba460643ff2d3c,FINANCIAL_STATEMENT
10-Q,2024Q1,2024-05-02,2024-03-31,0001501585-24-000013,debt_noncurrent_usd,2235000000.0,True,LongTermDebtNoncurrent,c-8,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000013/hii-20240331.htm,4fa47c55238b6f0d1cbaaa8e5eda90085126d50b324357ebebba460643ff2d3c,FINANCIAL_STATEMENT
10-Q,2024Q1,2024-05-02,2024-03-31,0001501585-24-000013,contract_liabilities_usd,936000000.0,True,ContractWithCustomerLiabilityCurrent,c-8,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000013/hii-20240331.htm,4fa47c55238b6f0d1cbaaa8e5eda90085126d50b324357ebebba460643ff2d3c,NOTE
10-Q,2024Q1,2024-05-02,2024-03-31,0001501585-24-000013,fas_cas_pension_adjustment_usd,,False,,,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000013/hii-20240331.htm,4fa47c55238b6f0d1cbaaa8e5eda90085126d50b324357ebebba460643ff2d3c,NOTE
10-Q,2024Q1,2024-05-02,2024-03-31,0001501585-24-000013,program_gains_losses_usd,,False,,,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000013/hii-20240331.htm,4fa47c55238b6f0d1cbaaa8e5eda90085126d50b324357ebebba460643ff2d3c,NOTE
10-Q,2024Q2,2024-08-01,2024-06-30,0001501585-24-000036,receivables_usd,706000000.0,True,AccountsReceivableNetCurrent,c-14,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d,FINANCIAL_STATEMENT
10-Q,2024Q2,2024-08-01,2024-06-30,0001501585-24-000036,intangibles_ex_goodwill_usd,837000000.0,True,FiniteLivedIntangibleAssetsNet,c-14,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d,FINANCIAL_STATEMENT
10-Q,2024Q2,2024-08-01,2024-06-30,0001501585-24-000036,debt_current_usd,,False,,,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d,FINANCIAL_STATEMENT
10-Q,2024Q2,2024-08-01,2024-06-30,0001501585-24-000036,debt_noncurrent_usd,1715000000.0,True,LongTermDebtNoncurrent,c-14,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d,FINANCIAL_STATEMENT
10-Q,2024Q2,2024-08-01,2024-06-30,0001501585-24-000036,contract_liabilities_usd,886000000.0,True,ContractWithCustomerLiabilityCurrent,c-14,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d,NOTE
10-Q,2024Q2,2024-08-01,2024-06-30,0001501585-24-000036,fas_cas_pension_adjustment_usd,,False,,,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d,NOTE
10-Q,2024Q2,2024-08-01,2024-06-30,0001501585-24-000036,program_gains_losses_usd,,False,,,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d,NOTE
10-Q,2024Q3,2024-10-31,2024-09-30,0001501585-24-000042,receivables_usd,436000000.0,True,AccountsReceivableNetCurrent,c-14,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000042/hii-20240930.htm,a97548189124c42ee0911ff7c7ced36c6a4efc1e1ea10025c2afdcd823b729e1,FINANCIAL_STATEMENT
