segment,route,validation_observations,mae,mase,mean_ape_pct,beats_prior_year_naive
ingalls_shipbuilding,PIT_INDUSTRY_BRIDGE,6,71815554.21305078,0.7749879951048645,8.877068015277873,True
ingalls_shipbuilding,HISTORICAL_GROWTH,6,77430021.11584897,0.8355757674372191,9.63862034853798,True
ingalls_shipbuilding,PREDECLARED_BLEND,6,81644727.16555828,0.8810582068225713,10.015826821994812,True
ingalls_shipbuilding,PRIOR_YEAR_NAIVE,6,92666666.66666667,1.0,11.326295649927,False
mission_technologies,PREDECLARED_BLEND,6,27645097.677970808,0.9164120777227892,3.6350667682026194,True
mission_technologies,PRIOR_YEAR_NAIVE,6,30166666.666666668,1.0,3.919690842738419,False
mission_technologies,PIT_INDUSTRY_BRIDGE,6,42771541.515668966,1.4178411552155459,5.661691414784319,False
mission_technologies,HISTORICAL_GROWTH,6,45475515.862881064,1.507475663962908,6.030745121625031,False
newport_news_shipbuilding,PIT_INDUSTRY_BRIDGE,6,169034928.29517707,0.8983255710992581,9.825855180356191,True
newport_news_shipbuilding,PREDECLARED_BLEND,6,183872325.23714352,0.9771779906314093,10.647144489600734,True
newport_news_shipbuilding,PRIOR_YEAR_NAIVE,6,188166666.66666666,1.0,10.854303462328165,False
newport_news_shipbuilding,HISTORICAL_GROWTH,6,190121039.32006362,1.0103863914263789,11.05411585339041,False
