company_calibration_observations,minimum_required_calibration_observations,company_interval_eligible,segment_interval_eligible_count,uncertainty_authority,reason
6,10,False,0,False,FIXED_OOS_HAS_SIX_OBSERVATIONS_BELOW_TEN_OBSERVATION_CONFORMAL_MINIMUM
