companies,aggregate_revenue_pass_companies,all_three_aggregate_revenue_pass,segments_compared,segments_beating_naive,segment_timing_mixed_across_three_companies,segment_timing_uniformly_identified,platform_hypothesis,industry_conclusion_allowed,production_authority
3,3,True,10,6,True,False,THREE_COMPANY_AGGREGATE_REPEATED_SEGMENT_TIMING_MIXED_RESEARCH_HYPOTHESIS,False,False
