period,form,segment,metric,sec_value_usd,ir_value_usd,difference_usd,identity_pass,comparison_basis,context_ref,filing_date,source_url,source_sha256
2022Q3,10-Q,ingalls_shipbuilding,operating_profit_usd,50000000.0,50000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,i687ca756f90a48859561bff50299470c_D20220701-20220930,2022-11-03,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000034/hii-20220930.htm,57998b25458f3a20d8ab189f4d1d7fc62bf7ae7299f006de9dae780a4081f114
2022Q3,10-Q,newport_news_shipbuilding,sales_usd,1445000000.0,1445000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,ie38bcccfcb0d4b67819b2e3b60d8e8ed_D20220701-20220930,2022-11-03,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000034/hii-20220930.htm,57998b25458f3a20d8ab189f4d1d7fc62bf7ae7299f006de9dae780a4081f114
2022Q3,10-Q,newport_news_shipbuilding,operating_profit_usd,102000000.0,102000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,ie38bcccfcb0d4b67819b2e3b60d8e8ed_D20220701-20220930,2022-11-03,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000034/hii-20220930.htm,57998b25458f3a20d8ab189f4d1d7fc62bf7ae7299f006de9dae780a4081f114
2022Q3,10-Q,mission_technologies,sales_usd,595000000.0,595000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,ie31eab3caa9c41b3a4011bf0a3ad0e69_D20220701-20220930,2022-11-03,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000034/hii-20220930.htm,57998b25458f3a20d8ab189f4d1d7fc62bf7ae7299f006de9dae780a4081f114
2022Q3,10-Q,mission_technologies,operating_profit_usd,14000000.0,14000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,ie31eab3caa9c41b3a4011bf0a3ad0e69_D20220701-20220930,2022-11-03,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000034/hii-20220930.htm,57998b25458f3a20d8ab189f4d1d7fc62bf7ae7299f006de9dae780a4081f114
2022Q4,10-K,ingalls_shipbuilding,sales_usd,2570000000.0,2570000000.0,0.0,True,SEC_ANNUAL_VS_SUM_AS_REPORTED_IR_QUARTERS,i064d083cd5b84f0eb5f70b79a2173a9f_D20220101-20221231,2023-02-09,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000010/hii-20221231.htm,cfcc6f7fd5211d6d8f36fcd6ed2a9b9a8d27927356fe1913e9b42f534685bf8e
2022Q4,10-K,ingalls_shipbuilding,operating_profit_usd,292000000.0,292000000.0,0.0,True,SEC_ANNUAL_VS_SUM_AS_REPORTED_IR_QUARTERS,i064d083cd5b84f0eb5f70b79a2173a9f_D20220101-20221231,2023-02-09,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000010/hii-20221231.htm,cfcc6f7fd5211d6d8f36fcd6ed2a9b9a8d27927356fe1913e9b42f534685bf8e
2022Q4,10-K,newport_news_shipbuilding,sales_usd,5852000000.0,5852000000.0,0.0,True,SEC_ANNUAL_VS_SUM_AS_REPORTED_IR_QUARTERS,i4b496f95e0c64463bf14af5ea5e86579_D20220101-20221231,2023-02-09,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000010/hii-20221231.htm,cfcc6f7fd5211d6d8f36fcd6ed2a9b9a8d27927356fe1913e9b42f534685bf8e
2022Q4,10-K,newport_news_shipbuilding,operating_profit_usd,357000000.0,357000000.0,0.0,True,SEC_ANNUAL_VS_SUM_AS_REPORTED_IR_QUARTERS,i4b496f95e0c64463bf14af5ea5e86579_D20220101-20221231,2023-02-09,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000010/hii-20221231.htm,cfcc6f7fd5211d6d8f36fcd6ed2a9b9a8d27927356fe1913e9b42f534685bf8e
2022Q4,10-K,mission_technologies,sales_usd,2387000000.0,2387000000.0,0.0,True,SEC_ANNUAL_VS_SUM_AS_REPORTED_IR_QUARTERS,i7112ae0382e34d6784747aa5b1f80122_D20220101-20221231,2023-02-09,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000010/hii-20221231.htm,cfcc6f7fd5211d6d8f36fcd6ed2a9b9a8d27927356fe1913e9b42f534685bf8e
2022Q4,10-K,mission_technologies,operating_profit_usd,63000000.0,63000000.0,0.0,True,SEC_ANNUAL_VS_SUM_AS_REPORTED_IR_QUARTERS,i7112ae0382e34d6784747aa5b1f80122_D20220101-20221231,2023-02-09,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000010/hii-20221231.htm,cfcc6f7fd5211d6d8f36fcd6ed2a9b9a8d27927356fe1913e9b42f534685bf8e
2023Q1,10-Q,ingalls_shipbuilding,sales_usd,577000000.0,577000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,i7b48ce8a37564cf2a55bc3b5c5ce7ccf_D20230101-20230331,2023-05-04,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000016/hii-20230331.htm,7677040d91a50e08f5092f2204c472ddc90d8ad7f1bdb3eca371625d64954a79
2023Q1,10-Q,ingalls_shipbuilding,operating_profit_usd,55000000.0,55000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,i7b48ce8a37564cf2a55bc3b5c5ce7ccf_D20230101-20230331,2023-05-04,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000016/hii-20230331.htm,7677040d91a50e08f5092f2204c472ddc90d8ad7f1bdb3eca371625d64954a79
2023Q1,10-Q,newport_news_shipbuilding,sales_usd,1506000000.0,1506000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,i3a73b2d056974e399b81d1772b0f3947_D20230101-20230331,2023-05-04,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000016/hii-20230331.htm,7677040d91a50e08f5092f2204c472ddc90d8ad7f1bdb3eca371625d64954a79
2023Q1,10-Q,newport_news_shipbuilding,operating_profit_usd,84000000.0,84000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,i3a73b2d056974e399b81d1772b0f3947_D20230101-20230331,2023-05-04,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000016/hii-20230331.htm,7677040d91a50e08f5092f2204c472ddc90d8ad7f1bdb3eca371625d64954a79
2023Q1,10-Q,mission_technologies,sales_usd,624000000.0,624000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,i546154cbf57e4c6892e1dbf273a353b4_D20230101-20230331,2023-05-04,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000016/hii-20230331.htm,7677040d91a50e08f5092f2204c472ddc90d8ad7f1bdb3eca371625d64954a79
2023Q1,10-Q,mission_technologies,operating_profit_usd,17000000.0,17000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,i546154cbf57e4c6892e1dbf273a353b4_D20230101-20230331,2023-05-04,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000016/hii-20230331.htm,7677040d91a50e08f5092f2204c472ddc90d8ad7f1bdb3eca371625d64954a79
2023Q2,10-Q,ingalls_shipbuilding,sales_usd,664000000.0,664000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,c-102,2023-08-03,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000026/hii-20230630.htm,240c989517686f107b5ebdb4e8faab041462605487b47ef2d93bb505ef3201e3
2023Q2,10-Q,ingalls_shipbuilding,operating_profit_usd,65000000.0,65000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,c-102,2023-08-03,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000026/hii-20230630.htm,240c989517686f107b5ebdb4e8faab041462605487b47ef2d93bb505ef3201e3
2023Q2,10-Q,newport_news_shipbuilding,sales_usd,1509000000.0,1509000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,c-103,2023-08-03,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000026/hii-20230630.htm,240c989517686f107b5ebdb4e8faab041462605487b47ef2d93bb505ef3201e3
2023Q2,10-Q,newport_news_shipbuilding,operating_profit_usd,95000000.0,95000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,c-103,2023-08-03,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000026/hii-20230630.htm,240c989517686f107b5ebdb4e8faab041462605487b47ef2d93bb505ef3201e3
2023Q2,10-Q,mission_technologies,sales_usd,645000000.0,645000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,c-104,2023-08-03,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000026/hii-20230630.htm,240c989517686f107b5ebdb4e8faab041462605487b47ef2d93bb505ef3201e3
2023Q2,10-Q,mission_technologies,operating_profit_usd,9000000.0,9000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,c-104,2023-08-03,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000026/hii-20230630.htm,240c989517686f107b5ebdb4e8faab041462605487b47ef2d93bb505ef3201e3
2023Q3,10-Q,ingalls_shipbuilding,sales_usd,711000000.0,711000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,c-103,2023-11-02,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000033/hii-20230930.htm,a978dd437797961c49f196e72ddcadbe80d8301e189d7eabf45e54dceab92f1e
2023Q3,10-Q,ingalls_shipbuilding,operating_profit_usd,73000000.0,73000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,c-103,2023-11-02,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000033/hii-20230930.htm,a978dd437797961c49f196e72ddcadbe80d8301e189d7eabf45e54dceab92f1e
2023Q3,10-Q,newport_news_shipbuilding,sales_usd,1453000000.0,1453000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,c-104,2023-11-02,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000033/hii-20230930.htm,a978dd437797961c49f196e72ddcadbe80d8301e189d7eabf45e54dceab92f1e
2023Q3,10-Q,newport_news_shipbuilding,operating_profit_usd,90000000.0,90000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,c-104,2023-11-02,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000033/hii-20230930.htm,a978dd437797961c49f196e72ddcadbe80d8301e189d7eabf45e54dceab92f1e
2023Q3,10-Q,mission_technologies,sales_usd,685000000.0,685000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,c-105,2023-11-02,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000033/hii-20230930.htm,a978dd437797961c49f196e72ddcadbe80d8301e189d7eabf45e54dceab92f1e
2023Q3,10-Q,mission_technologies,operating_profit_usd,24000000.0,24000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,c-105,2023-11-02,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000033/hii-20230930.htm,a978dd437797961c49f196e72ddcadbe80d8301e189d7eabf45e54dceab92f1e
2023Q4,10-K,ingalls_shipbuilding,sales_usd,2752000000.0,2752000000.0,0.0,True,SEC_ANNUAL_VS_SUM_AS_REPORTED_IR_QUARTERS,c-106,2024-02-01,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000007/hii-20231231.htm,0b3d953af66e8986f467784154cf686e260e45e7a548fc9f7d2ee216d54c771b
2023Q4,10-K,ingalls_shipbuilding,operating_profit_usd,362000000.0,362000000.0,0.0,True,SEC_ANNUAL_VS_SUM_AS_REPORTED_IR_QUARTERS,c-106,2024-02-01,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000007/hii-20231231.htm,0b3d953af66e8986f467784154cf686e260e45e7a548fc9f7d2ee216d54c771b
2023Q4,10-K,newport_news_shipbuilding,sales_usd,6133000000.0,6133000000.0,0.0,True,SEC_ANNUAL_VS_SUM_AS_REPORTED_IR_QUARTERS,c-107,2024-02-01,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000007/hii-20231231.htm,0b3d953af66e8986f467784154cf686e260e45e7a548fc9f7d2ee216d54c771b
2023Q4,10-K,newport_news_shipbuilding,operating_profit_usd,379000000.0,379000000.0,0.0,True,SEC_ANNUAL_VS_SUM_AS_REPORTED_IR_QUARTERS,c-107,2024-02-01,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000007/hii-20231231.htm,0b3d953af66e8986f467784154cf686e260e45e7a548fc9f7d2ee216d54c771b
2023Q4,10-K,mission_technologies,sales_usd,2699000000.0,2699000000.0,0.0,True,SEC_ANNUAL_VS_SUM_AS_REPORTED_IR_QUARTERS,c-108,2024-02-01,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000007/hii-20231231.htm,0b3d953af66e8986f467784154cf686e260e45e7a548fc9f7d2ee216d54c771b
2023Q4,10-K,mission_technologies,operating_profit_usd,101000000.0,101000000.0,0.0,True,SEC_ANNUAL_VS_SUM_AS_REPORTED_IR_QUARTERS,c-108,2024-02-01,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000007/hii-20231231.htm,0b3d953af66e8986f467784154cf686e260e45e7a548fc9f7d2ee216d54c771b
2024Q1,10-Q,ingalls_shipbuilding,sales_usd,655000000.0,655000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,c-64,2024-05-02,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000013/hii-20240331.htm,4fa47c55238b6f0d1cbaaa8e5eda90085126d50b324357ebebba460643ff2d3c
2024Q1,10-Q,ingalls_shipbuilding,operating_profit_usd,60000000.0,60000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,c-64,2024-05-02,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000013/hii-20240331.htm,4fa47c55238b6f0d1cbaaa8e5eda90085126d50b324357ebebba460643ff2d3c
2024Q1,10-Q,newport_news_shipbuilding,sales_usd,1434000000.0,1434000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,c-65,2024-05-02,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000013/hii-20240331.htm,4fa47c55238b6f0d1cbaaa8e5eda90085126d50b324357ebebba460643ff2d3c
2024Q1,10-Q,newport_news_shipbuilding,operating_profit_usd,82000000.0,82000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,c-65,2024-05-02,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000013/hii-20240331.htm,4fa47c55238b6f0d1cbaaa8e5eda90085126d50b324357ebebba460643ff2d3c
2024Q1,10-Q,mission_technologies,sales_usd,750000000.0,750000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,c-66,2024-05-02,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000013/hii-20240331.htm,4fa47c55238b6f0d1cbaaa8e5eda90085126d50b324357ebebba460643ff2d3c
2024Q1,10-Q,mission_technologies,operating_profit_usd,28000000.0,28000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,c-66,2024-05-02,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000013/hii-20240331.htm,4fa47c55238b6f0d1cbaaa8e5eda90085126d50b324357ebebba460643ff2d3c
2024Q2,10-Q,ingalls_shipbuilding,sales_usd,712000000.0,712000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,c-98,2024-08-01,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
2024Q2,10-Q,ingalls_shipbuilding,operating_profit_usd,56000000.0,56000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,c-98,2024-08-01,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
2024Q2,10-Q,newport_news_shipbuilding,sales_usd,1535000000.0,1535000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,c-99,2024-08-01,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
2024Q2,10-Q,newport_news_shipbuilding,operating_profit_usd,111000000.0,111000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,c-99,2024-08-01,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
2024Q2,10-Q,mission_technologies,sales_usd,765000000.0,765000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,c-100,2024-08-01,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
2024Q2,10-Q,mission_technologies,operating_profit_usd,36000000.0,36000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,c-100,2024-08-01,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000036/hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d
2024Q3,10-Q,ingalls_shipbuilding,sales_usd,664000000.0,664000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,c-110,2024-10-31,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000042/hii-20240930.htm,a97548189124c42ee0911ff7c7ced36c6a4efc1e1ea10025c2afdcd823b729e1
2024Q3,10-Q,ingalls_shipbuilding,operating_profit_usd,49000000.0,49000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,c-110,2024-10-31,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000042/hii-20240930.htm,a97548189124c42ee0911ff7c7ced36c6a4efc1e1ea10025c2afdcd823b729e1
2024Q3,10-Q,newport_news_shipbuilding,sales_usd,1412000000.0,1412000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,c-111,2024-10-31,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000042/hii-20240930.htm,a97548189124c42ee0911ff7c7ced36c6a4efc1e1ea10025c2afdcd823b729e1
2024Q3,10-Q,newport_news_shipbuilding,operating_profit_usd,15000000.0,15000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,c-111,2024-10-31,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000042/hii-20240930.htm,a97548189124c42ee0911ff7c7ced36c6a4efc1e1ea10025c2afdcd823b729e1
2024Q3,10-Q,mission_technologies,sales_usd,709000000.0,709000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,c-112,2024-10-31,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000042/hii-20240930.htm,a97548189124c42ee0911ff7c7ced36c6a4efc1e1ea10025c2afdcd823b729e1
2024Q3,10-Q,mission_technologies,operating_profit_usd,33000000.0,33000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,c-112,2024-10-31,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000042/hii-20240930.htm,a97548189124c42ee0911ff7c7ced36c6a4efc1e1ea10025c2afdcd823b729e1
2024Q4,10-K,ingalls_shipbuilding,sales_usd,2767000000.0,2767000000.0,0.0,True,SEC_ANNUAL_VS_SUM_AS_REPORTED_IR_QUARTERS,c-120,2025-02-06,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000006/hii-20241231.htm,db9afdddcf4eac67785bb07386819b59aa3c2a28addf94448fad93d2a661c5c3
2024Q4,10-K,ingalls_shipbuilding,operating_profit_usd,211000000.0,211000000.0,0.0,True,SEC_ANNUAL_VS_SUM_AS_REPORTED_IR_QUARTERS,c-120,2025-02-06,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000006/hii-20241231.htm,db9afdddcf4eac67785bb07386819b59aa3c2a28addf94448fad93d2a661c5c3
2024Q4,10-K,newport_news_shipbuilding,sales_usd,5969000000.0,5969000000.0,0.0,True,SEC_ANNUAL_VS_SUM_AS_REPORTED_IR_QUARTERS,c-121,2025-02-06,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000006/hii-20241231.htm,db9afdddcf4eac67785bb07386819b59aa3c2a28addf94448fad93d2a661c5c3
2024Q4,10-K,newport_news_shipbuilding,operating_profit_usd,246000000.0,246000000.0,0.0,True,SEC_ANNUAL_VS_SUM_AS_REPORTED_IR_QUARTERS,c-121,2025-02-06,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000006/hii-20241231.htm,db9afdddcf4eac67785bb07386819b59aa3c2a28addf94448fad93d2a661c5c3
2024Q4,10-K,mission_technologies,sales_usd,2937000000.0,2937000000.0,0.0,True,SEC_ANNUAL_VS_SUM_AS_REPORTED_IR_QUARTERS,c-122,2025-02-06,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000006/hii-20241231.htm,db9afdddcf4eac67785bb07386819b59aa3c2a28addf94448fad93d2a661c5c3
2024Q4,10-K,mission_technologies,operating_profit_usd,116000000.0,116000000.0,0.0,True,SEC_ANNUAL_VS_SUM_AS_REPORTED_IR_QUARTERS,c-122,2025-02-06,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000006/hii-20241231.htm,db9afdddcf4eac67785bb07386819b59aa3c2a28addf94448fad93d2a661c5c3
2025Q1,10-Q,ingalls_shipbuilding,sales_usd,637000000.0,637000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,c-65,2025-05-01,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000037/hii-20250331.htm,b1efdc3fd2c325117b31607fef86e968de29049cfdf95f6d8adb9e108cc70786
2025Q1,10-Q,ingalls_shipbuilding,operating_profit_usd,46000000.0,46000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,c-65,2025-05-01,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000037/hii-20250331.htm,b1efdc3fd2c325117b31607fef86e968de29049cfdf95f6d8adb9e108cc70786
2025Q1,10-Q,newport_news_shipbuilding,sales_usd,1396000000.0,1396000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,c-66,2025-05-01,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000037/hii-20250331.htm,b1efdc3fd2c325117b31607fef86e968de29049cfdf95f6d8adb9e108cc70786
2025Q1,10-Q,newport_news_shipbuilding,operating_profit_usd,85000000.0,85000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,c-66,2025-05-01,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000037/hii-20250331.htm,b1efdc3fd2c325117b31607fef86e968de29049cfdf95f6d8adb9e108cc70786
2025Q1,10-Q,mission_technologies,sales_usd,735000000.0,735000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,c-67,2025-05-01,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000037/hii-20250331.htm,b1efdc3fd2c325117b31607fef86e968de29049cfdf95f6d8adb9e108cc70786
2025Q1,10-Q,mission_technologies,operating_profit_usd,40000000.0,40000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,c-67,2025-05-01,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000037/hii-20250331.htm,b1efdc3fd2c325117b31607fef86e968de29049cfdf95f6d8adb9e108cc70786
2025Q2,10-Q,ingalls_shipbuilding,sales_usd,724000000.0,724000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,c-100,2025-07-31,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000099/hii-20250630.htm,9f28d3329cea57d5f484b236d530e6e9b5b8e9e3968dc050213ac298aa952b84
2025Q2,10-Q,ingalls_shipbuilding,operating_profit_usd,54000000.0,54000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,c-100,2025-07-31,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000099/hii-20250630.htm,9f28d3329cea57d5f484b236d530e6e9b5b8e9e3968dc050213ac298aa952b84
2025Q2,10-Q,newport_news_shipbuilding,sales_usd,1603000000.0,1603000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,c-101,2025-07-31,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000099/hii-20250630.htm,9f28d3329cea57d5f484b236d530e6e9b5b8e9e3968dc050213ac298aa952b84
2025Q2,10-Q,newport_news_shipbuilding,operating_profit_usd,82000000.0,82000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,c-101,2025-07-31,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000099/hii-20250630.htm,9f28d3329cea57d5f484b236d530e6e9b5b8e9e3968dc050213ac298aa952b84
2025Q2,10-Q,mission_technologies,sales_usd,791000000.0,791000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,c-102,2025-07-31,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000099/hii-20250630.htm,9f28d3329cea57d5f484b236d530e6e9b5b8e9e3968dc050213ac298aa952b84
2025Q2,10-Q,mission_technologies,operating_profit_usd,36000000.0,36000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,c-102,2025-07-31,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000099/hii-20250630.htm,9f28d3329cea57d5f484b236d530e6e9b5b8e9e3968dc050213ac298aa952b84
2025Q3,10-Q,ingalls_shipbuilding,sales_usd,828000000.0,828000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,c-99,2025-10-30,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000112/hii-20250930.htm,85ab8d8d07fd834c3e7182d97d540b714b3f719ad7d2bdbe371d9cacdbfb35e5
2025Q3,10-Q,ingalls_shipbuilding,operating_profit_usd,65000000.0,65000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,c-99,2025-10-30,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000112/hii-20250930.htm,85ab8d8d07fd834c3e7182d97d540b714b3f719ad7d2bdbe371d9cacdbfb35e5
2025Q3,10-Q,newport_news_shipbuilding,sales_usd,1617000000.0,1617000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,c-100,2025-10-30,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000112/hii-20250930.htm,85ab8d8d07fd834c3e7182d97d540b714b3f719ad7d2bdbe371d9cacdbfb35e5
