ticker,v1_consolidated_dcf_value_per_share,v1_reported_expectations_gap_pct,v1_gap_interpretation,v1_1_sotp_value_per_share,v1_1_minus_v1_value_per_share,v1_1_research_gap_pct,change_driver_1,change_driver_2,change_driver_3,investment_conclusion_allowed
CAT,185.61854994263183,-77.57959361409593,RETIRED_NOT_INTERPRETABLE_AS_MISPRICING,248.62051963982546,63.00196969719363,-69.96974123587157,RPO_RETIRED_DIRECT_FIRM_BACKLOG_DIAGNOSTIC,MPE_DEBT_ONLY_EV_TO_EQUITY_BRIDGE,FINANCIAL_PRODUCTS_RESIDUAL_INCOME_SOTP,False
