forecast_origin_fiscal_year,target_fiscal_year,firm_backlog_usd,not_expected_next_year_usd,expected_within_next_year_usd,historical_coverage_q25_pct,historical_coverage_median_pct,historical_coverage_q75_pct,candidate_revenue_low_usd,candidate_revenue_mid_usd,candidate_revenue_high_usd,selected_for_valuation,conditional_bridge
2025,2026,51200000000.0,19300000000.0,31900000000.000004,34.09701234432097,34.874537619636186,36.26900966289557,87953876591.87946,91470746789.3098,93556584013.47621,False,NEAR_TERM_BACKLOG_DIVIDED_BY_EMPIRICAL_REVENUE_COVERAGE
