ticker,forecast_origin_fiscal_year,target_fiscal_year,business,primary_anchor,selected_forecast_route,anchor_promoted,base_revenue_usd,near_term_growth_pct,year_one_revenue_usd,normalized_operating_margin_pct,year_one_ebit_usd,normalized_tax_rate_pct,year_one_nopat_usd,normalized_roic_pct,year_one_reinvestment_usd,year_one_fcff_usd,mpe_cost_of_debt_pct,mpe_cost_of_debt_method,mpe_wacc_pct,terminal_growth_pct,mpe_debt_used_usd,mpe_cash_used_usd,fp_funding_debt_excluded_usd,mpe_enterprise_value_usd,mpe_equity_value_usd,terminal_input_allowed,production_eligible
CAT,2025,2026,MP&E,FIRM_ORDER_BACKLOG_DIRECT_10_K,PRIOR_YEAR_MPE_REVENUE_BASELINE,False,63980000000.0,0.0,63980000000.0,17.011566114410755,10884000000.000002,20.499679692504806,8652814862.267778,49.37189223562976,0.0,8652814862.267778,5.2208225830930335,DIRECT_INTEREST_EX_FP_OVER_AVERAGE_MPE_DEBT,9.513809736590686,2.0,10990000000.0,9333000000.0,33617000000.0,108366144076.30968,106709144076.30968,False,False
