business,forecast_year,revenue_usd,growth_pct,ebit_usd,nopat_usd,reinvestment_rate,reinvestment_usd,fcff_usd,discount_factor,pv_fcff_usd,terminal_reinvestment_rate,terminal_fcff_usd,terminal_value_usd,pv_terminal_value_usd
MP&E,1,63980000000.0,0.0,10884000000.000002,8652814862.267778,0.0,0.0,8652814862.267778,1.0951380973659068,7901117569.6289425,,,,
MP&E,2,64299899999.99999,0.5,10938420000.0,8696078936.579117,0.010127219706583772,88067101.97653209,8608011834.602585,1.1993274523022184,7177365796.204132,,,,
MP&E,3,64942898999.99999,1.0,11047804200.0,8783039725.944908,0.020254439413167544,177895545.9925948,8605144179.952312,1.313429184232952,6551662079.122867,,,,
MP&E,4,65917042484.999985,1.5,11213521262.999998,8914785321.83408,0.030381659119751315,270845968.7737255,8643939353.060354,1.43838633784573,6009469866.0767145,,,,
MP&E,5,67235383334.69999,2.0,11437791688.26,9093081028.270763,0.04050887882633509,368350517.5322668,8724730510.738497,1.5752316773054873,5538696711.370473,0.04050887882633509,8899225120.953266,118438254799.2385,75187832053.90656
