scenario,valuation_method,book_equity_usd,normalized_roe_pct,cost_of_equity_pct,terminal_growth_pct,residual_income_value_usd,justified_price_to_book_value_usd,valuation_identity_error_usd,latest_profit_usd,finance_receivables_usd,funding_debt_usd,funding_cost_proxy_pct,revenue_yield_proxy_pct,funding_spread_proxy_pct,credit_loss_provision_pct_receivables,credit_loss_allowance_pct_receivables,production_input_allowed
BEAR,STABLE_GROWTH_RESIDUAL_INCOME,4841000000.0,16.06722939361935,10.670470138588223,2.0,7854182807.392685,7854182807.392684,9.5367431640625e-07,734000000.0,25150000000.0,33617000000.0,4.38059795635171,18.190497934784865,13.809899978433155,0.43339960238568587,1.1013916500994037,False
BASE,STABLE_GROWTH_RESIDUAL_INCOME,4841000000.0,16.214111909183693,9.670470138588223,2.0,8970834187.35831,8970834187.358309,1.9073486328125e-06,734000000.0,25150000000.0,33617000000.0,4.38059795635171,18.190497934784865,13.809899978433155,0.43339960238568587,1.1013916500994037,False
BULL,STABLE_GROWTH_RESIDUAL_INCOME,4841000000.0,16.392349449300927,8.670470138588223,2.0,10445045437.053988,10445045437.053986,1.9073486328125e-06,734000000.0,25150000000.0,33617000000.0,4.38059795635171,18.190497934784865,13.809899978433155,0.43339960238568587,1.1013916500994037,False
