valuation_date,official_market_close,analyst_average_target_median,analyst_target_upside_vs_close_pct,scenario_weighted_conditional_dcf_per_share,conditional_dcf_gap_vs_analyst_target_pct,finnworlds_reference_price_quality_pass,official_close_remains_reverse_dcf_target,analyst_target_used_to_fit_dcf,terminal_authority,production_promoted,status
2026-07-31,324.0150146484375,361.79544999999996,11.660087848877907,134.6643631885627,-62.77886767548826,False,True,False,False,False,CONSENSUS_EXPECTATIONS_OVERLAY_DIAGNOSTIC_ONLY
