company,fixed_oos_window,routes_tested_on_same_oos,same_oos_minimum_was_reported_as_champion_in_v5,v5_reported_route,v5_reported_mase,corrected_v51_class,clean_predeclared_route,clean_predeclared_mase,clean_predeclared_beats_naive,route_selection_leakage_present,prospective_champion_claim_allowed,forecast_reestimated_or_retuned
HII,2025Q1-2026Q2,6,True,PIT_INDUSTRY_BRIDGE,0.678151992455764,BEST_TESTED_DIAGNOSTIC,PREDECLARED_EQUAL_BLEND,0.8001205898680689,True,True,True,False
