ticker,subindustry,core_financial_complete,ttm_complete,valuation_source_complete,market_input_complete,sector,critical_gold_rows,critical_numeric_precision,critical_recall,hashed_sources,verified_hashed_sources,lineage_hash_coverage,forecast_oos_observations,revenue_mase,revenue_wape_pct,forecast_point_gate,forecast_validation_scope,uncertainty_gate,source_coverage_complete,financial_history_ready,critical_gold_scope_complete,source_span_coverage,silent_ambiguity_count,issuer_branches_in_core,positional_selectors_in_core,unresolved_critical_accounting_identities,llm_unverified_fact_count,profit_margin_mase,accounting_ready,market_ready,dcf_inputs_ready,legacy_conditional_dcf_available,parser_gold_scope,subindustry_code,industry_group,sec_form_regime,primary_target,price_anchor,quantity_anchor,cost_anchor,investment_anchor,economic_bridge,source_count,historical_pit_industry_sources,industry_pit_model_ready,terminal_input_allowed_x,production_promotable,quarterly_rows,quarterly_revenue_rows,quarterly_margin_rows,quarterly_model_profit_rows,model_profit_target_definition,model_profit_target_authority,annual_rows,reported_roic_rows,core_reinvestment_rows,innovation_reinvestment_rows,note_metric_mean_coverage_pct,company_forecast_history_ready,roic_reinvestment_research_ready,terminal_input_allowed_y,ir_directory_exists,ir_documents_in_window,first_ir_filing_date,latest_ir_filing_date,documents_with_price_evidence,documents_with_quantity_evidence,documents_with_cost_evidence,documents_with_investment_evidence,hash_mismatches,company_specific_numeric_parser_required,numerical_model_input_allowed,status,ifrs_status,ifrs_annual_rows,ifrs_operating_margin_rows,ifrs_roic_rows,ifrs_core_reinvestment_rows,quantity_anchor_rows,parser_rule_count,bls_series,dedicated_output_route,structural_cost_series,roic_observations,core_reinvestment_observations,innovation_reinvestment_observations,oos_observations,forecast_authority,route,rpo_quantity_route_ready,structural_cost_route_ready,context_datasets,ready_context_datasets,price_context_ready,quantity_context_ready,cost_context_ready,investment_context_ready,pqci_context_complete,historical_pit_model_input_allowed,prospective_context_allowed,authority,conditional_dcf_run,failed_gates,sec_status,quantity_status,terminal_evidence_eligible,oos_observations_performance,revenue_mase_performance,profit_margin_mase_performance,mean_revenue_level_ape_pct,forecast_authority_performance,conditional_valuation_allowed,conditional_dcf_run_valuation,failed_gates_valuation,latest_ir_source_status,latest_ir_frames,latest_ir_reviews,latest_ir_abstentions,narrative_precision,narrative_recall,industry_data_ready,terminal_input_ready,l0_source_ready,l0_failed_gates,l1_parser_ready,l1_failed_gates,narrative_evidence_ready,l2_economics_ready,l2_failed_gates,l3_valuation_ready,l3_failed_gates,highest_certification_level,strict_dcf_allowed,fair_value_authority,production_promoted
FANG,ep,True,True,True,True,ENERGY,,0.5370370370370371,0.5178571428571429,1.0,1.0,1.0,4.0,1.1197213930618404,100.94716224380176,False,TIME_AND_LOCO,,True,True,False,1.0,0,0,0,0,0,,True,True,True,True,NO_E_AND_P_KPI_GOLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PARSED,4,6,35,1.0,0.0,True,False,True,,False,critical_gold_scope|critical_precision|critical_recall,False,False,l1_parser|forecast_point_gate,False,l2_economics|terminal_authority,L0_SOURCE_READY,False,False,False
HAL,services,True,True,True,True,ENERGY,5.0,0.5370370370370371,0.5178571428571429,14.0,14.0,1.0,8.0,0.6954721885183079,1.7438264708480369,True,TIME_AND_LOCO_SELECTED_MODEL,False,True,True,False,1.0,0,0,0,0,0,,True,True,True,True,STRATIFIED_75_ROW_ENERGY_KPI_GOLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PARSED,13,3,38,1.0,0.0,True,False,True,,False,critical_gold_scope|critical_precision|critical_recall,False,False,l1_parser,False,l2_economics|terminal_authority,L0_SOURCE_READY,False,False,False
KMI,midstream,True,True,True,True,ENERGY,6.0,0.5370370370370371,0.5178571428571429,35.0,35.0,1.0,8.0,0.3902896606863135,3.2427494579396394,False,TIME_AND_LOCO_SELECTED_MODEL,True,True,True,False,1.0,0,0,0,0,0,,True,True,True,True,STRATIFIED_75_ROW_ENERGY_KPI_GOLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PARSED,6,5,39,1.0,0.0,True,False,True,,False,critical_gold_scope|critical_precision|critical_recall,False,False,l1_parser|forecast_point_gate,False,l2_economics|terminal_authority,L0_SOURCE_READY,False,False,False
MGY,ep,True,True,True,True,ENERGY,,0.5370370370370371,0.5178571428571429,1.0,1.0,1.0,4.0,1.3272858035058344,96.42017454482144,False,TIME_AND_LOCO,,True,True,False,1.0,0,0,0,0,0,,True,True,True,True,NO_E_AND_P_KPI_GOLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PARSED,1,2,13,1.0,0.0,True,False,True,,False,critical_gold_scope|critical_precision|critical_recall,False,False,l1_parser|forecast_point_gate,False,l2_economics|terminal_authority,L0_SOURCE_READY,False,False,False
MPC,refining,True,True,True,True,ENERGY,6.0,0.5370370370370371,0.5178571428571429,42.0,42.0,1.0,8.0,0.7976474771051755,5.22122883075605,True,TIME_AND_LOCO_SELECTED_MODEL,True,True,True,False,1.0,0,0,0,0,0,,True,True,True,True,STRATIFIED_75_ROW_ENERGY_KPI_GOLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PARSED,7,2,24,1.0,0.0,True,False,True,,False,critical_gold_scope|critical_precision|critical_recall,False,False,l1_parser,False,l2_economics|terminal_authority,L0_SOURCE_READY,False,False,False
MTDR,ep,True,True,True,True,ENERGY,,0.5370370370370371,0.5178571428571429,1.0,1.0,1.0,4.0,1.1931697841585718,114.29829250114852,False,TIME_AND_LOCO,,True,True,False,1.0,0,0,0,0,0,,True,True,True,True,NO_E_AND_P_KPI_GOLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PARSED,7,15,40,1.0,0.0,True,False,True,,False,critical_gold_scope|critical_precision|critical_recall,False,False,l1_parser|forecast_point_gate,False,l2_economics|terminal_authority,L0_SOURCE_READY,False,False,False
NOG,ep,True,True,True,True,ENERGY,,0.5370370370370371,0.5178571428571429,1.0,1.0,1.0,4.0,0.6166277623996751,29.19654656686534,False,TIME_AND_LOCO,,True,True,False,1.0,0,0,0,0,0,,True,True,True,True,NO_E_AND_P_KPI_GOLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PARSED,9,3,24,1.0,0.0,True,False,True,,False,critical_gold_scope|critical_precision|critical_recall,False,False,l1_parser|forecast_point_gate,False,l2_economics|terminal_authority,L0_SOURCE_READY,False,False,False
OVV,ep,True,True,True,True,ENERGY,,0.5370370370370371,0.5178571428571429,1.0,1.0,1.0,4.0,1.9697170877413748,56.72854485687487,False,TIME_AND_LOCO,,True,True,False,1.0,0,0,0,0,0,,True,True,True,True,NO_E_AND_P_KPI_GOLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO_ARCANA_IR_HTML,0,0,0,1.0,0.0,True,False,True,,False,critical_gold_scope|critical_precision|critical_recall,False,False,l1_parser|forecast_point_gate,False,l2_economics|terminal_authority,L0_SOURCE_READY,False,False,False
PR,ep,True,True,True,True,ENERGY,,0.5370370370370371,0.5178571428571429,1.0,1.0,1.0,4.0,0.558985532077338,21.48078590791772,True,TIME_AND_LOCO,,True,True,False,1.0,0,0,0,0,0,,True,True,True,True,NO_E_AND_P_KPI_GOLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PARSED,5,10,39,1.0,0.0,True,False,True,,False,critical_gold_scope|critical_precision|critical_recall,False,False,l1_parser,False,l2_economics|terminal_authority,L0_SOURCE_READY,False,False,False
PSX,refining,True,True,True,True,ENERGY,6.0,0.5370370370370371,0.5178571428571429,68.0,68.0,1.0,8.0,0.4815406893654153,4.251853484557191,True,TIME_AND_LOCO_SELECTED_MODEL,True,True,True,False,1.0,0,0,0,0,0,,True,True,True,True,STRATIFIED_75_ROW_ENERGY_KPI_GOLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PARSED,3,1,5,1.0,0.0,True,False,True,,False,critical_gold_scope|critical_precision|critical_recall,False,False,l1_parser,False,l2_economics|terminal_authority,L0_SOURCE_READY,False,False,False
RRC,ep,True,True,True,True,ENERGY,,0.5370370370370371,0.5178571428571429,1.0,1.0,1.0,4.0,1.5236470206408876,125.3747311827453,False,TIME_AND_LOCO,,True,True,False,1.0,0,0,0,0,0,,True,True,True,True,NO_E_AND_P_KPI_GOLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PARSED,5,4,21,1.0,0.0,True,False,True,,False,critical_gold_scope|critical_precision|critical_recall,False,False,l1_parser|forecast_point_gate,False,l2_economics|terminal_authority,L0_SOURCE_READY,False,False,False
SLB,services,True,True,True,True,ENERGY,5.0,0.5370370370370371,0.5178571428571429,30.0,30.0,1.0,8.0,0.6101675690364904,3.393533559996559,True,TIME_AND_LOCO_SELECTED_MODEL,False,True,True,False,1.0,0,0,0,0,0,,True,True,True,True,STRATIFIED_75_ROW_ENERGY_KPI_GOLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PARSED,32,22,106,1.0,0.0,True,False,True,,False,critical_gold_scope|critical_precision|critical_recall,False,False,l1_parser,False,l2_economics|terminal_authority,L0_SOURCE_READY,False,False,False
SM,ep,True,True,True,True,ENERGY,,0.5370370370370371,0.5178571428571429,1.0,1.0,1.0,4.0,1.4151639378051974,93.23560120383463,False,TIME_AND_LOCO,,True,True,False,1.0,0,0,0,0,0,,True,True,True,True,NO_E_AND_P_KPI_GOLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PARSED,5,9,17,1.0,0.0,True,False,True,,False,critical_gold_scope|critical_precision|critical_recall,False,False,l1_parser|forecast_point_gate,False,l2_economics|terminal_authority,L0_SOURCE_READY,False,False,False
VLO,refining,True,True,True,True,ENERGY,3.0,0.5370370370370371,0.5178571428571429,35.0,35.0,1.0,8.0,0.5993661410339195,4.34468160948039,True,TIME_AND_LOCO_SELECTED_MODEL,True,True,True,False,1.0,0,0,0,0,0,,True,True,True,True,STRATIFIED_75_ROW_ENERGY_KPI_GOLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PARSED,7,3,43,1.0,0.0,True,False,True,,False,critical_gold_scope|critical_precision|critical_recall,False,False,l1_parser,False,l2_economics|terminal_authority,L0_SOURCE_READY,False,False,False
WMB,midstream,True,True,True,True,ENERGY,6.0,0.5370370370370371,0.5178571428571429,38.0,38.0,1.0,8.0,0.6988781007385465,5.703649755048595,False,TIME_AND_LOCO_SELECTED_MODEL,True,True,True,False,1.0,0,0,0,0,0,,True,True,True,True,STRATIFIED_75_ROW_ENERGY_KPI_GOLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PARSED,8,6,35,1.0,0.0,True,False,True,,False,critical_gold_scope|critical_precision|critical_recall,False,False,l1_parser|forecast_point_gate,False,l2_economics|terminal_authority,L0_SOURCE_READY,False,False,False
XOM,integrated,True,True,True,True,ENERGY,9.0,0.5370370370370371,0.5178571428571429,52.0,52.0,1.0,8.0,1.0457471048113127,4.650338068296407,False,TIME_AND_LOCO_SELECTED_MODEL,True,True,True,False,1.0,0,0,0,0,0,,True,True,True,True,STRATIFIED_75_ROW_ENERGY_KPI_GOLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PARSED,2,2,20,1.0,0.0,True,False,True,,False,critical_gold_scope|critical_precision|critical_recall,False,False,l1_parser|forecast_point_gate,False,l2_economics|terminal_authority,L0_SOURCE_READY,False,False,False
ACCO,office_services,,,,,INDUSTRIALS,0.0,0.5370370370370371,0.5178571428571429,,,1.0,7.0,0.6740020731797043,5.835558254517678,False,FIXED_TIME_OOS,,True,True,False,1.0,0,0,0,0,0,1.0502022807165257,True,True,True,True,NO_FULL_CRITICAL_GOLD,office_services,Commercial Services,10-K_10-Q,sales_margin,product price,units and channel inventory,"paper, resin, freight and labor","inventory, tooling and restructuring",price x volume plus channel inventory -> sales; sourcing and mix -> margin,4.0,BLS,True,False,False,23.0,22.0,22.0,22.0,OPERATING_MARGIN,REPORTED_STANDARD_TAG,6.0,5.0,0.0,0.0,25.217391304347824,True,True,False,True,34.0,2021-02-16,2026-08-14,31.0,33.0,34.0,30.0,0.0,True,False,IR_HTML_EVIDENCE_READY,,,,,,,,2.0,False,1.0,5.0,0.0,0.0,7.0,MIXED,PIT_INDUSTRY_PRICE_COST,False,True,gdp_by_industry|input_output_requirements|manufacturing_orders_shipments_inventories|price_labor_activity,4.0,True,True,True,True,True,False,True,CURRENT_REVISED_CONTEXT_ONLY,True,,SEC_FORECAST_HISTORY_READY,IR_KPI_DISCOVERY_READY_NUMERIC_PARSER_REQUIRED,False,7.0,0.6740020731797043,1.0502022807165257,5.835558254517678,MIXED,True,True,,PARSED,12,9,28,1.0,0.0,True,False,True,,False,critical_gold_scope|critical_precision|critical_recall,False,False,l1_parser|forecast_point_gate,False,l2_economics|terminal_authority,L0_SOURCE_READY,False,False,False
ADT,security_alarm,,,,,INDUSTRIALS,0.0,0.5370370370370371,0.5178571428571429,,,1.0,7.0,1.3666256626851423,15.005934095310677,False,FIXED_TIME_OOS,,True,True,False,1.0,0,0,0,0,0,0.914003137750069,True,False,True,False,NO_FULL_CRITICAL_GOLD,security_alarm,Commercial Services,10-K_10-Q,recurring_revenue_ebitda,monthly recurring revenue per customer,"gross adds, attrition and subscriber base","installation, equipment and service labor",subscriber acquisition cost and capitalized equipment,opening subscribers + adds - attrition x ARPU -> recurring revenue,4.0,BLS,True,False,False,23.0,22.0,22.0,22.0,OPERATING_MARGIN,REPORTED_STANDARD_TAG,6.0,5.0,5.0,0.0,26.086956521739133,True,True,False,True,59.0,2021-01-19,2026-07-30,58.0,59.0,58.0,48.0,0.0,True,False,IR_HTML_EVIDENCE_READY,,,,,,,,1.0,False,0.0,5.0,5.0,0.0,7.0,MIXED,PIT_INDUSTRY_PRICE,False,False,gdp_by_industry|input_output_requirements|price_labor_activity,3.0,True,True,True,True,True,False,True,CURRENT_REVISED_CONTEXT_ONLY,False,market_ev|independent_wacc,SEC_FORECAST_HISTORY_READY,IR_KPI_DISCOVERY_READY_NUMERIC_PARSER_REQUIRED,False,7.0,1.3666256626851423,0.914003137750069,15.005934095310677,MIXED,False,False,market_ev|independent_wacc,PARSED,5,5,30,1.0,0.0,True,False,True,,False,critical_gold_scope|critical_precision|critical_recall,False,False,l1_parser|forecast_point_gate,False,l2_economics|market|terminal_authority,L0_SOURCE_READY,False,False,False
CARR,building_products,,,,,INDUSTRIALS,0.0,0.5370370370370371,0.5178571428571429,,,1.0,6.0,1.2227844219930932,21.42307289866419,False,FIXED_TIME_OOS,,True,True,False,1.0,0,0,0,0,0,1.134120011378803,True,True,True,False,NO_FULL_CRITICAL_GOLD,building_products,Capital Goods,10-K_10-Q,organic_sales_margin,equipment and aftermarket price,"HVAC equipment volumes, orders and installed base","metals, electronics and labor","capacity, product development and acquisitions",price x equipment/aftermarket volume -> sales; mix-price-cost -> margin,5.0,BLS,True,False,False,22.0,21.0,21.0,21.0,OPERATING_MARGIN,REPORTED_STANDARD_TAG,6.0,5.0,0.0,0.0,60.909090909090914,True,True,False,True,50.0,2021-02-05,2026-07-28,49.0,50.0,50.0,44.0,0.0,True,False,IR_HTML_EVIDENCE_READY,,,,,,,,4.0,True,3.0,5.0,0.0,0.0,6.0,DIAGNOSTIC_ONLY,PIT_INDUSTRY_PRICE_COST,False,True,gdp_by_industry|input_output_requirements|manufacturing_orders_shipments_inventories|new_residential_sales|price_labor_activity|residential_construction,6.0,True,True,True,True,True,False,True,CURRENT_REVISED_CONTEXT_ONLY,False,validated_forecast,SEC_FORECAST_HISTORY_READY,IR_KPI_DISCOVERY_READY_NUMERIC_PARSER_REQUIRED,False,6.0,1.2227844219930932,1.134120011378803,21.42307289866419,DIAGNOSTIC_ONLY,True,False,validated_forecast,PARSED,4,6,27,1.0,0.0,True,False,True,,False,critical_gold_scope|critical_precision|critical_recall,False,False,l1_parser|forecast_point_gate,False,l2_economics|terminal_authority,L0_SOURCE_READY,False,False,False
