version,issuer_document_unseen,registered_tickers,blind_issuers,blind_blocks,mention_recall,candidate_recall,candidate_precision,binding_recall,critical_precision,critical_recall,table_route_accuracy,v24_recall_milestone_50pct,precision_gate_99pct,l0_source_ready,l1_parser_ready,l2_economics_ready,l3_valuation_ready,strict_dcf_runs,forecast_snapshot_changed,dcf_kernel_changed,production_promoted,status
PLATFORM_V2_4_HIGH_RECALL_CANDIDATE_GENERATION,True,52,10,54,1.0,1.0,0.6785714285714286,0.7192982456140351,0.5370370370370371,0.5178571428571429,0.5882352941176471,True,False,52,0,0,0,0,False,False,False,HOLD_RESEARCH_UNFROZEN
