source,dataset,series_id,observation_period,vintage_value,release_date,available_at,revision_number,source_hash,vintage_status,pit_eligible
BLS_PUBLIC_API_V2,industrials_v1_4_segment_cost_drivers,WPU101,2026-07,374.1,,2026-09-02T21:59:07.345599+00:00,,0d01c1ceb7d7b42b7f04891c9249a358d9d768bf8865ba1114229f698dd2cf91,LATEST_REVISED_RELEASE_DATE_UNKNOWN,False
BLS_PUBLIC_API_V2,industrials_v1_4_segment_cost_drivers,WPU101,2026-06,365.233,,2026-09-02T21:59:07.345599+00:00,,0d01c1ceb7d7b42b7f04891c9249a358d9d768bf8865ba1114229f698dd2cf91,LATEST_REVISED_RELEASE_DATE_UNKNOWN,False
BLS_PUBLIC_API_V2,industrials_v1_4_segment_cost_drivers,WPU101,2026-05,358.001,,2026-09-02T21:59:07.345599+00:00,,0d01c1ceb7d7b42b7f04891c9249a358d9d768bf8865ba1114229f698dd2cf91,LATEST_REVISED_RELEASE_DATE_UNKNOWN,False
BLS_PUBLIC_API_V2,industrials_v1_4_segment_cost_drivers,WPU101,2026-04,352.627,,2026-09-02T21:59:07.345599+00:00,,0d01c1ceb7d7b42b7f04891c9249a358d9d768bf8865ba1114229f698dd2cf91,LATEST_REVISED_RELEASE_DATE_UNKNOWN,False
BLS_PUBLIC_API_V2,industrials_v1_4_segment_cost_drivers,WPU101,2026-03,346.719,,2026-09-02T21:59:07.345599+00:00,,0d01c1ceb7d7b42b7f04891c9249a358d9d768bf8865ba1114229f698dd2cf91,LATEST_REVISED_RELEASE_DATE_UNKNOWN,False
BLS_PUBLIC_API_V2,industrials_v1_4_segment_cost_drivers,WPU101,2026-02,340.509,,2026-09-02T21:59:07.345599+00:00,,0d01c1ceb7d7b42b7f04891c9249a358d9d768bf8865ba1114229f698dd2cf91,LATEST_REVISED_RELEASE_DATE_UNKNOWN,False
BLS_PUBLIC_API_V2,industrials_v1_4_segment_cost_drivers,WPU101,2026-01,329.774,,2026-09-02T21:59:07.345599+00:00,,0d01c1ceb7d7b42b7f04891c9249a358d9d768bf8865ba1114229f698dd2cf91,LATEST_REVISED_RELEASE_DATE_UNKNOWN,False
BLS_PUBLIC_API_V2,industrials_v1_4_segment_cost_drivers,WPU101,2025-12,323.978,,2026-09-02T21:59:07.345599+00:00,,0d01c1ceb7d7b42b7f04891c9249a358d9d768bf8865ba1114229f698dd2cf91,LATEST_REVISED_RELEASE_DATE_UNKNOWN,False
BLS_PUBLIC_API_V2,industrials_v1_4_segment_cost_drivers,WPU101,2025-11,307.944,,2026-09-02T21:59:07.345599+00:00,,0d01c1ceb7d7b42b7f04891c9249a358d9d768bf8865ba1114229f698dd2cf91,LATEST_REVISED_RELEASE_DATE_UNKNOWN,False
BLS_PUBLIC_API_V2,industrials_v1_4_segment_cost_drivers,WPU101,2025-10,313.812,,2026-09-02T21:59:07.345599+00:00,,0d01c1ceb7d7b42b7f04891c9249a358d9d768bf8865ba1114229f698dd2cf91,LATEST_REVISED_RELEASE_DATE_UNKNOWN,False
BLS_PUBLIC_API_V2,industrials_v1_4_segment_cost_drivers,WPU101,2025-09,317.52,,2026-09-02T21:59:07.345599+00:00,,0d01c1ceb7d7b42b7f04891c9249a358d9d768bf8865ba1114229f698dd2cf91,LATEST_REVISED_RELEASE_DATE_UNKNOWN,False
BLS_PUBLIC_API_V2,industrials_v1_4_segment_cost_drivers,WPU101,2025-08,320.719,,2026-09-02T21:59:07.345599+00:00,,0d01c1ceb7d7b42b7f04891c9249a358d9d768bf8865ba1114229f698dd2cf91,LATEST_REVISED_RELEASE_DATE_UNKNOWN,False
BLS_PUBLIC_API_V2,industrials_v1_4_segment_cost_drivers,WPU101,2025-07,318.105,,2026-09-02T21:59:07.345599+00:00,,0d01c1ceb7d7b42b7f04891c9249a358d9d768bf8865ba1114229f698dd2cf91,LATEST_REVISED_RELEASE_DATE_UNKNOWN,False
BLS_PUBLIC_API_V2,industrials_v1_4_segment_cost_drivers,WPU101,2025-06,320.657,,2026-09-02T21:59:07.345599+00:00,,0d01c1ceb7d7b42b7f04891c9249a358d9d768bf8865ba1114229f698dd2cf91,LATEST_REVISED_RELEASE_DATE_UNKNOWN,False
BLS_PUBLIC_API_V2,industrials_v1_4_segment_cost_drivers,WPU101,2025-05,333.703,,2026-09-02T21:59:07.345599+00:00,,0d01c1ceb7d7b42b7f04891c9249a358d9d768bf8865ba1114229f698dd2cf91,LATEST_REVISED_RELEASE_DATE_UNKNOWN,False
BLS_PUBLIC_API_V2,industrials_v1_4_segment_cost_drivers,WPU101,2025-04,320.642,,2026-09-02T21:59:07.345599+00:00,,0d01c1ceb7d7b42b7f04891c9249a358d9d768bf8865ba1114229f698dd2cf91,LATEST_REVISED_RELEASE_DATE_UNKNOWN,False
BLS_PUBLIC_API_V2,industrials_v1_4_segment_cost_drivers,WPU101,2025-03,312.996,,2026-09-02T21:59:07.345599+00:00,,0d01c1ceb7d7b42b7f04891c9249a358d9d768bf8865ba1114229f698dd2cf91,LATEST_REVISED_RELEASE_DATE_UNKNOWN,False
BLS_PUBLIC_API_V2,industrials_v1_4_segment_cost_drivers,WPU101,2025-02,296.547,,2026-09-02T21:59:07.345599+00:00,,0d01c1ceb7d7b42b7f04891c9249a358d9d768bf8865ba1114229f698dd2cf91,LATEST_REVISED_RELEASE_DATE_UNKNOWN,False
BLS_PUBLIC_API_V2,industrials_v1_4_segment_cost_drivers,WPU101,2025-01,286.655,,2026-09-02T21:59:07.345599+00:00,,0d01c1ceb7d7b42b7f04891c9249a358d9d768bf8865ba1114229f698dd2cf91,LATEST_REVISED_RELEASE_DATE_UNKNOWN,False
BLS_PUBLIC_API_V2,industrials_v1_4_segment_cost_drivers,WPU101,2024-12,288.188,,2026-09-02T21:59:07.345599+00:00,,0d01c1ceb7d7b42b7f04891c9249a358d9d768bf8865ba1114229f698dd2cf91,LATEST_REVISED_RELEASE_DATE_UNKNOWN,False
BLS_PUBLIC_API_V2,industrials_v1_4_segment_cost_drivers,WPU101,2024-11,297.911,,2026-09-02T21:59:07.345599+00:00,,0d01c1ceb7d7b42b7f04891c9249a358d9d768bf8865ba1114229f698dd2cf91,LATEST_REVISED_RELEASE_DATE_UNKNOWN,False
BLS_PUBLIC_API_V2,industrials_v1_4_segment_cost_drivers,WPU101,2024-10,294.235,,2026-09-02T21:59:07.345599+00:00,,0d01c1ceb7d7b42b7f04891c9249a358d9d768bf8865ba1114229f698dd2cf91,LATEST_REVISED_RELEASE_DATE_UNKNOWN,False
BLS_PUBLIC_API_V2,industrials_v1_4_segment_cost_drivers,WPU101,2024-09,291.516,,2026-09-02T21:59:07.345599+00:00,,0d01c1ceb7d7b42b7f04891c9249a358d9d768bf8865ba1114229f698dd2cf91,LATEST_REVISED_RELEASE_DATE_UNKNOWN,False
BLS_PUBLIC_API_V2,industrials_v1_4_segment_cost_drivers,WPU101,2024-08,295.464,,2026-09-02T21:59:07.345599+00:00,,0d01c1ceb7d7b42b7f04891c9249a358d9d768bf8865ba1114229f698dd2cf91,LATEST_REVISED_RELEASE_DATE_UNKNOWN,False
BLS_PUBLIC_API_V2,industrials_v1_4_segment_cost_drivers,WPU101,2024-07,301.282,,2026-09-02T21:59:07.345599+00:00,,0d01c1ceb7d7b42b7f04891c9249a358d9d768bf8865ba1114229f698dd2cf91,LATEST_REVISED_RELEASE_DATE_UNKNOWN,False
BLS_PUBLIC_API_V2,industrials_v1_4_segment_cost_drivers,WPU101,2024-06,308.611,,2026-09-02T21:59:07.345599+00:00,,0d01c1ceb7d7b42b7f04891c9249a358d9d768bf8865ba1114229f698dd2cf91,LATEST_REVISED_RELEASE_DATE_UNKNOWN,False
BLS_PUBLIC_API_V2,industrials_v1_4_segment_cost_drivers,WPU101,2024-05,314.168,,2026-09-02T21:59:07.345599+00:00,,0d01c1ceb7d7b42b7f04891c9249a358d9d768bf8865ba1114229f698dd2cf91,LATEST_REVISED_RELEASE_DATE_UNKNOWN,False
BLS_PUBLIC_API_V2,industrials_v1_4_segment_cost_drivers,WPU101,2024-04,314.128,,2026-09-02T21:59:07.345599+00:00,,0d01c1ceb7d7b42b7f04891c9249a358d9d768bf8865ba1114229f698dd2cf91,LATEST_REVISED_RELEASE_DATE_UNKNOWN,False
BLS_PUBLIC_API_V2,industrials_v1_4_segment_cost_drivers,WPU101,2024-03,321.137,,2026-09-02T21:59:07.345599+00:00,,0d01c1ceb7d7b42b7f04891c9249a358d9d768bf8865ba1114229f698dd2cf91,LATEST_REVISED_RELEASE_DATE_UNKNOWN,False
BLS_PUBLIC_API_V2,industrials_v1_4_segment_cost_drivers,WPU101,2024-02,344.739,,2026-09-02T21:59:07.345599+00:00,,0d01c1ceb7d7b42b7f04891c9249a358d9d768bf8865ba1114229f698dd2cf91,LATEST_REVISED_RELEASE_DATE_UNKNOWN,False
BLS_PUBLIC_API_V2,industrials_v1_4_segment_cost_drivers,WPU101,2024-01,338.362,,2026-09-02T21:59:07.345599+00:00,,0d01c1ceb7d7b42b7f04891c9249a358d9d768bf8865ba1114229f698dd2cf91,LATEST_REVISED_RELEASE_DATE_UNKNOWN,False
BLS_PUBLIC_API_V2,industrials_v1_4_segment_cost_drivers,WPU101,2023-12,325.503,,2026-09-02T21:59:07.345599+00:00,,0d01c1ceb7d7b42b7f04891c9249a358d9d768bf8865ba1114229f698dd2cf91,LATEST_REVISED_RELEASE_DATE_UNKNOWN,False
BLS_PUBLIC_API_V2,industrials_v1_4_segment_cost_drivers,WPU101,2023-11,314.569,,2026-09-02T21:59:07.345599+00:00,,0d01c1ceb7d7b42b7f04891c9249a358d9d768bf8865ba1114229f698dd2cf91,LATEST_REVISED_RELEASE_DATE_UNKNOWN,False
BLS_PUBLIC_API_V2,industrials_v1_4_segment_cost_drivers,WPU101,2023-10,316.875,,2026-09-02T21:59:07.345599+00:00,,0d01c1ceb7d7b42b7f04891c9249a358d9d768bf8865ba1114229f698dd2cf91,LATEST_REVISED_RELEASE_DATE_UNKNOWN,False
BLS_PUBLIC_API_V2,industrials_v1_4_segment_cost_drivers,WPU101,2023-09,323.71,,2026-09-02T21:59:07.345599+00:00,,0d01c1ceb7d7b42b7f04891c9249a358d9d768bf8865ba1114229f698dd2cf91,LATEST_REVISED_RELEASE_DATE_UNKNOWN,False
BLS_PUBLIC_API_V2,industrials_v1_4_segment_cost_drivers,WPU101,2023-08,331.341,,2026-09-02T21:59:07.345599+00:00,,0d01c1ceb7d7b42b7f04891c9249a358d9d768bf8865ba1114229f698dd2cf91,LATEST_REVISED_RELEASE_DATE_UNKNOWN,False
BLS_PUBLIC_API_V2,industrials_v1_4_segment_cost_drivers,WPU101,2023-07,335.16,,2026-09-02T21:59:07.345599+00:00,,0d01c1ceb7d7b42b7f04891c9249a358d9d768bf8865ba1114229f698dd2cf91,LATEST_REVISED_RELEASE_DATE_UNKNOWN,False
BLS_PUBLIC_API_V2,industrials_v1_4_segment_cost_drivers,WPU101,2023-06,348.799,,2026-09-02T21:59:07.345599+00:00,,0d01c1ceb7d7b42b7f04891c9249a358d9d768bf8865ba1114229f698dd2cf91,LATEST_REVISED_RELEASE_DATE_UNKNOWN,False
BLS_PUBLIC_API_V2,industrials_v1_4_segment_cost_drivers,WPU101,2023-05,356.02,,2026-09-02T21:59:07.345599+00:00,,0d01c1ceb7d7b42b7f04891c9249a358d9d768bf8865ba1114229f698dd2cf91,LATEST_REVISED_RELEASE_DATE_UNKNOWN,False
BLS_PUBLIC_API_V2,industrials_v1_4_segment_cost_drivers,WPU101,2023-04,347.827,,2026-09-02T21:59:07.345599+00:00,,0d01c1ceb7d7b42b7f04891c9249a358d9d768bf8865ba1114229f698dd2cf91,LATEST_REVISED_RELEASE_DATE_UNKNOWN,False
BLS_PUBLIC_API_V2,industrials_v1_4_segment_cost_drivers,WPU101,2023-03,340.753,,2026-09-02T21:59:07.345599+00:00,,0d01c1ceb7d7b42b7f04891c9249a358d9d768bf8865ba1114229f698dd2cf91,LATEST_REVISED_RELEASE_DATE_UNKNOWN,False
BLS_PUBLIC_API_V2,industrials_v1_4_segment_cost_drivers,WPU101,2023-02,332.616,,2026-09-02T21:59:07.345599+00:00,,0d01c1ceb7d7b42b7f04891c9249a358d9d768bf8865ba1114229f698dd2cf91,LATEST_REVISED_RELEASE_DATE_UNKNOWN,False
BLS_PUBLIC_API_V2,industrials_v1_4_segment_cost_drivers,WPU101,2023-01,323.534,,2026-09-02T21:59:07.345599+00:00,,0d01c1ceb7d7b42b7f04891c9249a358d9d768bf8865ba1114229f698dd2cf91,LATEST_REVISED_RELEASE_DATE_UNKNOWN,False
BLS_PUBLIC_API_V2,industrials_v1_4_segment_cost_drivers,WPU101,2022-12,322.678,,2026-09-02T21:59:07.345599+00:00,,0d01c1ceb7d7b42b7f04891c9249a358d9d768bf8865ba1114229f698dd2cf91,LATEST_REVISED_RELEASE_DATE_UNKNOWN,False
