validation_observations,minimum_observations_required,minimum_observations_met,full_chain_model_mae_usd,naive_prior_delta_mae_usd,full_chain_reinvestment_mase,upstream_forecast_errors_propagated,historical_pit_vintages_available,perimeter_exact,full_forecast_oos_validated,reinvestment_bridge_validated,status,terminal_input_allowed,production_eligible
1,3,False,273965536.4155452,1071000000.0,0.2558034887166622,True,False,False,False,False,FAIL_CLOSED_INSUFFICIENT_NON_PIT_FULL_CHAIN_OBSERVATIONS,False,False
