segment,period,output_price_yoy_pct,dedicated_cost_yoy_pct,historical_pit_eligible
construction,2021Q1,1.9596785563231522,11.806496130296852,False
construction,2021Q2,3.0994646379261637,27.88386780638877,False
construction,2021Q3,5.197603946441154,39.683987006552485,False
construction,2021Q4,9.261334835257639,43.43261524663712,False
construction,2022Q1,8.877627212389383,31.71496927071912,False
construction,2022Q2,11.538125170811696,22.036156505168137,False
construction,2022Q3,12.57246672928025,9.547370963608307,False
construction,2022Q4,9.468229605631118,-0.704024437495085,False
construction,2023Q1,12.014305254107494,-3.3046679241575267,False
construction,2023Q2,8.770135107983478,-4.958766929290979,False
construction,2023Q3,7.457019929422826,-4.022136849932503,False
construction,2023Q4,7.1161758560001065,0.28815946506284096,False
construction,2024Q1,4.194652178448166,1.4015001066806123,False
construction,2024Q2,3.76573656176189,-1.8460659485777935,False
construction,2024Q3,2.1829277747626996,-1.219571253601591,False
construction,2024Q4,1.4337949627043933,-2.6353528117058866,False
construction,2025Q1,0.6378665529199745,-2.650995229592697,False
construction,2025Q2,2.1516324488143335,2.0266653250174342,False
construction,2025Q3,3.9272517583859967,4.3319941903676344,False
construction,2025Q4,4.96717551214112,5.770353816579155,False
construction,2026Q1,4.834445750343552,7.1963411538024165,False
construction,2026Q2,3.368378324386123,7.592942061246017,False
power_energy,2021Q1,1.085057325728439,7.965136183751317,False
power_energy,2021Q2,1.3453524778583725,15.307500768629856,False
power_energy,2021Q3,1.9325625665246005,22.59590928538367,False
power_energy,2021Q4,2.7317972428752957,24.118256846954672,False
power_energy,2022Q1,4.690907235768817,19.591572742525724,False
power_energy,2022Q2,5.7485573692472824,15.858152143631289,False
power_energy,2022Q3,5.192648795676702,8.092380495811407,False
power_energy,2022Q4,5.94959003513254,3.663587044434258,False
power_energy,2023Q1,6.183013121910045,2.7861584052116664,False
power_energy,2023Q2,5.819905037438929,-1.135484298195803,False
power_energy,2023Q3,6.368455679308629,1.0127248659318906,False
power_energy,2023Q4,5.58114456489786,2.832147694079643,False
power_energy,2024Q1,4.898588319689319,4.309771996541549,False
power_energy,2024Q2,4.237607304114467,4.100870270501419,False
power_energy,2024Q3,3.9966530656777155,3.7155238840410316,False
power_energy,2024Q4,3.485422124076182,2.591156935888165,False
power_energy,2025Q1,3.3614864084614204,0.8997926574026205,False
power_energy,2025Q2,3.2268232739526215,3.8174548449363854,False
power_energy,2025Q3,2.9165068357925117,3.995776175977601,False
power_energy,2025Q4,3.067241410263517,3.9862525712437638,False
power_energy,2026Q1,3.0007891696001763,5.06268650404952,False
power_energy,2026Q2,3.597081017491389,4.512231207001899,False
resource,2021Q1,2.282157676348562,9.681050315408692,False
resource,2021Q2,2.9116684841875573,23.214631772533153,False
resource,2021Q3,7.986704140092971,33.205150784223555,False
resource,2021Q4,10.993551853842032,36.378812321947485,False
resource,2022Q1,13.104088822461835,26.475803529586592,False
resource,2022Q2,20.15301472925719,19.388471588713728,False
resource,2022Q3,15.305134711732382,9.474639359146071,False
resource,2022Q4,14.770307757105705,0.9344464411764237,False
resource,2023Q1,13.082781000636178,-1.1431681478200069,False
resource,2023Q2,10.19363532777604,-3.4914272451581403,False
resource,2023Q3,10.436234298508285,-2.9310915075484396,False
resource,2023Q4,9.702431871982942,0.9687831688703852,False
resource,2024Q1,10.613488073546119,1.8786824643678568,False
resource,2024Q2,7.561458156591416,-0.5919915501321309,False
resource,2024Q3,6.892100740982987,-0.23153114942056896,False
resource,2024Q4,4.618375528415819,-1.5631448667812835,False
resource,2025Q1,2.560733953815486,-1.7512284789298171,False
resource,2025Q2,1.4371113125080992,1.9841469214530028,False
resource,2025Q3,0.692250442722564,3.7496566253638286,False
resource,2025Q4,1.074901279325835,4.661315891929172,False
resource,2026Q1,1.1441785657264392,5.852414247441863,False
resource,2026Q2,2.5048780129982573,6.153119328615876,False
