parent_v1_2_architecture_verified,v1_3_lite_original_code_changed,dedicated_segment_sensor_roles_complete,ir_pq_bridge_gate_pass,pit_canonical_schema_ready,historical_pit_vintages_available,explicit_calibration_only,margin_freeze_gate_pass,reinvestment_full_chain_observations,reinvestment_bridge_validated,roic_model_changed,valuation_update_allowed,backlog_model_changed,backlog_oos_observations,pdf_parsing_deferred,research_complete,terminal_input_allowed,production_promoted,live_matched_observations
True,False,True,True,True,False,True,False,1,False,False,False,False,2,True,True,False,False,0/20
