fiscal_year,forecast_quarter_rows,training_annual_years,predicted_core_revenue_usd,actual_core_revenue_usd,core_revenue_ape_pct,predicted_core_ebit_usd,actual_core_ebit_usd,predicted_core_nopat_usd,actual_core_nopat_usd,prior_core_to_mpe_revenue_scale,predicted_mpe_revenue_usd,prior_median_sales_to_capital,predicted_reinvestment_usd,actual_delta_invested_capital_usd,naive_prior_delta_invested_capital_usd,absolute_error_usd,naive_absolute_error_usd,pipeline,perimeter_status,historical_pit_input,performance_claim_allowed
2025,12,4,68642990524.67936,69695000000.0,1.5094475576736377,14333004417.415428,13088000000.0,11429840062.561783,10437012532.90926,0.9194887317190122,63116456298.9376,3.2594212458679923,537965536.4155452,264000000.0,-807000000.0,273965536.4155452,1071000000.0,INDUSTRY_SENSORS_TO_PQ_TO_MARGIN_TO_NOPAT_TO_REINVESTMENT,CORE_SEGMENTS_SCALED_TO_MPE_USING_PRIOR_YEAR_REPORTED_RATIO,False,False
