period,segment,sales_usd,segment_profit_usd,operating_cost_usd,comparable_prior_sales_usd,comparable_prior_segment_profit_usd,comparable_prior_operating_cost_usd,segment_margin_pct,prior_margin_pct,margin_delta_pct_points,actual_cost_growth_pct,volume_contribution_pct,price_contribution_pct,currency_other_contribution_pct,reported_revenue_growth_pct,output_price_yoy_pct,dedicated_cost_yoy_pct,historical_pit_eligible,industry_revenue_signal_pct,historical_pit_input
2023Q1,construction,6746000000.0,1790000000.0,4956000000.0,6115000000.0,1057000000.0,5058000000.0,26.53424251408242,17.285363859362224,9.248878654720194,-2.0166073546856467,-2.829108748977923,15.404742436631235,-2.256745707277187,10.318887980376118,12.014305254107494,-3.3046679241575267,False,11.690203973308934,False
2023Q1,power_energy,6254000000.0,1057000000.0,5197000000.0,5038000000.0,538000000.0,4500000000.0,16.901183242724656,10.678840809845177,6.222342432879479,15.48888888888888,12.326319968241366,9.527590313616514,2.2826518459706233,24.136562127828512,6.183013121910045,2.7861584052116664,False,3.2434145761145285,False
2023Q1,resource,3427000000.0,764000000.0,2663000000.0,2830000000.0,361000000.0,2469000000.0,22.293551210971696,12.756183745583039,9.537367465388657,7.857432158768731,5.5477031802120145,16.67844522968198,-1.1307420494699647,21.095406360424022,13.082781000636178,-1.1431681478200069,False,14.293499390926506,False
2023Q2,construction,7154000000.0,1803000000.0,5351000000.0,6033000000.0,989000000.0,5044000000.0,25.202683813251326,16.393170893419526,8.8095129198318,6.0864393338620175,10.044753853804078,10.425990386209183,-1.8896071606166087,18.581137079396655,8.770135107983478,-4.958766929290979,False,7.898923040760608,False
2023Q2,power_energy,7219000000.0,1269000000.0,5950000000.0,5705000000.0,659000000.0,5046000000.0,17.578611996121346,11.551270815074496,6.02734118104685,17.915180340864055,16.33654688869413,7.309377738825591,2.892199824715162,26.538124452234896,5.819905037438929,-1.135484298195803,False,2.1912858045968653,False
2023Q2,resource,3563000000.0,740000000.0,2823000000.0,2961000000.0,355000000.0,2606000000.0,20.76901487510525,11.98919284025667,8.779822034848578,8.326937835763616,8.443093549476528,12.664640324214794,-0.7767646065518407,20.330969267139494,10.19363532777604,-3.4914272451581403,False,8.810404721780632,False
2023Q3,construction,6999000000.0,1847000000.0,5152000000.0,6276000000.0,1209000000.0,5067000000.0,26.38948421203029,19.263862332695986,7.125621879334304,1.677521215709504,0.9878903760356916,10.548119821542384,-0.015933715742511154,11.520076481835574,7.457019929422826,-4.022136849932503,False,4.106373824878459,False
2023Q3,power_energy,6859000000.0,1181000000.0,5678000000.0,6186000000.0,935000000.0,5251000000.0,17.218253389706955,15.1147752990624,2.103478090644556,8.13178442201486,6.708697057872616,4.8173294536049145,-0.6466214031684449,10.879405108309086,6.368455679308629,1.0127248659318906,False,0.8069844110137725,False
2023Q3,resource,3351000000.0,730000000.0,2621000000.0,3087000000.0,506000000.0,2581000000.0,21.78454192778275,16.391318432134756,5.3932234956479945,1.5497869043006602,-2.623906705539359,10.884353741496598,0.2915451895043732,8.551992225461618,10.436234298508285,-2.9310915075484396,False,5.005822274118747,False
2023Q4,construction,6519000000.0,1535000000.0,4984000000.0,6845000000.0,1488000000.0,5357000000.0,23.546556220279182,21.738495252008764,1.8080609682704178,-6.962852342729136,-11.818845872899928,6.501095690284879,0.5551497443389336,-4.76260043827611,7.1161758560001065,0.28815946506284096,False,0.5422227255224481,False
2023Q4,power_energy,7669000000.0,1429000000.0,6240000000.0,6823000000.0,1177000000.0,5646000000.0,18.63345938192724,17.250476330060092,1.3829830518671464,10.520722635494153,8.222189652645463,4.470174410083541,-0.29312619082515023,12.39923787190385,5.58114456489786,2.832147694079643,False,-1.5998122325432127,False
2023Q4,resource,3242000000.0,600000000.0,2642000000.0,3436000000.0,605000000.0,2831000000.0,18.507094386181368,17.60768335273574,0.8994110334456273,-6.676086188625931,-12.805587892898721,6.955762514551804,0.2037252619324796,-5.646100116414431,9.702431871982942,0.9687831688703852,False,1.4343485112221117,False
2024Q1,construction,6424000000.0,1764000000.0,4660000000.0,6746000000.0,1790000000.0,4956000000.0,27.45952677459527,26.53424251408242,0.92528426051285,-5.972558514931393,-6.878150014823599,2.949896234805811,-0.8449451526830715,-4.773198932700865,4.194652178448166,1.4015001066806123,False,0.297491965220769,False
2024Q1,power_energy,6681000000.0,1301000000.0,5380000000.0,6254000000.0,1057000000.0,5197000000.0,19.473132764556205,16.901183242724656,2.5719495218315487,3.521262266692318,3.693636072913335,3.2299328429804923,-0.09593859929645027,6.827630316597393,4.898588319689319,4.309771996541549,False,-1.9194985864544405,False
2024Q1,resource,3193000000.0,730000000.0,2463000000.0,3427000000.0,764000000.0,2663000000.0,22.862511744440965,22.293551210971696,0.5689605334692693,-7.510326699211419,-12.401517362124306,5.048147067405894,0.5252407353370294,-6.828129559381381,10.613488073546119,1.8786824643678568,False,-9.547158235866531,False
2024Q2,construction,6683000000.0,1741000000.0,4942000000.0,7154000000.0,1803000000.0,5351000000.0,26.051174622175672,25.202683813251326,0.8484908089243461,-7.643431134367404,-8.21917808219178,2.488118535085267,-0.8526698350573106,-6.583729382163824,3.76573656176189,-1.8460659485777935,False,-1.9806863881389771,False
2024Q2,power_energy,7337000000.0,1525000000.0,5812000000.0,7219000000.0,1269000000.0,5950000000.0,20.785062014447323,17.578611996121346,3.2064500183259774,-2.3193277310924287,-1.7869511012605623,3.6570162072309182,-0.23548968001108186,1.6345754259592837,4.237607304114467,4.100870270501419,False,-2.8330151585200025,False
2024Q2,resource,3206000000.0,718000000.0,2488000000.0,3563000000.0,740000000.0,2823000000.0,22.395508421709295,20.76901487510525,1.6264935466040455,-11.866808359900816,-13.331462250912152,3.732809430255403,-0.4209935447656469,-10.019646365422403,7.561458156591416,-0.5919915501321309,False,-9.528701229787064,False
2024Q3,construction,6345000000.0,1486000000.0,4859000000.0,6999000000.0,1847000000.0,5152000000.0,23.42001576044129,26.38948421203029,-2.969468451588998,-5.687111801242239,-6.543791970281469,-2.100300042863266,-0.7001000142877554,-9.344192027432484,2.1829277747626996,-1.219571253601591,False,-9.03333621503685,False
