sensor_id,series_id,series_title,role,segment,weight,sign_prior,source_grade,quarter,quarterly_value,months_in_quarter,yoy_pct,full_quarter,weighted_yoy_pct,period,vintage_status,historical_pit_eligible
steel_input,WPU101,Iron and steel PPI,material,construction,0.3,negative,A,2020Q1,210.6,3,,True,,2020Q1,LATEST_REVISED_NOT_HISTORICAL_PIT,False
steel_input,WPU101,Iron and steel PPI,material,construction,0.3,negative,A,2020Q2,203.9,3,,True,,2020Q2,LATEST_REVISED_NOT_HISTORICAL_PIT,False
steel_input,WPU101,Iron and steel PPI,material,construction,0.3,negative,A,2020Q3,202.16666666666666,3,,True,,2020Q3,LATEST_REVISED_NOT_HISTORICAL_PIT,False
steel_input,WPU101,Iron and steel PPI,material,construction,0.3,negative,A,2020Q4,216.4,3,,True,,2020Q4,LATEST_REVISED_NOT_HISTORICAL_PIT,False
steel_input,WPU101,Iron and steel PPI,material,construction,0.3,negative,A,2021Q1,267.8333333333333,3,27.176321620766064,True,8.15289648622982,2021Q1,LATEST_REVISED_NOT_HISTORICAL_PIT,False
steel_input,WPU101,Iron and steel PPI,material,construction,0.3,negative,A,2021Q2,336.26666666666665,3,64.91744319110676,True,19.475232957332025,2021Q2,LATEST_REVISED_NOT_HISTORICAL_PIT,False
steel_input,WPU101,Iron and steel PPI,material,construction,0.3,negative,A,2021Q3,394.57200000000006,3,95.17164056059362,True,28.551492168178083,2021Q3,LATEST_REVISED_NOT_HISTORICAL_PIT,False
steel_input,WPU101,Iron and steel PPI,material,construction,0.3,negative,A,2021Q4,428.20966666666664,3,97.87877387553911,True,29.36363216266173,2021Q4,LATEST_REVISED_NOT_HISTORICAL_PIT,False
steel_input,WPU101,Iron and steel PPI,material,construction,0.3,negative,A,2022Q1,405.24399999999997,3,51.304542626011205,True,15.391362787803361,2022Q1,LATEST_REVISED_NOT_HISTORICAL_PIT,False
steel_input,WPU101,Iron and steel PPI,material,construction,0.3,negative,A,2022Q2,414.23466666666667,3,23.186360031720852,True,6.955908009516255,2022Q2,LATEST_REVISED_NOT_HISTORICAL_PIT,False
steel_input,WPU101,Iron and steel PPI,material,construction,0.3,negative,A,2022Q3,373.4123333333334,3,-5.3626883475428215,True,-1.6088065042628463,2022Q3,LATEST_REVISED_NOT_HISTORICAL_PIT,False
steel_input,WPU101,Iron and steel PPI,material,construction,0.3,negative,A,2022Q4,329.13933333333335,3,-23.135940415481816,True,-6.940782124644545,2022Q4,LATEST_REVISED_NOT_HISTORICAL_PIT,False
steel_input,WPU101,Iron and steel PPI,material,construction,0.3,negative,A,2023Q1,332.301,3,-17.99977297628096,True,-5.399931892884287,2023Q1,LATEST_REVISED_NOT_HISTORICAL_PIT,False
steel_input,WPU101,Iron and steel PPI,material,construction,0.3,negative,A,2023Q2,350.882,3,-15.29390747917444,True,-4.588172243752331,2023Q2,LATEST_REVISED_NOT_HISTORICAL_PIT,False
steel_input,WPU101,Iron and steel PPI,material,construction,0.3,negative,A,2023Q3,330.07033333333334,3,-11.607008159880461,True,-3.4821024479641385,2023Q3,LATEST_REVISED_NOT_HISTORICAL_PIT,False
steel_input,WPU101,Iron and steel PPI,material,construction,0.3,negative,A,2023Q4,318.9823333333333,3,-3.085927135215294,True,-0.9257781405645882,2023Q4,LATEST_REVISED_NOT_HISTORICAL_PIT,False
steel_input,WPU101,Iron and steel PPI,material,construction,0.3,negative,A,2024Q1,334.74600000000004,3,0.7357787066545329,True,0.22073361199635988,2024Q1,LATEST_REVISED_NOT_HISTORICAL_PIT,False
steel_input,WPU101,Iron and steel PPI,material,construction,0.3,negative,A,2024Q2,312.3023333333333,3,-10.995054367755175,True,-3.2985163103265527,2024Q2,LATEST_REVISED_NOT_HISTORICAL_PIT,False
steel_input,WPU101,Iron and steel PPI,material,construction,0.3,negative,A,2024Q3,296.08733333333333,3,-10.295684455131282,True,-3.0887053365393844,2024Q3,LATEST_REVISED_NOT_HISTORICAL_PIT,False
steel_input,WPU101,Iron and steel PPI,material,construction,0.3,negative,A,2024Q4,293.4446666666667,3,-8.005981522487648,True,-2.4017944567462943,2024Q4,LATEST_REVISED_NOT_HISTORICAL_PIT,False
steel_input,WPU101,Iron and steel PPI,material,construction,0.3,negative,A,2025Q1,298.73266666666666,3,-10.758405875897958,True,-3.2275217627693875,2025Q1,LATEST_REVISED_NOT_HISTORICAL_PIT,False
steel_input,WPU101,Iron and steel PPI,material,construction,0.3,negative,A,2025Q2,325.00066666666663,3,4.066038571597819,True,1.2198115714793456,2025Q2,LATEST_REVISED_NOT_HISTORICAL_PIT,False
steel_input,WPU101,Iron and steel PPI,material,construction,0.3,negative,A,2025Q3,318.78133333333335,3,7.664630480646473,True,2.299389144193942,2025Q3,LATEST_REVISED_NOT_HISTORICAL_PIT,False
steel_input,WPU101,Iron and steel PPI,material,construction,0.3,negative,A,2025Q4,315.24466666666666,3,7.42899853919079,True,2.228699561757237,2025Q4,LATEST_REVISED_NOT_HISTORICAL_PIT,False
steel_input,WPU101,Iron and steel PPI,material,construction,0.3,negative,A,2026Q1,339.00066666666663,3,13.479610532493936,True,4.043883159748181,2026Q1,LATEST_REVISED_NOT_HISTORICAL_PIT,False
steel_input,WPU101,Iron and steel PPI,material,construction,0.3,negative,A,2026Q2,358.6203333333333,3,10.344491601042872,True,3.1033474803128613,2026Q2,LATEST_REVISED_NOT_HISTORICAL_PIT,False
steel_input,WPU101,Iron and steel PPI,material,construction,0.3,negative,A,2026Q3,374.1,1,17.353169989041596,False,5.205950996712478,2026Q3,LATEST_REVISED_NOT_HISTORICAL_PIT,False
fabricated_metal_input,WPU107,Fabricated structural metal products PPI,material,construction,0.2,negative,B,2020Q1,238.20000000000002,3,,True,,2020Q1,LATEST_REVISED_NOT_HISTORICAL_PIT,False
fabricated_metal_input,WPU107,Fabricated structural metal products PPI,material,construction,0.2,negative,B,2020Q2,238.33333333333334,3,,True,,2020Q2,LATEST_REVISED_NOT_HISTORICAL_PIT,False
fabricated_metal_input,WPU107,Fabricated structural metal products PPI,material,construction,0.2,negative,B,2020Q3,238.4333333333333,3,,True,,2020Q3,LATEST_REVISED_NOT_HISTORICAL_PIT,False
fabricated_metal_input,WPU107,Fabricated structural metal products PPI,material,construction,0.2,negative,B,2020Q4,239.66666666666666,3,,True,,2020Q4,LATEST_REVISED_NOT_HISTORICAL_PIT,False
fabricated_metal_input,WPU107,Fabricated structural metal products PPI,material,construction,0.2,negative,B,2021Q1,253.9,3,6.591099916036947,True,1.3182199832073893,2021Q1,LATEST_REVISED_NOT_HISTORICAL_PIT,False
fabricated_metal_input,WPU107,Fabricated structural metal products PPI,material,construction,0.2,negative,B,2021Q2,284.2,3,19.24475524475524,True,3.848951048951048,2021Q2,LATEST_REVISED_NOT_HISTORICAL_PIT,False
fabricated_metal_input,WPU107,Fabricated structural metal products PPI,material,construction,0.2,negative,B,2021Q3,317.0536666666667,3,32.97371732140364,True,6.594743464280729,2021Q3,LATEST_REVISED_NOT_HISTORICAL_PIT,False
fabricated_metal_input,WPU107,Fabricated structural metal products PPI,material,construction,0.2,negative,B,2021Q4,339.5613333333333,3,41.680667593880386,True,8.336133518776078,2021Q4,LATEST_REVISED_NOT_HISTORICAL_PIT,False
fabricated_metal_input,WPU107,Fabricated structural metal products PPI,material,construction,0.2,negative,B,2022Q1,355.4056666666667,3,39.978600498884084,True,7.995720099776817,2022Q1,LATEST_REVISED_NOT_HISTORICAL_PIT,False
fabricated_metal_input,WPU107,Fabricated structural metal products PPI,material,construction,0.2,negative,B,2022Q2,371.57300000000004,3,30.743490499648154,True,6.148698099929631,2022Q2,LATEST_REVISED_NOT_HISTORICAL_PIT,False
fabricated_metal_input,WPU107,Fabricated structural metal products PPI,material,construction,0.2,negative,B,2022Q3,371.4893333333334,3,17.169227922507346,True,3.4338455845014693,2022Q3,LATEST_REVISED_NOT_HISTORICAL_PIT,False
fabricated_metal_input,WPU107,Fabricated structural metal products PPI,material,construction,0.2,negative,B,2022Q4,363.72700000000003,3,7.116730998032761,True,1.4233461996065522,2022Q4,LATEST_REVISED_NOT_HISTORICAL_PIT,False
