year,segment,quarters,revenue_usd,operating_income_usd,period,fixed_price_risk_share_pct,net_cumulative_catchup_adjustment_usd,reported_margin_pct,catchup_effect_pct_of_segment_revenue,catchup_neutral_margin_pct,contract_mix_is_ex_post_annual,contract_vintage_margin_identified,causal_claim_allowed
2023,ingalls_shipbuilding,4,2752000000.0,362000000.0,2023,91.10462996718921,91000000.0,13.154069767441861,3.3066860465116283,9.847383720930232,True,False,False
2023,mission_technologies,4,2699000000.0,101000000.0,2023,12.708252615265403,18000000.0,3.742126713597629,0.6669136717302705,3.075213041867358,True,False,False
2023,newport_news_shipbuilding,4,6133000000.0,379000000.0,2023,54.94290375203915,9000000.0,6.179683678460786,0.14674710582096853,6.032936572639818,True,False,False
2024,ingalls_shipbuilding,4,2767000000.0,211000000.0,2024,87.85791953606378,14000000.0,7.625587278641127,0.5059631369714492,7.119624141669679,True,False,False
2024,mission_technologies,4,2937000000.0,116000000.0,2024,12.526690391459075,14000000.0,3.949608443990466,0.4766768811712632,3.472931562819203,True,False,False
2024,newport_news_shipbuilding,4,5969000000.0,246000000.0,2024,52.531009051290646,-154000000.0,4.121293348969677,-2.579996649355001,6.701289998324677,True,False,False
2025,ingalls_shipbuilding,4,3078000000.0,233000000.0,2025,84.73581213307241,16000000.0,7.569850552306693,0.5198180636777128,7.05003248862898,True,False,False
2025,mission_technologies,4,3044000000.0,153000000.0,2025,14.251373626373624,20000000.0,5.026281208935611,0.657030223390276,4.369250985545335,True,False,False
2025,newport_news_shipbuilding,4,6507000000.0,331000000.0,2025,48.063326160467255,-64000000.0,5.086829568157369,-0.9835561702781619,6.070385738435531,True,False,False
