as_of_date,guidance_vintages,realized_guidance_years,material_guidance_revision_rows,latest_fixed_price_risk_share_pct,recent_contemporaneous_ttm_windows,recent_contemporaneous_normalized_max_pct,mission_fy26_guided_margin_pct,mission_normalized_max_pct,operational_mechanisms_supporting_8_to_10_pct,shipbuilding_pit_price_cost_gap_pp,bls_labor_input_proxy_yoy_pct,valuation_upgrade_allowed,fair_value_claim_allowed,terminal_authority,production_promoted,live_forward_matched_observations,status
2026-07-31,18,4,1,49.06377998829725,11,6.163492121602096,5.0,4.593522802379379,0,-15.606454401687024,5.61646019869988,False,False,False,False,0/20,MARGIN_MECHANISM_RESEARCH_COMPLETE_NO_STRUCTURAL_8_TO_10PCT_PROOF
