series_id,series_title,reference_period,current_value,prior_year_value,year_over_year_pct,pit_model_input_allowed,authority,composite_labor_input_cost_proxy_yoy_pct,scope_limitation
CES3133600002,"Transportation equipment manufacturing average weekly hours, seasonally adjusted proxy",2026M06,42.2,41.5,1.6867469879518149,False,CURRENT_REVISED_MECHANISM_DIAGNOSTIC_NOT_PIT_MODEL_INPUT,5.61646019869988,Employment is ship-building specific; hours and earnings are broader transportation-equipment proxies.
CES3133600003,"Transportation equipment manufacturing average hourly earnings, seasonally adjusted proxy",2026M06,43.99,42.08,4.53897338403042,False,CURRENT_REVISED_MECHANISM_DIAGNOSTIC_NOT_PIT_MODEL_INPUT,5.61646019869988,Employment is ship-building specific; hours and earnings are broader transportation-equipment proxies.
CES3133660001,"Ship and boat building employment, seasonally adjusted",2026M06,149.2,149.4,-0.13386880856761652,False,CURRENT_REVISED_MECHANISM_DIAGNOSTIC_NOT_PIT_MODEL_INPUT,5.61646019869988,Employment is ship-building specific; hours and earnings are broader transportation-equipment proxies.
CES3133661101,"Ship building and repairing employment, seasonally adjusted",2026M06,107.8,108.5,-0.6451612903225823,False,CURRENT_REVISED_MECHANISM_DIAGNOSTIC_NOT_PIT_MODEL_INPUT,5.61646019869988,Employment is ship-building specific; hours and earnings are broader transportation-equipment proxies.
