catchup_neutral_observations,historical_median_operating_margin_pct,historical_q90_operating_margin_pct,historical_max_operating_margin_pct,fy26_guided_operating_margin_pct,fy26_guided_ebitda_margin_pct,ebitda_less_operating_margin_spread_pp,guided_margin_gap_vs_normalized_max_pp,sustainable_operating_margin_ceiling_identified,status,terminal_input_allowed
11,3.8670284938941655,4.369250985545335,4.593522802379379,5.0,8.5,3.5,0.40647719762062096,False,FY26_5PCT_GUIDANCE_ABOVE_NORMALIZED_MAX_NOT_YET_REALIZED,False
