ticker,year,lease_operating_usd_thousands,gathering_processing_transport_usd_thousands,production_ad_valorem_tax_usd_thousands,reported_composite_lifting_cost_per_boe,frozen_lifting_cost_per_boe,composite_to_frozen_lifting_ratio,composite_identity_error_pct,transport_tax_already_in_composite_lifting_cost,separate_transport_tax_addition_allowed,source_file,source_sha256,availability_date,source_table,research_only
AR,2022,99595.0,2605380.0,287406.0,15.350712975138638,15.34554358974359,1.0003368655769551,0.03368655769551143,True,False,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\AR\2023-02-15_0001104659-23-022433_EX-99.1_tm236887d1_ex99-1.htm,ed53f53b43f0799a7248d785b53c16413edaad21f0d8b92f7fc136bdf6da738a,2023-02-15,Annual Consolidated Statements of Operations,True
AR,2023,118441.0,2642358.0,158855.0,14.146661412185017,14.150180936995154,0.9997512735119213,0.0248726488078721,True,False,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\AR\2024-02-14_0001104659-24-024018_EX-99.1_tm246093d1_ex99-1.htm,9c8f21cf1c15b2104f290efbe7bd43424ab7eda683af03cb8e69d52bb9f510bd,2024-02-14,Annual Consolidated Statements of Operations,True
AR,2024,118693.0,2702930.0,207671.0,14.51749934104905,14.51738338658147,1.0000079872842433,0.0007987284243338166,True,False,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\AR\2025-02-12_0001104659-25-012276_EX-99.1_tm256297d1_ex99-1.htm,4c202284e94217573726c4eb8549428a26d935a2ef5cd8d3672733b4995f9197,2025-02-12,Annual Consolidated Statements of Operations,True
AR,2025,135124.0,2857426.0,163135.0,15.070848655618702,15.074928343949043,0.999729372622061,0.02706273779390367,True,False,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\AR\2026-02-11_0001104659-26-013420_EX-99.1_tm265893d1_ex99-1.htm,ecc8d55a1a60c2640fdcb19e5b757c3201d64d1d7d841e79e7e28c81f1d9fbc6,2026-02-11,Annual Consolidated Statements of Operations,True
