ticker,year,production_revenue_ex_derivatives_usd_millions,realized_derivative_usd_millions,unrealized_derivative_usd_millions,total_derivative_usd_millions,income_statement_derivative_usd_millions,cash_settled_production_sales_usd_millions,derivative_identity_error_usd_millions,cash_sales_identity_error_usd_millions,derivative_separate_from_production_revenue,realized_plus_unrealized_identity_proven,cash_sales_equals_production_revenue_plus_realized_hedge,income_statement_derivative_matches_reconciliation,source_file,income_statement_source_file,source_sha256,availability_date,hedge_accounting_semantics,research_only
CNX,2021,2183.929,-539.0,-1094.0,-1633.0,-1632.733,1645.0,0.0,0.07099999999991269,True,True,True,True,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CNX\2022-01-27_0001070412-22-000007_EX-99.1_ex991supplementalq421.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CNX\2022-01-27_0001070412-22-000007_EX-99.1_ex991supplementalq421.htm,24c02cfc4d014e882767159799803b9f9e89bd44d9909a83059b0e91e5f0394d,2022-01-27,PRODUCTION_REVENUE_EXCLUDES_DERIVATIVES_REALIZED_AND_UNREALIZED_PRESENTED_SEPARATELY_CASH_SALES_ADDS_REALIZED_ONLY,True
CNX,2022,3652.112,-1813.0,-851.0,-2664.0,-2663.775,1839.0,0.0,-0.11200000000008004,True,True,True,True,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CNX\2023-01-26_0001070412-23-000006_EX-99.1_ex991supplementalq422.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CNX\2023-01-26_0001070412-23-000006_EX-99.1_ex991supplementalq422.htm,af47f4fda991f8e93fc5ffd85e5e8b237f3bbbebfe4508b1ad7472a9c302261f,2023-01-26,PRODUCTION_REVENUE_EXCLUDES_DERIVATIVES_REALIZED_AND_UNREALIZED_PRESENTED_SEPARATELY_CASH_SALES_ADDS_REALIZED_ONLY,True
CNX,2023,1302.218,163.0,1796.0,1959.0,1959.449,1465.0,0.0,-0.21800000000007458,True,True,True,True,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CNX\2024-01-25_0001070412-24-000004_EX-99.1_ex991supplementalq423.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CNX\2024-01-25_0001070412-24-000004_EX-99.1_ex991supplementalq423.htm,130a878d13230ec53fbf2518af37cc079b2802e7d46b8225a1e7db8b0bd9e4b4,2024-01-25,PRODUCTION_REVENUE_EXCLUDES_DERIVATIVES_REALIZED_AND_UNREALIZED_PRESENTED_SEPARATELY_CASH_SALES_ADDS_REALIZED_ONLY,True
CNX,2024,1186.077,281.0,-453.0,-172.0,-172.405,1467.0,0.0,-0.07699999999999818,True,True,True,True,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CNX\2025-01-30_0001070412-25-000024_EX-99.1_ex991supplementalq424.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CNX\2025-01-30_0001070412-25-000024_EX-99.1_ex991supplementalq424.htm,2ac2559afacd67314bc1b15cc9f4ede5b55cc604c57b3d868e5aff8878fc66ba,2025-01-30,PRODUCTION_REVENUE_EXCLUDES_DERIVATIVES_REALIZED_AND_UNREALIZED_PRESENTED_SEPARATELY_CASH_SALES_ADDS_REALIZED_ONLY,True
CNX,2025,1913.728,-181.0,278.0,97.0,96.661,1733.0,0.0,0.2719999999999345,True,True,True,True,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CNX\2026-01-29_0001070412-26-000022_EX-99.1_ex991supplementalq425.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\CNX\2026-01-29_0001070412-26-000022_EX-99.1_ex991supplementalq425.htm,573209366dd7c8a29545556149cf187551d5db48c374a7e5e6d65626fc295a8c,2026-01-29,PRODUCTION_REVENUE_EXCLUDES_DERIVATIVES_REALIZED_AND_UNREALIZED_PRESENTED_SEPARATELY_CASH_SALES_ADDS_REALIZED_ONLY,True
