ticker,quarter,kpi,value,score,filing_date,source,method,raw_text
FANG,2026Q2,oil_production,517.0,80,2026-08-03,2026-08-03:EX-99.1:diamondbackex991-8x3x26.htm:table9,table,"Q3 2026 Oil production - MBO/d (total - MBOE/d) | Q3 2026 Oil production - MBO/d (total - MBOE/d) | Q3 2026 Oil production - MBO/d (total - MBOE/d) | 517 - 527 (995 - 1,015) | 517 - 527 (995 - 1,015) | 517 - 527 (995 - 1,015) | 67.5 - 68.5 (133.5 - 135.5) | 67.5 - 68.5 (133.5 - 135.5) | 67.5 - 68.5 (133.5 - 135.5)"
FANG,2026Q2,realized_oil_price,96.82,80,2026-08-03,2026-08-03:EX-99.1:diamondbackex991-8x3x26.htm:table13,table,Oil ($ per Bbl) | Oil ($ per Bbl) | Oil ($ per Bbl) | $ | 96.82 | | | | | $ | 73.47 | | | | | $ | 63.23 |
FANG,2026Q2,realized_gas_price,-2.15,80,2026-08-03,2026-08-03:EX-99.1:diamondbackex991-8x3x26.htm:table13,table,Natural gas ($ per Mcf) | Natural gas ($ per Mcf) | Natural gas ($ per Mcf) | $ | (2.15) | | | | | $ | 0.18 | | | | | $ | 0.88 |
FANG,2026Q2,realized_combined_price,51.68,80,2026-08-03,2026-08-03:EX-99.1:diamondbackex991-8x3x26.htm:table13,table,Combined ($ per BOE) | Combined ($ per BOE) | Combined ($ per BOE) | $ | 51.68 | | | | | $ | 43.40 | | | | | $ | 39.61 |
FANG,2026Q2,realized_oil_price,94.33,80,2026-08-03,2026-08-03:EX-99.1:diamondbackex991-8x3x26.htm:table13,table,"Oil, hedged ($ per Bbl)(2) | Oil, hedged ($ per Bbl)(2) | Oil, hedged ($ per Bbl)(2) | $ | 94.33 | | | | | $ | 72.53 | | | | | $ | 62.34 |"
FANG,2026Q2,realized_gas_price,-2.0,80,2026-08-03,2026-08-03:EX-99.1:diamondbackex991-8x3x26.htm:table13,table,"Natural gas, hedged ($ per Mcf)(2) | Natural gas, hedged ($ per Mcf)(2) | Natural gas, hedged ($ per Mcf)(2) | $ | (0.34) | | | | | $ | 1.90 | | | | | $ | 1.45 |"
FANG,2026Q2,total_production,1018.0,100,2026-08-03,2026-08-03:EX-99.2:diamondbackex992-8x3x26.htm,prose,"Total production for the quarter averaged 1,018 MBOE/d"
FANG,2026Q2,oil_production,525.0,100,2026-08-03,2026-08-03:EX-99.2:diamondbackex992-8x3x26.htm,prose,oil production averaged 525 MBO/d
FANG,2026Q2,realized_oil_price,96.82,95,2026-07-13,2026-07-13:8-K:fang-20260713.htm,prose,average unhedged realized prices were $96.82 per barrel of oil
FANG,2026Q1,oil_production,521.0,100,2026-05-04,2026-05-04:EX-99.1:diamondbackex991-5x4x26.htm,prose,Average oil production of 521.0 MBO/d
FANG,2026Q1,realized_oil_price,73.47,80,2026-05-04,2026-05-04:EX-99.1:diamondbackex991-5x4x26.htm:table2,table,Oil ($ per Bbl) | Oil ($ per Bbl) | Oil ($ per Bbl) | $ | 73.47 | | | | | $ | 58.00 | | | | | $ | 70.95 |
FANG,2026Q1,realized_gas_price,0.18,80,2026-05-04,2026-05-04:EX-99.1:diamondbackex991-5x4x26.htm:table2,table,Natural gas ($ per Mcf) | Natural gas ($ per Mcf) | Natural gas ($ per Mcf) | $ | 0.18 | | | | | $ | 0.03 | | | | | $ | 2.11 |
FANG,2026Q1,realized_combined_price,43.4,80,2026-05-04,2026-05-04:EX-99.1:diamondbackex991-5x4x26.htm:table2,table,Combined ($ per BOE) | Combined ($ per BOE) | Combined ($ per BOE) | $ | 43.40 | | | | | $ | 34.02 | | | | | $ | 47.77 |
FANG,2026Q1,realized_oil_price,72.53,80,2026-05-04,2026-05-04:EX-99.1:diamondbackex991-5x4x26.htm:table2,table,"Oil, hedged ($ per Bbl)(1) | Oil, hedged ($ per Bbl)(1) | Oil, hedged ($ per Bbl)(1) | $ | 72.53 | | | | | $ | 57.07 | | | | | $ | 70.06 |"
FANG,2026Q1,realized_gas_price,-1.0,80,2026-05-04,2026-05-04:EX-99.1:diamondbackex991-5x4x26.htm:table2,table,"Natural gas, hedged ($ per Mcf)(1) | Natural gas, hedged ($ per Mcf)(1) | Natural gas, hedged ($ per Mcf)(1) | $ | 1.90 | | | | | $ | 1.03 | | | | | $ | 3.34 |"
FANG,2026Q1,total_production,972.0,80,2026-05-04,2026-05-04:EX-99.1:diamondbackex991-5x4x26.htm:table9,table,2026 Net production - MBOE/d | 2026 Net production - MBOE/d | 2026 Net production - MBOE/d | 972+ (from 926 - 962) | 972+ (from 926 - 962) | 972+ (from 926 - 962) | 126.0 - 130.0 | 126.0 - 130.0 | 126.0 - 130.0
FANG,2026Q1,oil_production,520.0,80,2026-05-04,2026-05-04:EX-99.1:diamondbackex991-5x4x26.htm:table9,table,2026 Oil production - MBO/d | 2026 Oil production - MBO/d | 2026 Oil production - MBO/d | 520+ (from 500 - 510) | 520+ (from 500 - 510) | 520+ (from 500 - 510) | 64.5 - 66.5 | 64.5 - 66.5 | 64.5 - 66.5
FANG,2026Q1,total_production,515.0,80,2026-05-04,2026-05-04:EX-99.1:diamondbackex991-5x4x26.htm:table9,table,Q2 2026 Oil production - MBO/d (total - MBOE/d) | Q2 2026 Oil production - MBO/d (total - MBOE/d) | Q2 2026 Oil production - MBO/d (total - MBOE/d) | 515 - 525 (950 - 990) | 515 - 525 (950 - 990) | 515 - 525 (950 - 990) | 64.0 - 65.0 (124.0 - 126.0) | 64.0 - 65.0 (124.0 - 126.0) | 64.0 - 65.0 (124.0 - 126.0)
FANG,2026Q1,oil_production,515.0,80,2026-05-04,2026-05-04:EX-99.1:diamondbackex991-5x4x26.htm:table9,table,Q2 2026 Oil production - MBO/d (total - MBOE/d) | Q2 2026 Oil production - MBO/d (total - MBOE/d) | Q2 2026 Oil production - MBO/d (total - MBOE/d) | 515 - 525 (950 - 990) | 515 - 525 (950 - 990) | 515 - 525 (950 - 990) | 64.0 - 65.0 (124.0 - 126.0) | 64.0 - 65.0 (124.0 - 126.0) | 64.0 - 65.0 (124.0 - 126.0)
FANG,2026Q1,realized_oil_price,73.47,80,2026-05-04,2026-05-04:EX-99.1:diamondbackex991-5x4x26.htm:table13,table,Oil ($ per Bbl) | Oil ($ per Bbl) | Oil ($ per Bbl) | $ | 73.47 | | | | | $ | 58.00 | | | | | $ | 70.95 |
FANG,2026Q1,realized_gas_price,0.18,80,2026-05-04,2026-05-04:EX-99.1:diamondbackex991-5x4x26.htm:table13,table,Natural gas ($ per Mcf) | Natural gas ($ per Mcf) | Natural gas ($ per Mcf) | $ | 0.18 | | | | | $ | 0.03 | | | | | $ | 2.11 |
FANG,2026Q1,realized_combined_price,43.4,80,2026-05-04,2026-05-04:EX-99.1:diamondbackex991-5x4x26.htm:table13,table,Combined ($ per BOE) | Combined ($ per BOE) | Combined ($ per BOE) | $ | 43.40 | | | | | $ | 34.02 | | | | | $ | 47.77 |
FANG,2026Q1,realized_oil_price,72.53,80,2026-05-04,2026-05-04:EX-99.1:diamondbackex991-5x4x26.htm:table13,table,"Oil, hedged ($ per Bbl)(2) | Oil, hedged ($ per Bbl)(2) | Oil, hedged ($ per Bbl)(2) | $ | 72.53 | | | | | $ | 57.07 | | | | | $ | 70.06 |"
FANG,2026Q1,realized_gas_price,-2.0,80,2026-05-04,2026-05-04:EX-99.1:diamondbackex991-5x4x26.htm:table13,table,"Natural gas, hedged ($ per Mcf)(2) | Natural gas, hedged ($ per Mcf)(2) | Natural gas, hedged ($ per Mcf)(2) | $ | 1.90 | | | | | $ | 1.03 | | | | | $ | 3.34 |"
FANG,2026Q1,oil_production,521.0,100,2026-05-04,2026-05-04:EX-99.2:diamondbackex992-5x4x26.htm,prose,Oil production averaged 521 MBO/d
FANG,2026Q1,realized_oil_price,73.47,95,2026-04-13,2026-04-13:8-K:fang-20260413.htm,prose,average unhedged realized prices were $73.47 per barrel of oil
FANG,2026Q1,realized_gas_price,0.18,95,2026-04-13,2026-04-13:8-K:fang-20260413.htm,prose,"realized prices were $73.47 per barrel of oil, $0.18 per Mcf of natural gas"
FANG,2025Q4,oil_production,512.8,100,2026-02-23,2026-02-23:EX-99.1:diamondbackex991-2x23x26.htm,prose,Average oil production of 512.8 MBO/d
FANG,2025Q4,realized_oil_price,58.0,80,2026-02-23,2026-02-23:EX-99.1:diamondbackex991-2x23x26.htm:table2,table,Oil ($ per Bbl) | Oil ($ per Bbl) | Oil ($ per Bbl) | $ | 58.00 | | | | | $ | 69.48 | | | | | $ | 64.04 | | | | | $ | 73.52 |
FANG,2025Q4,realized_gas_price,0.03,80,2026-02-23,2026-02-23:EX-99.1:diamondbackex991-2x23x26.htm:table2,table,Natural gas ($ per Mcf) | Natural gas ($ per Mcf) | Natural gas ($ per Mcf) | $ | 0.03 | | | | | $ | 0.48 | | | | | $ | 0.89 | | | | | $ | 0.32 |
FANG,2025Q4,realized_combined_price,34.02,80,2026-02-23,2026-02-23:EX-99.1:diamondbackex991-2x23x26.htm:table2,table,Combined ($ per BOE) | Combined ($ per BOE) | Combined ($ per BOE) | $ | 34.02 | | | | | $ | 42.71 | | | | | $ | 40.02 | | | | | $ | 46.12 |
FANG,2025Q4,realized_oil_price,57.07,80,2026-02-23,2026-02-23:EX-99.1:diamondbackex991-2x23x26.htm:table2,table,"Oil, hedged ($ per Bbl)(1) | Oil, hedged ($ per Bbl)(1) | Oil, hedged ($ per Bbl)(1) | $ | 57.07 | | | | | $ | 68.72 | | | | | $ | 63.14 | | | | | $ | 72.68 |"
FANG,2025Q4,realized_gas_price,-1.0,80,2026-02-23,2026-02-23:EX-99.1:diamondbackex991-2x23x26.htm:table2,table,"Natural gas, hedged ($ per Mcf)(1) | Natural gas, hedged ($ per Mcf)(1) | Natural gas, hedged ($ per Mcf)(1) | $ | 1.03 | | | | | $ | 0.82 | | | | | $ | 1.84 | | | | | $ | 0.91 |"
FANG,2025Q4,realized_oil_price,64.99,80,2026-02-23,2026-02-23:EX-99.1:diamondbackex991-2x23x26.htm:table9,table,Oil (per Bbl) | Oil (per Bbl) | Oil (per Bbl) | $ | 64.99 | | | | | $ | 76.15 |
FANG,2025Q4,realized_gas_price,1.32,80,2026-02-23,2026-02-23:EX-99.1:diamondbackex991-2x23x26.htm:table9,table,Natural gas (per Mcf) | Natural gas (per Mcf) | Natural gas (per Mcf) | $ | 1.32 | | | | | $ | 0.54 |
FANG,2025Q4,realized_oil_price,65.34,80,2026-02-23,2026-02-23:EX-99.1:diamondbackex991-2x23x26.htm:table9,table,Oil (per Bbl) | Oil (per Bbl) | Oil (per Bbl) | $ | 65.34 | | | | | $ | 75.48 |
FANG,2025Q4,total_production,926.0,80,2026-02-23,2026-02-23:EX-99.1:diamondbackex991-2x23x26.htm:table14,table,2026 Net production - MBOE/d | 2026 Net production - MBOE/d | 2026 Net production - MBOE/d | 926 - 962 | 926 - 962 | 926 - 962 | 120.0 - 132.0 | 120.0 - 132.0 | 120.0 - 132.0
FANG,2025Q4,oil_production,500.0,80,2026-02-23,2026-02-23:EX-99.1:diamondbackex991-2x23x26.htm:table14,table,2026 Oil production - MBO/d | 2026 Oil production - MBO/d | 2026 Oil production - MBO/d | 500 - 510 | 500 - 510 | 500 - 510 | 61.0 - 67.0 | 61.0 - 67.0 | 61.0 - 67.0
FANG,2025Q4,total_production,502.0,80,2026-02-23,2026-02-23:EX-99.1:diamondbackex991-2x23x26.htm:table14,table,Q1 2026 Oil production - MBO/d (total - MBOE/d) | Q1 2026 Oil production - MBO/d (total - MBOE/d) | Q1 2026 Oil production - MBO/d (total - MBOE/d) | 502 - 512 (930 - 966) | 502 - 512 (930 - 966) | 502 - 512 (930 - 966) | 62.5 - 64.5 (124.0 - 128.0) | 62.5 - 64.5 (124.0 - 128.0) | 62.5 - 64.5 (124.0 - 128.0)
FANG,2025Q4,oil_production,502.0,80,2026-02-23,2026-02-23:EX-99.1:diamondbackex991-2x23x26.htm:table14,table,Q1 2026 Oil production - MBO/d (total - MBOE/d) | Q1 2026 Oil production - MBO/d (total - MBOE/d) | Q1 2026 Oil production - MBO/d (total - MBOE/d) | 502 - 512 (930 - 966) | 502 - 512 (930 - 966) | 502 - 512 (930 - 966) | 62.5 - 64.5 (124.0 - 128.0) | 62.5 - 64.5 (124.0 - 128.0) | 62.5 - 64.5 (124.0 - 128.0)
FANG,2025Q4,realized_oil_price,58.0,80,2026-02-23,2026-02-23:EX-99.1:diamondbackex991-2x23x26.htm:table18,table,Oil ($ per Bbl) | Oil ($ per Bbl) | Oil ($ per Bbl) | $ | 58.00 | | | | | $ | 69.48 | | | | | $ | 64.04 | | | | | $ | 73.52 |
FANG,2025Q4,realized_gas_price,0.03,80,2026-02-23,2026-02-23:EX-99.1:diamondbackex991-2x23x26.htm:table18,table,Natural gas ($ per Mcf) | Natural gas ($ per Mcf) | Natural gas ($ per Mcf) | $ | 0.03 | | | | | $ | 0.48 | | | | | $ | 0.89 | | | | | $ | 0.32 |
FANG,2025Q4,realized_combined_price,34.02,80,2026-02-23,2026-02-23:EX-99.1:diamondbackex991-2x23x26.htm:table18,table,Combined ($ per BOE) | Combined ($ per BOE) | Combined ($ per BOE) | $ | 34.02 | | | | | $ | 42.71 | | | | | $ | 40.02 | | | | | $ | 46.12 |
FANG,2025Q4,realized_oil_price,57.07,80,2026-02-23,2026-02-23:EX-99.1:diamondbackex991-2x23x26.htm:table18,table,"Oil, hedged ($ per Bbl)(2) | Oil, hedged ($ per Bbl)(2) | Oil, hedged ($ per Bbl)(2) | $ | 57.07 | | | | | $ | 68.72 | | | | | $ | 63.14 | | | | | $ | 72.68 |"
FANG,2025Q4,realized_gas_price,-2.0,80,2026-02-23,2026-02-23:EX-99.1:diamondbackex991-2x23x26.htm:table18,table,"Natural gas, hedged ($ per Mcf)(2) | Natural gas, hedged ($ per Mcf)(2) | Natural gas, hedged ($ per Mcf)(2) | $ | 1.03 | | | | | $ | 0.82 | | | | | $ | 1.84 | | | | | $ | 0.91 |"
FANG,2025Q4,realized_oil_price,58.0,95,2026-01-12,2026-01-12:8-K:fang-20260112.htm,prose,average unhedged realized prices were $58.00 per barrel of oil
FANG,2025Q4,realized_gas_price,0.03,95,2026-01-12,2026-01-12:8-K:fang-20260112.htm,prose,"realized prices were $58.00 per barrel of oil, $0.03 per Mcf of natural gas"
FANG,2025Q3,oil_production,503.8,100,2025-11-03,2025-11-03:EX-99.1:diamondbackex991-11x3x25.htm,prose,Average oil production of 503.8 MBO/d
FANG,2025Q3,realized_oil_price,64.6,80,2025-11-03,2025-11-03:EX-99.1:diamondbackex991-11x3x25.htm:table2,table,Oil ($ per Bbl) | Oil ($ per Bbl) | Oil ($ per Bbl) | $ | 64.60 | | | | | $ | 63.23 | | | | | $ | 73.13 |
FANG,2025Q3,realized_gas_price,0.75,80,2025-11-03,2025-11-03:EX-99.1:diamondbackex991-11x3x25.htm:table2,table,Natural gas ($ per Mcf) | Natural gas ($ per Mcf) | Natural gas ($ per Mcf) | $ | 0.75 | | | | | $ | 0.88 | | | | | $ | (0.26) |
FANG,2025Q3,realized_combined_price,39.73,80,2025-11-03,2025-11-03:EX-99.1:diamondbackex991-11x3x25.htm:table2,table,Combined ($ per BOE) | Combined ($ per BOE) | Combined ($ per BOE) | $ | 39.73 | | | | | $ | 39.61 | | | | | $ | 44.80 |
FANG,2025Q3,realized_oil_price,63.7,80,2025-11-03,2025-11-03:EX-99.1:diamondbackex991-11x3x25.htm:table2,table,"Oil, hedged ($ per Bbl)(1) | Oil, hedged ($ per Bbl)(1) | Oil, hedged ($ per Bbl)(1) | $ | 63.70 | | | | | $ | 62.34 | | | | | $ | 72.32 |"
FANG,2025Q3,realized_gas_price,-1.0,80,2025-11-03,2025-11-03:EX-99.1:diamondbackex991-11x3x25.htm:table2,table,"Natural gas, hedged ($ per Mcf)(1) | Natural gas, hedged ($ per Mcf)(1) | Natural gas, hedged ($ per Mcf)(1) | $ | 1.75 | | | | | $ | 1.45 | | | | | $ | 0.60 |"
FANG,2025Q3,total_production,910.0,80,2025-11-03,2025-11-03:EX-99.1:diamondbackex991-11x3x25.htm:table9,table,2025 Net production - MBOE/d | 2025 Net production - MBOE/d | 2025 Net production - MBOE/d | 910 - 920 (from 890 - 910) | 910 - 920 (from 890 - 910) | 910 - 920 (from 890 - 910) | 92.8 - 93.5 | 92.8 - 93.5 | 92.8 - 93.5
FANG,2025Q3,oil_production,495.0,80,2025-11-03,2025-11-03:EX-99.1:diamondbackex991-11x3x25.htm:table9,table,2025 Oil production - MBO/d | 2025 Oil production - MBO/d | 2025 Oil production - MBO/d | 495 - 498 (from 485 - 492) | 495 - 498 (from 485 - 492) | 495 - 498 (from 485 - 492) | 48.8 - 49.0 | 48.8 - 49.0 | 48.8 - 49.0
FANG,2025Q3,total_production,505.0,80,2025-11-03,2025-11-03:EX-99.1:diamondbackex991-11x3x25.htm:table9,table,Q4 2025 Oil production - MBO/d (total - MBOE/d) | Q4 2025 Oil production - MBO/d (total - MBOE/d) | Q4 2025 Oil production - MBO/d (total - MBOE/d) | 505 - 515 (927 - 963) | 505 - 515 (927 - 963) | 505 - 515 (927 - 963) | 65.0 - 67.0 (124.0 - 128.0) | 65.0 - 67.0 (124.0 - 128.0) | 65.0 - 67.0 (124.0 - 128.0)
FANG,2025Q3,oil_production,505.0,80,2025-11-03,2025-11-03:EX-99.1:diamondbackex991-11x3x25.htm:table9,table,Q4 2025 Oil production - MBO/d (total - MBOE/d) | Q4 2025 Oil production - MBO/d (total - MBOE/d) | Q4 2025 Oil production - MBO/d (total - MBOE/d) | 505 - 515 (927 - 963) | 505 - 515 (927 - 963) | 505 - 515 (927 - 963) | 65.0 - 67.0 (124.0 - 128.0) | 65.0 - 67.0 (124.0 - 128.0) | 65.0 - 67.0 (124.0 - 128.0)
FANG,2025Q3,realized_oil_price,64.6,80,2025-11-03,2025-11-03:EX-99.1:diamondbackex991-11x3x25.htm:table13,table,Oil ($ per Bbl) | Oil ($ per Bbl) | Oil ($ per Bbl) | $ | 64.60 | | | | | $ | 63.23 | | | | | $ | 73.13 |
FANG,2025Q3,realized_gas_price,0.75,80,2025-11-03,2025-11-03:EX-99.1:diamondbackex991-11x3x25.htm:table13,table,Natural gas ($ per Mcf) | Natural gas ($ per Mcf) | Natural gas ($ per Mcf) | $ | 0.75 | | | | | $ | 0.88 | | | | | $ | (0.26) |
FANG,2025Q3,realized_combined_price,39.73,80,2025-11-03,2025-11-03:EX-99.1:diamondbackex991-11x3x25.htm:table13,table,Combined ($ per BOE) | Combined ($ per BOE) | Combined ($ per BOE) | $ | 39.73 | | | | | $ | 39.61 | | | | | $ | 44.80 |
FANG,2025Q3,realized_oil_price,63.7,80,2025-11-03,2025-11-03:EX-99.1:diamondbackex991-11x3x25.htm:table13,table,"Oil, hedged ($ per Bbl)(2) | Oil, hedged ($ per Bbl)(2) | Oil, hedged ($ per Bbl)(2) | $ | 63.70 | | | | | $ | 62.34 | | | | | $ | 72.32 |"
FANG,2025Q3,realized_gas_price,-2.0,80,2025-11-03,2025-11-03:EX-99.1:diamondbackex991-11x3x25.htm:table13,table,"Natural gas, hedged ($ per Mcf)(2) | Natural gas, hedged ($ per Mcf)(2) | Natural gas, hedged ($ per Mcf)(2) | $ | 1.75 | | | | | $ | 1.45 | | | | | $ | 0.60 |"
FANG,2025Q3,oil_production,504.0,100,2025-11-03,2025-11-03:EX-99.2:diamondbackex992-11x3x25.htm,prose,Oil production for the third quarter averaged 504 MBO/d
FANG,2025Q3,realized_oil_price,64.6,95,2025-10-09,2025-10-09:8-K:fang-20251009.htm,prose,average unhedged realized prices were $64.60 per barrel of oil
FANG,2025Q3,realized_gas_price,0.75,95,2025-10-09,2025-10-09:8-K:fang-20251009.htm,prose,"realized prices were $64.60 per barrel of oil, $0.75 per Mcf of natural gas"
FANG,2025Q2,oil_production,495.7,100,2025-08-04,2025-08-04:EX-99.1:diamondbackex991-8x4x25.htm,prose,Average oil production of 495.7 MBO/d
FANG,2025Q2,realized_combined_price,39.61,95,2025-08-04,2025-08-04:EX-99.1:diamondbackex991-8x4x25.htm,prose,realized price of $39.61 per BOE
FANG,2025Q2,realized_oil_price,63.23,95,2025-08-04,2025-08-04:EX-99.1:diamondbackex991-8x4x25.htm,prose,average unhedged realized prices were $63.23 per barrel of oil
FANG,2025Q2,realized_gas_price,0.88,95,2025-08-04,2025-08-04:EX-99.1:diamondbackex991-8x4x25.htm,prose,"realized prices were $63.23 per barrel of oil, $0.88 per Mcf of natural gas"
FANG,2025Q2,total_production,890.0,80,2025-08-04,2025-08-04:EX-99.1:diamondbackex991-8x4x25.htm:table2,table,2025 Net production - MBOE/d | 2025 Net production - MBOE/d | 2025 Net production - MBOE/d | 890 - 910 (from 857 - 900) | 890 - 910 (from 857 - 900) | 890 - 910 (from 857 - 900) | 76.5 - 81.5 | 76.5 - 81.5 | 76.5 - 81.5
FANG,2025Q2,oil_production,485.0,80,2025-08-04,2025-08-04:EX-99.1:diamondbackex991-8x4x25.htm:table2,table,2025 Oil production - MBO/d | 2025 Oil production - MBO/d | 2025 Oil production - MBO/d | 485 - 492 (from 480 - 495) | 485 - 492 (from 480 - 495) | 485 - 492 (from 480 - 495) | 41.0 - 43.5 | 41.0 - 43.5 | 41.0 - 43.5
FANG,2025Q2,total_production,485.0,80,2025-08-04,2025-08-04:EX-99.1:diamondbackex991-8x4x25.htm:table2,table,Q3 2025 Oil production - MBO/d (total - MBOE/d) | Q3 2025 Oil production - MBO/d (total - MBOE/d) | Q3 2025 Oil production - MBO/d (total - MBOE/d) | 485 - 495 (890 - 920) | 485 - 495 (890 - 920) | 485 - 495 (890 - 920) | 46.0 - 49.0 (86.0 - 92.0) | 46.0 - 49.0 (86.0 - 92.0) | 46.0 - 49.0 (86.0 - 92.0)
FANG,2025Q2,oil_production,485.0,80,2025-08-04,2025-08-04:EX-99.1:diamondbackex991-8x4x25.htm:table2,table,Q3 2025 Oil production - MBO/d (total - MBOE/d) | Q3 2025 Oil production - MBO/d (total - MBOE/d) | Q3 2025 Oil production - MBO/d (total - MBOE/d) | 485 - 495 (890 - 920) | 485 - 495 (890 - 920) | 485 - 495 (890 - 920) | 46.0 - 49.0 (86.0 - 92.0) | 46.0 - 49.0 (86.0 - 92.0) | 46.0 - 49.0 (86.0 - 92.0)
FANG,2025Q2,realized_oil_price,63.23,80,2025-08-04,2025-08-04:EX-99.1:diamondbackex991-8x4x25.htm:table6,table,Oil ($ per Bbl) | Oil ($ per Bbl) | Oil ($ per Bbl) | $ | 63.23 | | | | | $ | 70.95 | | | | | $ | 79.51 |
FANG,2025Q2,realized_gas_price,0.88,80,2025-08-04,2025-08-04:EX-99.1:diamondbackex991-8x4x25.htm:table6,table,Natural gas ($ per Mcf) | Natural gas ($ per Mcf) | Natural gas ($ per Mcf) | $ | 0.88 | | | | | $ | 2.11 | | | | | $ | 0.10 |
FANG,2025Q2,realized_combined_price,39.61,80,2025-08-04,2025-08-04:EX-99.1:diamondbackex991-8x4x25.htm:table6,table,Combined ($ per BOE) | Combined ($ per BOE) | Combined ($ per BOE) | $ | 39.61 | | | | | $ | 47.77 | | | | | $ | 50.33 |
FANG,2025Q2,realized_oil_price,62.34,80,2025-08-04,2025-08-04:EX-99.1:diamondbackex991-8x4x25.htm:table6,table,"Oil, hedged ($ per Bbl)(2) | Oil, hedged ($ per Bbl)(2) | Oil, hedged ($ per Bbl)(2) | $ | 62.34 | | | | | $ | 70.06 | | | | | $ | 78.55 |"
FANG,2025Q2,realized_gas_price,-2.0,80,2025-08-04,2025-08-04:EX-99.1:diamondbackex991-8x4x25.htm:table6,table,"Natural gas, hedged ($ per Mcf)(2) | Natural gas, hedged ($ per Mcf)(2) | Natural gas, hedged ($ per Mcf)(2) | $ | 1.45 | | | | | $ | 3.34 | | | | | $ | 1.03 |"
FANG,2025Q2,oil_production,492.0,100,2025-08-04,2025-08-04:EX-99.2:diamondbackex992-8x4x25.htm,prose,oil production guidance to 485 - 492 MBO/d
FANG,2025Q2,realized_oil_price,63.23,95,2025-07-10,2025-07-10:8-K:fang-20250710.htm,prose,average unhedged realized prices were $63.23 per barrel of oil
FANG,2025Q2,realized_gas_price,0.88,95,2025-07-10,2025-07-10:8-K:fang-20250710.htm,prose,"realized prices were $63.23 per barrel of oil, $0.88 per Mcf of natural gas"
FANG,2025Q1,oil_production,475.9,100,2025-05-05,2025-05-05:EX-99.1:diamondbackex991-5x5x25.htm,prose,Average oil production of 475.9 MBO/d
FANG,2025Q1,realized_combined_price,47.77,95,2025-05-05,2025-05-05:EX-99.1:diamondbackex991-5x5x25.htm,prose,realized price of $47.77 per BOE
