ticker,feature,coverage_pct
COP,total_production,53.62318840579711
COP,oil_production,0.0
COP,guidance_total_production,0.0
COP,total_prod_yoy_l1,47.82608695652174
COP,guidance_total_prod_yoy,0.0
COP,company_prod_yoy_proxy,66.66666666666666
COP,structural_revenue_yoy,66.66666666666666
EOG,total_production,0.0
EOG,oil_production,0.0
EOG,guidance_total_production,0.0
EOG,total_prod_yoy_l1,0.0
EOG,guidance_total_prod_yoy,0.0
EOG,company_prod_yoy_proxy,68.65671641791045
EOG,structural_revenue_yoy,68.65671641791045
FANG,total_production,43.63636363636363
FANG,oil_production,43.63636363636363
FANG,guidance_total_production,40.0
FANG,total_prod_yoy_l1,36.36363636363637
FANG,guidance_total_prod_yoy,38.18181818181819
FANG,company_prod_yoy_proxy,83.63636363636363
FANG,structural_revenue_yoy,83.63636363636363
DVN,total_production,52.307692307692314
DVN,oil_production,30.76923076923077
DVN,guidance_total_production,4.615384615384616
DVN,total_prod_yoy_l1,46.15384615384615
DVN,guidance_total_prod_yoy,3.076923076923077
DVN,company_prod_yoy_proxy,70.76923076923077
DVN,structural_revenue_yoy,70.76923076923077
