v1_6_1_parent_freeze_gate_preserved,core_event_registry_3_of_3,classification_proof_3_of_3,after_tax_contribution_proxy_min_2,acquired_capital_proxy_3_of_3,noncash_or_assumed_debt_evidence_min_1,material_mna_proxy_bridge_min_1,terminal_replacement_remains_locked,classification_proven_events,after_tax_contribution_proxy_events,acquired_capital_proxy_events,noncash_or_assumed_debt_evidence_events,material_mna_proxy_ready_company_years,organic_company_roic_validated_tickers,purchase_accounting_step_up_identified_events,v1_7_research_gate,v1_7_research_freeze_eligible,terminal_anchor_replacement_allowed,wacc_recalibrated,production_promoted,live_matched_observations
True,True,True,True,True,True,True,True,3,2,3,2,1,0,0,True,False,False,False,False,0/20
