version,parser_snapshot_verified,evaluation_issuers,annotated_blocks,annotation_coverage,expected_frames,auto_emitted_frames,auto_precision,auto_recall,auto_f1,critical_opportunities,critical_precision,critical_recall,critical_f1,narrative_opportunities,narrative_precision,narrative_recall,narrative_status,auto_coverage,review_rate,abstention_rate,silent_rate,review_plus_abstention_miss_capture,table_route_accuracy,source_span_coverage,critical_precision_gate_99pct,critical_recall_gate_95pct,rule_changes_after_selection,status
PLATFORM_V2_2_BLIND_B_SENTENCE_GOLD,True,8,31,1.0,12,1,1.0,0.08333333333333333,0.15384615384615385,12,1.0,0.08333333333333333,0.15384615384615385,0,1.0,1.0,NOT_MEASURED_NO_OPPORTUNITIES,0.03225806451612903,0.0967741935483871,0.8709677419354839,0.0,1.0,0.8888888888888888,1.0,True,False,False,HOLD_RESEARCH_UNFROZEN
