experiment,ticker,scenario,scenario_weight,enterprise_value_usd,pv_explicit_fcff_usd,pv_terminal_value_usd,fair_value,market_price,weighted_ev,weighted_explicit,weighted_terminal,weighted_fair_value
ORIGINAL_V1_1,MGY,BASE,0.6,8472454848.64063,1828355991.945104,6644098856.695526,44.35511000365314,28.13999938964844,5083472909.184378,1097013595.1670623,3986459314.0173154,26.613066002191882
ORIGINAL_V1_1,MGY,BULL,0.2,20209955433.16657,2361844301.100089,17848111132.06648,107.81892880533496,28.13999938964844,4041991086.633314,472368860.22001785,3569622226.4132957,21.563785761066995
ORIGINAL_V1_1,MTDR,BEAR,0.2,-25418016.24988079,403166042.1211599,-428584058.3710407,-30.537511348506214,58.380001068115234,-5083603.249976158,80633208.42423199,-85716811.67420815,-6.107502269701243
ORIGINAL_V1_1,MTDR,BASE,0.6,29449750085.92203,4156064549.530354,25293685536.391678,206.8242936494981,58.380001068115234,17669850051.55322,2493638729.718212,15176211321.835007,124.09457618969884
ORIGINAL_V1_1,MTDR,BULL,0.2,69364269585.65363,6100394350.469731,63263875235.1839,528.2535849513589,58.380001068115234,13872853917.130726,1220078870.0939462,12652775047.036781,105.65071699027179
ORIGINAL_V1_1,NOG,BEAR,0.2,-812486301.5861207,886565465.4738704,-1699051767.0599911,-31.448511058778728,27.34000015258789,-162497260.31722414,177313093.0947741,-339810353.4119983,-6.2897022117557455
ORIGINAL_V1_1,NOG,BASE,0.6,9247813996.209562,1117696350.381044,8130117645.828519,63.64737234342018,27.34000015258789,5548688397.725738,670617810.2286264,4878070587.497111,38.18842340605211
ORIGINAL_V1_1,NOG,BULL,0.2,33393171644.24742,3218776395.4276295,30174395248.81979,291.8835131776361,27.34000015258789,6678634328.849484,643755279.0855259,6034879049.763958,58.37670263552722
ORIGINAL_V1_1,OVV,BEAR,0.2,6520652429.803373,4334551787.188931,2186100642.6144423,0.5183017397605411,66.82,1304130485.9606748,866910357.4377863,437220128.5228885,0.10366034795210821
ORIGINAL_V1_1,OVV,BASE,0.6,20218592518.77266,7082263736.92314,13136328781.849522,49.262192856666665,66.82,12131155511.263596,4249358242.1538835,7881797269.109713,29.557315713999998
ORIGINAL_V1_1,OVV,BULL,0.2,48096463705.58344,9154034350.062986,38942429355.520454,148.46513204861995,66.82,9619292741.11669,1830806870.0125973,7788485871.104092,29.69302640972399
ORIGINAL_V1_1,PR,BEAR,0.2,-119519046.36390282,28226829.57493888,-147745875.9388417,-4.174320578759222,23.75,-23903809.272780567,5645365.914987776,-29549175.18776834,-0.8348641157518444
ORIGINAL_V1_1,PR,BASE,0.6,27758366490.6897,1815350006.1518452,25943016484.537857,29.121130220031283,23.75,16655019894.41382,1089210003.691107,15565809890.722713,17.472678132018768
ORIGINAL_V1_1,PR,BULL,0.2,63990629314.09153,4087788606.4368796,59902840707.65465,72.39448115484262,23.75,12798125862.818306,817557721.2873759,11980568141.53093,14.478896230968525
ORIGINAL_V1_1,RRC,BEAR,0.2,-8595807853.67321,-6995288114.053935,-1600519739.6192756,-39.95724025924211,41.060001373291016,-1719161570.734642,-1399057622.8107872,-320103947.9238551,-7.9914480518484226
ORIGINAL_V1_1,RRC,BASE,0.6,11363438932.027668,3451033154.388961,7912405777.638707,44.75142704913338,41.060001373291016,6818063359.2166,2070619892.6333764,4747443466.583224,26.85085622948003
ORIGINAL_V1_1,RRC,BULL,0.2,28154223487.08167,4501316508.271591,23652906978.810078,116.0128828541518,41.060001373291016,5630844697.416334,900263301.6543183,4730581395.762015,23.20257657083036
ORIGINAL_V1_1,SM,BEAR,0.2,4613247155.810712,485584919.9923187,4127662235.818393,14.557063880862119,37.20000076293945,922649431.1621424,97116983.99846375,825532447.1636786,2.911412776172424
ORIGINAL_V1_1,SM,BASE,0.6,28356136968.84457,3577064660.75684,24779072308.08773,113.58946620046368,37.20000076293945,17013682181.306742,2146238796.454104,14867443384.852638,68.1536797202782
ORIGINAL_V1_1,SM,BULL,0.2,57738528703.61018,5704619461.947395,52033909241.66279,236.14442317086917,37.20000076293945,11547705740.722038,1140923892.3894792,10406781848.332558,47.22888463417384
NO_NEAR_TERM_REVENUE_ANCHOR,AR,BEAR,0.2,1656921.9112616181,462150610.38746417,-460493688.47620255,-9.112269323412187,37.93999862670898,331384.3822523237,92430122.07749283,-92098737.69524051,-1.8224538646824375
NO_NEAR_TERM_REVENUE_ANCHOR,AR,BASE,0.6,18566094787.835796,-570394764.1830441,19136489552.01884,50.80471213104932,37.93999862670898,11139656872.701477,-342236858.5098264,11481893731.211304,30.482827278629593
NO_NEAR_TERM_REVENUE_ANCHOR,AR,BULL,0.2,74870091844.00357,5162611014.771986,69707480829.23158,232.52664585136515,37.93999862670898,14974018368.800714,1032522202.9543972,13941496165.846317,46.50532917027303
NO_NEAR_TERM_REVENUE_ANCHOR,CNX,BEAR,0.2,-8713459001.187183,-7120596528.214897,-1592862472.9722853,-78.29200149662698,36.36000061035156,-1742691800.2374368,-1424119305.6429796,-318572494.5944571,-15.658400299325397
NO_NEAR_TERM_REVENUE_ANCHOR,CNX,BASE,0.6,13194210568.809788,6054067981.255012,7140142587.554777,76.55703820358853,36.36000061035156,7916526341.285872,3632440788.753007,4284085552.532866,45.93422292215312
NO_NEAR_TERM_REVENUE_ANCHOR,CNX,BULL,0.2,42633576199.85771,4560231578.17622,38073344621.681496,284.64204162150025,36.36000061035156,8526715239.971542,912046315.635244,7614668924.3363,56.92840832430005
NO_NEAR_TERM_REVENUE_ANCHOR,COP,BEAR,0.2,86587720035.97867,23002461498.346516,63585258537.63215,57.62379165670366,134.8699951171875,17317544007.195736,4600492299.669303,12717051707.52643,11.524758331340733
NO_NEAR_TERM_REVENUE_ANCHOR,COP,BASE,0.6,230059603991.07825,39141095714.03166,190918508277.0466,175.38837321973156,134.8699951171875,138035762394.64694,23484657428.418995,114551104966.22795,105.23302393183893
NO_NEAR_TERM_REVENUE_ANCHOR,COP,BULL,0.2,597485090269.2128,53046720342.91913,544438369926.29364,476.97853468076096,134.8699951171875,119497018053.84256,10609344068.583826,108887673985.25873,95.3957069361522
NO_NEAR_TERM_REVENUE_ANCHOR,DVN,BEAR,0.2,22555521502.48078,7089132719.366543,15466388783.11424,25.639719186483394,49.09999847412109,4511104300.496157,1417826543.8733087,3093277756.6228485,5.127943837296679
NO_NEAR_TERM_REVENUE_ANCHOR,DVN,BASE,0.6,70595567855.33421,12886901557.230839,57708666298.10338,102.94909535779564,49.09999847412109,42357340713.20052,7732140934.338503,34625199778.86202,61.76945721467738
NO_NEAR_TERM_REVENUE_ANCHOR,DVN,BULL,0.2,170103655686.25388,18131850948.407158,151971804737.8467,263.0844153303088,49.09999847412109,34020731137.25078,3626370189.681432,30394360947.569344,52.61688306606176
NO_NEAR_TERM_REVENUE_ANCHOR,EOG,BEAR,0.2,29346349472.02143,11787310375.97925,17559039096.04218,47.433338713608585,153.0500030517578,5869269894.404286,2357462075.19585,3511807819.208436,9.486667742721718
NO_NEAR_TERM_REVENUE_ANCHOR,EOG,BASE,0.6,116967094776.81584,24598890663.836193,92368204112.97964,211.93963225517763,153.0500030517578,70180256866.08951,14759334398.301716,55420922467.78779,127.16377935310658
NO_NEAR_TERM_REVENUE_ANCHOR,EOG,BULL,0.2,277651821937.86615,32092156980.04706,245559664957.8191,513.6221710426705,153.0500030517578,55530364387.573235,6418431396.009412,49111932991.56382,102.7244342085341
NO_NEAR_TERM_REVENUE_ANCHOR,EQT,BEAR,0.2,-29109197398.656296,-23881245105.099346,-5227952293.55695,-61.46231905623586,53.720001220703125,-5821839479.731259,-4776249021.01987,-1045590458.71139,-12.292463811247174
NO_NEAR_TERM_REVENUE_ANCHOR,EQT,BASE,0.6,21628993237.810226,9655706631.974384,11973286605.83584,19.65674610107826,53.720001220703125,12977395942.686136,5793423979.18463,7183971963.501504,11.794047660646955
NO_NEAR_TERM_REVENUE_ANCHOR,EQT,BULL,0.2,103399152998.59135,11759044119.17521,91640108879.41614,150.38901767702677,53.720001220703125,20679830599.718273,2351808823.8350425,18328021775.88323,30.077803535405355
NO_NEAR_TERM_REVENUE_ANCHOR,FANG,BEAR,0.2,40150810941.70343,1038370102.2088699,39112440839.49456,72.01867511333256,210.72000122070312,8030162188.340687,207674020.441774,7822488167.898912,14.403735022666513
NO_NEAR_TERM_REVENUE_ANCHOR,FANG,BASE,0.6,166453901320.6653,13598137877.45031,152855763443.215,520.9952849141906,210.72000122070312,99872340792.39919,8158882726.470185,91713458065.929,312.59717094851436
NO_NEAR_TERM_REVENUE_ANCHOR,FANG,BULL,0.2,333411594235.4355,20978696921.56315,312432897313.8723,1114.4890681631573,210.72000122070312,66682318847.0871,4195739384.3126297,62486579462.77447,222.89781363263148
NO_NEAR_TERM_REVENUE_ANCHOR,MGY,BEAR,0.2,3395027897.6464705,1213741040.4540386,2181286857.192432,16.901828815196122,28.13999938964844,679005579.5292941,242748208.09080774,436257371.4384864,3.3803657630392245
NO_NEAR_TERM_REVENUE_ANCHOR,MGY,BASE,0.6,8472454848.64063,1828355991.945104,6644098856.695526,44.35511000365314,28.13999938964844,5083472909.184378,1097013595.1670623,3986459314.0173154,26.613066002191882
NO_NEAR_TERM_REVENUE_ANCHOR,MGY,BULL,0.2,20209955433.16657,2361844301.100089,17848111132.06648,107.81892880533496,28.13999938964844,4041991086.633314,472368860.22001785,3569622226.4132957,21.563785761066995
NO_NEAR_TERM_REVENUE_ANCHOR,MTDR,BEAR,0.2,-25418016.24988079,403166042.1211599,-428584058.3710407,-30.537511348506214,58.380001068115234,-5083603.249976158,80633208.42423199,-85716811.67420815,-6.107502269701243
NO_NEAR_TERM_REVENUE_ANCHOR,MTDR,BASE,0.6,29449750085.92203,4156064549.530354,25293685536.391678,206.8242936494981,58.380001068115234,17669850051.55322,2493638729.718212,15176211321.835007,124.09457618969884
NO_NEAR_TERM_REVENUE_ANCHOR,MTDR,BULL,0.2,69364269585.65363,6100394350.469731,63263875235.1839,528.2535849513589,58.380001068115234,13872853917.130726,1220078870.0939462,12652775047.036781,105.65071699027179
NO_NEAR_TERM_REVENUE_ANCHOR,NOG,BEAR,0.2,-812486301.5861207,886565465.4738704,-1699051767.0599911,-31.448511058778728,27.34000015258789,-162497260.31722414,177313093.0947741,-339810353.4119983,-6.2897022117557455
NO_NEAR_TERM_REVENUE_ANCHOR,NOG,BASE,0.6,9247813996.209562,1117696350.381044,8130117645.828519,63.64737234342018,27.34000015258789,5548688397.725738,670617810.2286264,4878070587.497111,38.18842340605211
NO_NEAR_TERM_REVENUE_ANCHOR,NOG,BULL,0.2,33393171644.24742,3218776395.4276295,30174395248.81979,291.8835131776361,27.34000015258789,6678634328.849484,643755279.0855259,6034879049.763958,58.37670263552722
NO_NEAR_TERM_REVENUE_ANCHOR,OVV,BEAR,0.2,6520652429.803373,4334551787.188931,2186100642.6144423,0.5183017397605411,66.82,1304130485.9606748,866910357.4377863,437220128.5228885,0.10366034795210821
NO_NEAR_TERM_REVENUE_ANCHOR,OVV,BASE,0.6,20218592518.77266,7082263736.92314,13136328781.849522,49.262192856666665,66.82,12131155511.263596,4249358242.1538835,7881797269.109713,29.557315713999998
NO_NEAR_TERM_REVENUE_ANCHOR,OVV,BULL,0.2,48096463705.58344,9154034350.062986,38942429355.520454,148.46513204861995,66.82,9619292741.11669,1830806870.0125973,7788485871.104092,29.69302640972399
NO_NEAR_TERM_REVENUE_ANCHOR,PR,BEAR,0.2,-119519046.36390282,28226829.57493888,-147745875.9388417,-4.174320578759222,23.75,-23903809.272780567,5645365.914987776,-29549175.18776834,-0.8348641157518444
NO_NEAR_TERM_REVENUE_ANCHOR,PR,BASE,0.6,27758366490.6897,1815350006.1518452,25943016484.537857,29.121130220031283,23.75,16655019894.41382,1089210003.691107,15565809890.722713,17.472678132018768
NO_NEAR_TERM_REVENUE_ANCHOR,PR,BULL,0.2,63990629314.09153,4087788606.4368796,59902840707.65465,72.39448115484262,23.75,12798125862.818306,817557721.2873759,11980568141.53093,14.478896230968525
NO_NEAR_TERM_REVENUE_ANCHOR,RRC,BEAR,0.2,-8595807853.67321,-6995288114.053935,-1600519739.6192756,-39.95724025924211,41.060001373291016,-1719161570.734642,-1399057622.8107872,-320103947.9238551,-7.9914480518484226
NO_NEAR_TERM_REVENUE_ANCHOR,RRC,BASE,0.6,11363438932.027668,3451033154.388961,7912405777.638707,44.75142704913338,41.060001373291016,6818063359.2166,2070619892.6333764,4747443466.583224,26.85085622948003
NO_NEAR_TERM_REVENUE_ANCHOR,RRC,BULL,0.2,28154223487.08167,4501316508.271591,23652906978.810078,116.0128828541518,41.060001373291016,5630844697.416334,900263301.6543183,4730581395.762015,23.20257657083036
NO_NEAR_TERM_REVENUE_ANCHOR,SM,BEAR,0.2,4613247155.810712,485584919.9923187,4127662235.818393,14.557063880862119,37.20000076293945,922649431.1621424,97116983.99846375,825532447.1636786,2.911412776172424
NO_NEAR_TERM_REVENUE_ANCHOR,SM,BASE,0.6,28356136968.84457,3577064660.75684,24779072308.08773,113.58946620046368,37.20000076293945,17013682181.306742,2146238796.454104,14867443384.852638,68.1536797202782
NO_NEAR_TERM_REVENUE_ANCHOR,SM,BULL,0.2,57738528703.61018,5704619461.947395,52033909241.66279,236.14442317086917,37.20000076293945,11547705740.722038,1140923892.3894792,10406781848.332558,47.22888463417384
GROWTH_IMMEDIATELY_AT_TERMINAL_RATE,AR,BEAR,0.2,-532913314.73088515,-146213001.7885306,-386700312.94235456,-10.837602198359406,37.93999862670898,-106582662.94617704,-29242600.35770612,-77340062.58847092,-2.1675204396718812
GROWTH_IMMEDIATELY_AT_TERMINAL_RATE,AR,BASE,0.6,16384265975.51666,2987574903.326507,13396691072.190153,43.762829288774256,37.93999862670898,9830559585.309996,1792544941.9959042,8038014643.314092,26.257697573264554
GROWTH_IMMEDIATELY_AT_TERMINAL_RATE,AR,BULL,0.2,53092231159.718666,6451461298.07934,46640769861.63933,162.23829755005443,37.93999862670898,10618446231.943733,1290292259.615868,9328153972.327866,32.44765951001089
GROWTH_IMMEDIATELY_AT_TERMINAL_RATE,CNX,BEAR,0.2,-3409178028.2973194,-980331015.084517,-2428847013.2128024,-40.799980160090364,36.36000061035156,-681835605.6594639,-196066203.0169034,-485769402.6425605,-8.159996032018073
GROWTH_IMMEDIATELY_AT_TERMINAL_RATE,CNX,BASE,0.6,12402586232.48645,2448463297.9639463,9954122934.522505,70.96163391417619,36.36000061035156,7441551739.49187,1469077978.7783678,5972473760.713503,42.576980348505714
GROWTH_IMMEDIATELY_AT_TERMINAL_RATE,CNX,BULL,0.2,35527365837.450066,4897769989.8685875,30629595847.58148,234.41352018928217,36.36000061035156,7105473167.490013,979553997.9737176,6125919169.516296,46.882704037856435
GROWTH_IMMEDIATELY_AT_TERMINAL_RATE,COP,BEAR,0.2,86110135839.23352,24212016724.499763,61898119114.73376,57.23178103036792,134.8699951171875,17222027167.846706,4842403344.899953,12379623822.946753,11.446356206073585
GROWTH_IMMEDIATELY_AT_TERMINAL_RATE,COP,BASE,0.6,217968312648.77432,41441225355.29211,176527087293.4822,165.4636003218674,134.8699951171875,130780987589.26459,24864735213.175262,105916252376.08932,99.27816019312044
GROWTH_IMMEDIATELY_AT_TERMINAL_RATE,COP,BULL,0.2,449614524200.5397,58428736940.268425,391185787260.27124,355.60342717875625,134.8699951171875,89922904840.10794,11685747388.053686,78237157452.05424,71.12068543575126
GROWTH_IMMEDIATELY_AT_TERMINAL_RATE,DVN,BEAR,0.2,22670522183.020214,6341751461.347965,16328770721.672249,25.82478626169973,49.09999847412109,4534104436.604043,1268350292.269593,3265754144.33445,5.1649572523399465
GROWTH_IMMEDIATELY_AT_TERMINAL_RATE,DVN,BASE,0.6,69613453687.10587,13120768970.06678,56492684717.03908,101.36860908771462,49.09999847412109,41768072212.26352,7872461382.040068,33895610830.223446,60.82116545262877
GROWTH_IMMEDIATELY_AT_TERMINAL_RATE,DVN,BULL,0.2,147406505997.5531,18892994858.260952,128513511139.29214,226.55858705753636,49.09999847412109,29481301199.51062,3778598971.6521907,25702702227.85843,45.311717411507274
GROWTH_IMMEDIATELY_AT_TERMINAL_RATE,EOG,BEAR,0.2,28094138059.689354,8039964718.618776,20054173341.07058,45.08233544997928,153.0500030517578,5618827611.937871,1607992943.7237554,4010834668.214116,9.016467089995857
GROWTH_IMMEDIATELY_AT_TERMINAL_RATE,EOG,BASE,0.6,122929134964.0696,24074748193.745758,98854386770.32384,223.133250042144,153.0500030517578,73757480978.44176,14444848916.247454,59312632062.1943,133.8799500252864
GROWTH_IMMEDIATELY_AT_TERMINAL_RATE,EOG,BULL,0.2,236240059214.41757,32164858362.40332,204075200852.01425,435.8723690869837,153.0500030517578,47248011842.883514,6432971672.480664,40815040170.402855,87.17447381739674
GROWTH_IMMEDIATELY_AT_TERMINAL_RATE,EQT,BEAR,0.2,-11255976821.09734,-3284230026.3282266,-7971746794.769114,-32.9189960655648,53.720001220703125,-2251195364.219468,-656846005.2656454,-1594349358.9538229,-6.58379921311296
GROWTH_IMMEDIATELY_AT_TERMINAL_RATE,EQT,BASE,0.6,21637981863.04229,4375984974.317496,17261996888.724792,19.671116910654394,53.720001220703125,12982789117.825373,2625590984.5904975,10357198133.234875,11.802670146392636
GROWTH_IMMEDIATELY_AT_TERMINAL_RATE,EQT,BULL,0.2,91839077214.66295,13140923959.554752,78698153255.1082,131.90703144581096,53.720001220703125,18367815442.93259,2628184791.9109507,15739630651.02164,26.381406289162193
GROWTH_IMMEDIATELY_AT_TERMINAL_RATE,FANG,BEAR,0.2,42602830812.04138,11298068196.888273,31304762615.153107,80.73500632300855,210.72000122070312,8520566162.408277,2259613639.3776546,6260952523.030622,16.14700126460171
GROWTH_IMMEDIATELY_AT_TERMINAL_RATE,FANG,BASE,0.6,131625765247.57184,22621722275.62821,109004042971.94363,397.18977538261134,210.72000122070312,78975459148.5431,13573033365.376925,65402425783.166176,238.3138652295668
GROWTH_IMMEDIATELY_AT_TERMINAL_RATE,FANG,BULL,0.2,234922466021.0006,25875880382.364918,209046585638.63568,764.3842943584732,210.72000122070312,46984493204.20013,5175176076.472984,41809317127.72714,152.87685887169465
GROWTH_IMMEDIATELY_AT_TERMINAL_RATE,MGY,BEAR,0.2,3648928649.870581,1072810713.3289003,2576117936.541681,18.274651863571926,28.13999938964844,729785729.9741163,214562142.66578007,515223587.3083362,3.6549303727143854
GROWTH_IMMEDIATELY_AT_TERMINAL_RATE,MGY,BASE,0.6,8876062226.703716,1817675747.0262685,7058386479.677447,46.537385976630404,28.13999938964844,5325637336.022229,1090605448.215761,4235031887.806468,27.92243158597824
GROWTH_IMMEDIATELY_AT_TERMINAL_RATE,MGY,BULL,0.2,15850260426.00271,2311742945.615477,13538517480.387234,84.24637245291976,28.13999938964844,3170052085.2005424,462348589.12309545,2707703496.077447,16.84927449058395
GROWTH_IMMEDIATELY_AT_TERMINAL_RATE,MTDR,BEAR,0.2,-501984412.1364919,-138659721.3534758,-363324690.7830161,-34.375272664639446,58.380001068115234,-100396882.42729838,-27731944.270695165,-72664938.15660322,-6.87505453292789
GROWTH_IMMEDIATELY_AT_TERMINAL_RATE,MTDR,BASE,0.6,24611256112.029873,4539963597.993317,20071292514.036556,167.86018463631208,58.380001068115234,14766753667.217924,2723978158.79599,12042775508.421934,100.71611078178725
GROWTH_IMMEDIATELY_AT_TERMINAL_RATE,MTDR,BULL,0.2,48311119622.948875,5981719531.326002,42329400091.62287,358.71379950487517,58.380001068115234,9662223924.589775,1196343906.2652004,8465880018.324574,71.74275990097503
GROWTH_IMMEDIATELY_AT_TERMINAL_RATE,NOG,BEAR,0.2,-2133822207.9878159,-609254395.9225582,-1524567812.0652575,-43.93855624339876,27.34000015258789,-426764441.5975632,-121850879.18451165,-304913562.41305155,-8.787711248679752
GROWTH_IMMEDIATELY_AT_TERMINAL_RATE,NOG,BASE,0.6,7873648821.498583,1536086411.2333117,6337562410.265271,50.657953801081995,27.34000015258789,4724189292.89915,921651846.739987,3802537446.1591625,30.394772280649196
GROWTH_IMMEDIATELY_AT_TERMINAL_RATE,NOG,BULL,0.2,23349591187.28183,3160122169.42892,20189469017.85291,196.94567555806955,27.34000015258789,4669918237.456367,632024433.885784,4037893803.570582,39.38913511161391
GROWTH_IMMEDIATELY_AT_TERMINAL_RATE,OVV,BEAR,0.2,4483151919.613533,1497750521.919331,2985401397.6942024,-6.732109809295033,66.82,896630383.9227066,299550104.38386625,597080279.5388405,-1.3464219618590068
GROWTH_IMMEDIATELY_AT_TERMINAL_RATE,OVV,BASE,0.6,22828231867.815773,5719341261.763926,17108890606.051847,58.54855091181588,66.82,13696939120.689463,3431604757.0583553,10265334363.631107,35.129130547089524
GROWTH_IMMEDIATELY_AT_TERMINAL_RATE,OVV,BULL,0.2,47020075234.651436,9189698187.252472,37830377047.398964,144.63482164531678,66.82,9404015046.930288,1837939637.4504945,7566075409.479794,28.926964329063356
GROWTH_IMMEDIATELY_AT_TERMINAL_RATE,PR,BEAR,0.2,-195716820.80786544,-57649314.55204215,-138067506.25582328,-4.265326019132532,23.75,-39143364.16157309,-11529862.91040843,-27613501.25116466,-0.8530652038265064
GROWTH_IMMEDIATELY_AT_TERMINAL_RATE,PR,BASE,0.6,24007020955.865105,4931272289.853502,19075748666.0116,24.640778203448047,23.75,14404212573.519062,2958763373.9121013,11445449199.60696,14.784466922068827
GROWTH_IMMEDIATELY_AT_TERMINAL_RATE,PR,BULL,0.2,46961724790.822075,6881168525.295091,40080556265.526985,52.056315551923525,23.75,9392344958.164415,1376233705.0590181,8016111253.105397,10.411263110384706
GROWTH_IMMEDIATELY_AT_TERMINAL_RATE,RRC,BEAR,0.2,-3357875639.6458006,-1023045195.4068906,-2334830444.2389097,-17.72702976754445,41.060001373291016,-671575127.9291601,-204609039.08137813,-466966088.84778196,-3.54540595350889
GROWTH_IMMEDIATELY_AT_TERMINAL_RATE,RRC,BASE,0.6,12676900261.982447,2750407372.363253,9926492889.619194,50.32586380098843,41.060001373291016,7606140157.189467,1650244423.4179518,5955895733.771516,30.195518280593056
GROWTH_IMMEDIATELY_AT_TERMINAL_RATE,RRC,BULL,0.2,28274119950.06374,4497056883.940235,23777063066.123505,116.52173319821766,41.060001373291016,5654823990.012749,899411376.7880471,4755412613.224701,23.304346639643533
GROWTH_IMMEDIATELY_AT_TERMINAL_RATE,SM,BEAR,0.2,4565634454.694373,1328710597.6759536,3236923857.0184193,14.358469682362838,37.20000076293945,913126890.9388747,265742119.53519073,647384771.4036839,2.8716939364725675
GROWTH_IMMEDIATELY_AT_TERMINAL_RATE,SM,BASE,0.6,21727650302.1304,4375449434.619974,17352200867.51043,85.94182248407844,37.20000076293945,13036590181.27824,2625269660.7719846,10411320520.506258,51.56509349044706
GROWTH_IMMEDIATELY_AT_TERMINAL_RATE,SM,BULL,0.2,40584836684.32156,5769325392.39564,34815511291.92593,164.59578933994544,37.20000076293945,8116967336.864313,1153865078.4791281,6963102258.385185,32.91915786798909
MARGIN_PREMIUM_PROXY_1Y_FADE,AR,BEAR,0.2,1656921.9112616181,462150610.38746417,-460493688.47620255,-9.112269323412187,37.93999862670898,331384.3822523237,92430122.07749283,-92098737.69524051,-1.8224538646824375
