experiment,ticker,scenario,scenario_weight,enterprise_value_usd,pv_explicit_fcff_usd,pv_terminal_value_usd,fair_value,market_price,weighted_ev,weighted_explicit,weighted_terminal,weighted_fair_value
MARGIN_PREMIUM_PROXY_1Y_FADE,AR,BASE,0.6,12851717138.161642,-394835437.93882537,13246552576.100468,32.36147877639023,37.93999862670898,7711030282.896985,-236901262.7632952,7947931545.66028,19.416887265834138
MARGIN_PREMIUM_PROXY_1Y_FADE,AR,BULL,0.2,28997887440.78992,1999527573.9591646,26998359866.830757,84.47346803079668,37.93999862670898,5799577488.157985,399905514.7918329,5399671973.366152,16.894693606159336
MARGIN_PREMIUM_PROXY_1Y_FADE,CNX,BEAR,0.2,-8713459001.187183,-7120596528.214897,-1592862472.9722853,-78.29200149662698,36.36000061035156,-1742691800.2374368,-1424119305.6429796,-318572494.5944571,-15.658400299325397
MARGIN_PREMIUM_PROXY_1Y_FADE,CNX,BASE,0.6,4682686691.329595,2148616881.34971,2534069809.9798846,16.395399622993267,36.36000061035156,2809612014.7977567,1289170128.809826,1520441885.9879308,9.83723977379596
MARGIN_PREMIUM_PROXY_1Y_FADE,CNX,BULL,0.2,11463099573.259188,1226131920.3602104,10236967652.898977,64.32110071973084,36.36000061035156,2292619914.651838,245226384.0720421,2047393530.5797956,12.864220143946168
MARGIN_PREMIUM_PROXY_1Y_FADE,COP,BEAR,0.2,87894167403.90703,19080078448.35764,68814088955.5494,58.696149692138334,134.8699951171875,17578833480.781406,3816015689.671528,13762817791.109879,11.739229938427668
MARGIN_PREMIUM_PROXY_1Y_FADE,COP,BASE,0.6,187308569934.19818,28124608745.128616,159183961189.06958,140.29747249195668,134.8699951171875,112385141960.5189,16874765247.07717,95510376713.44174,84.178483495174
MARGIN_PREMIUM_PROXY_1Y_FADE,COP,BULL,0.2,371415182246.1465,29761373805.7635,341653808440.383,291.41584888888525,134.8699951171875,74283036449.2293,5952274761.1527,68330761688.0766,58.283169777777054
MARGIN_PREMIUM_PROXY_1Y_FADE,DVN,BEAR,0.2,22665974471.77619,6376965642.073253,16289008829.702938,25.817467769192454,49.09999847412109,4533194894.355239,1275393128.4146507,3257801765.940588,5.163493553838491
MARGIN_PREMIUM_PROXY_1Y_FADE,DVN,BASE,0.6,65456850218.8443,11024619762.478065,54432230456.366234,94.67951435282313,49.09999847412109,39274110131.30658,6614771857.486839,32659338273.81974,56.807708611693876
MARGIN_PREMIUM_PROXY_1Y_FADE,DVN,BULL,0.2,119053621515.82292,11966539848.17432,107087081667.6486,180.93115789479066,49.09999847412109,23810724303.164585,2393307969.6348643,21417416333.529724,36.186231578958136
MARGIN_PREMIUM_PROXY_1Y_FADE,EOG,BEAR,0.2,28212901803.119503,8366719777.931476,19846182025.188026,45.30531213399234,153.0500030517578,5642580360.623901,1673343955.5862951,3969236405.0376053,9.061062426798468
MARGIN_PREMIUM_PROXY_1Y_FADE,EOG,BASE,0.6,64646644667.05393,11951506980.706038,52695137686.34789,113.70897587302342,153.0500030517578,38787986800.23236,7170904188.423622,31617082611.808735,68.22538552381405
MARGIN_PREMIUM_PROXY_1Y_FADE,EOG,BULL,0.2,122987133085.97578,12745513824.242538,110241619261.73325,223.24214042003305,153.0500030517578,24597426617.19516,2549102764.848508,22048323852.34665,44.64842808400661
MARGIN_PREMIUM_PROXY_1Y_FADE,EQT,BEAR,0.2,-29109197398.656296,-23881245105.099346,-5227952293.55695,-61.46231905623586,53.720001220703125,-5821839479.731259,-4776249021.01987,-1045590458.71139,-12.292463811247174
MARGIN_PREMIUM_PROXY_1Y_FADE,EQT,BASE,0.6,-21139160095.998924,-9437033249.26325,-11702126846.735676,-48.7200046940083,53.720001220703125,-12683496057.599354,-5662219949.55795,-7021276108.041406,-29.23200281640498
MARGIN_PREMIUM_PROXY_1Y_FADE,EQT,BULL,0.2,-45271440250.46816,-5148483791.265794,-40122956459.20237,-87.30214532000832,53.720001220703125,-9054288050.093634,-1029696758.2531588,-8024591291.840474,-17.460429064001666
MARGIN_PREMIUM_PROXY_1Y_FADE,FANG,BEAR,0.2,40150810941.70343,1038370102.2088699,39112440839.49456,72.01867511333256,210.72000122070312,8030162188.340687,207674020.441774,7822488167.898912,14.403735022666513
MARGIN_PREMIUM_PROXY_1Y_FADE,FANG,BASE,0.6,166453901320.6653,13598137877.45031,152855763443.215,520.9952849141906,210.72000122070312,99872340792.39919,8158882726.470185,91713458065.929,312.59717094851436
MARGIN_PREMIUM_PROXY_1Y_FADE,FANG,BULL,0.2,318917852439.4738,20066731586.062057,298851120853.41174,1062.9673592694546,210.72000122070312,63783570487.89477,4013346317.212412,59770224170.68235,212.59347185389095
MARGIN_PREMIUM_PROXY_1Y_FADE,MGY,BEAR,0.2,3395027897.6464705,1213741040.4540386,2181286857.192432,16.901828815196122,28.13999938964844,679005579.5292941,242748208.09080774,436257371.4384864,3.3803657630392245
MARGIN_PREMIUM_PROXY_1Y_FADE,MGY,BASE,0.6,8472454848.64063,1828355991.945104,6644098856.695526,44.35511000365314,28.13999938964844,5083472909.184378,1097013595.1670623,3986459314.0173154,26.613066002191882
MARGIN_PREMIUM_PROXY_1Y_FADE,MGY,BULL,0.2,18386376769.931637,2148731071.4538274,16237645698.47781,97.9589705441419,28.13999938964844,3677275353.9863276,429746214.2907655,3247529139.6955624,19.59179410882838
MARGIN_PREMIUM_PROXY_1Y_FADE,MTDR,BEAR,0.2,-25418016.24988079,403166042.1211599,-428584058.3710407,-30.537511348506214,58.380001068115234,-5083603.249976158,80633208.42423199,-85716811.67420815,-6.107502269701243
MARGIN_PREMIUM_PROXY_1Y_FADE,MTDR,BASE,0.6,29449750085.92203,4156064549.530354,25293685536.391678,206.8242936494981,58.380001068115234,17669850051.55322,2493638729.718212,15176211321.835007,124.09457618969884
MARGIN_PREMIUM_PROXY_1Y_FADE,MTDR,BULL,0.2,58443484257.387955,5139941692.102467,53303542565.28549,440.3091393581256,58.380001068115234,11688696851.477592,1027988338.4204934,10660708513.057098,88.06182787162513
MARGIN_PREMIUM_PROXY_1Y_FADE,NOG,BEAR,0.2,-812486301.5861207,886565465.4738704,-1699051767.0599911,-31.448511058778728,27.34000015258789,-162497260.31722414,177313093.0947741,-339810353.4119983,-6.2897022117557455
MARGIN_PREMIUM_PROXY_1Y_FADE,NOG,BASE,0.6,9247813996.209562,1117696350.381044,8130117645.828519,63.64737234342018,27.34000015258789,5548688397.725738,670617810.2286264,4878070587.497111,38.18842340605211
MARGIN_PREMIUM_PROXY_1Y_FADE,NOG,BULL,0.2,23788141915.663963,2292945111.8013854,21495196803.86258,201.09111532603697,27.34000015258789,4757628383.132792,458589022.3602771,4299039360.772516,40.2182230652074
MARGIN_PREMIUM_PROXY_1Y_FADE,OVV,BEAR,0.2,6520652429.803373,4334551787.188931,2186100642.6144423,0.5183017397605411,66.82,1304130485.9606748,866910357.4377863,437220128.5228885,0.10366034795210821
MARGIN_PREMIUM_PROXY_1Y_FADE,OVV,BASE,0.6,15589803262.102158,5460869652.842409,10128933609.259748,32.79072356531359,66.82,9353881957.261293,3276521791.7054453,6077360165.555849,19.674434139188154
MARGIN_PREMIUM_PROXY_1Y_FADE,OVV,BULL,0.2,25720735046.800148,4895338949.835196,20825396096.964954,68.84147518334613,66.82,5144147009.36003,979067789.9670391,4165079219.392991,13.768295036669228
MARGIN_PREMIUM_PROXY_1Y_FADE,PR,BEAR,0.2,-119519046.36390282,28226829.57493888,-147745875.9388417,-4.174320578759222,23.75,-23903809.272780567,5645365.914987776,-29549175.18776834,-0.8348641157518444
MARGIN_PREMIUM_PROXY_1Y_FADE,PR,BASE,0.6,24508520992.808212,1602815632.180291,22905705360.627922,25.23973574574218,23.75,14705112595.684927,961689379.3081745,13743423216.376753,15.143841447445308
MARGIN_PREMIUM_PROXY_1Y_FADE,PR,BULL,0.2,44004021128.87761,2811023084.7256565,41192998044.151955,48.52383542093284,23.75,8800804225.775522,562204616.9451313,8238599608.830391,9.70476708418657
MARGIN_PREMIUM_PROXY_1Y_FADE,RRC,BEAR,0.2,-8595807853.67321,-6995288114.053935,-1600519739.6192756,-39.95724025924211,41.060001373291016,-1719161570.734642,-1399057622.8107872,-320103947.9238551,-7.9914480518484226
MARGIN_PREMIUM_PROXY_1Y_FADE,RRC,BASE,0.6,11110640042.885607,3374259093.909518,7736380948.9760895,43.67852799506671,41.060001373291016,6666384025.731364,2024555456.3457105,4641828569.3856535,26.207116797040026
MARGIN_PREMIUM_PROXY_1Y_FADE,RRC,BULL,0.2,18982809768.78332,3034984609.8511834,15947825158.932138,77.08865681735627,41.060001373291016,3796561953.7566643,606996921.9702367,3189565031.786428,15.417731363471255
MARGIN_PREMIUM_PROXY_1Y_FADE,SM,BEAR,0.2,4613247155.810712,485584919.9923187,4127662235.818393,14.557063880862119,37.20000076293945,922649431.1621424,97116983.99846375,825532447.1636786,2.911412776172424
MARGIN_PREMIUM_PROXY_1Y_FADE,SM,BASE,0.6,26468080275.350044,3338890438.251669,23129189837.098373,105.71431740666677,37.20000076293945,15880848165.210026,2003334262.9510012,13877513902.259024,63.42859044400006
MARGIN_PREMIUM_PROXY_1Y_FADE,SM,BULL,0.2,43320954816.94269,4280149971.043909,39040804845.89878,176.00823128940618,37.20000076293945,8664190963.388538,856029994.2087818,7808160969.179756,35.20164625788124
MARGIN_PREMIUM_PROXY_2Y_FADE,AR,BEAR,0.2,1656921.9112616181,462150610.38746417,-460493688.47620255,-9.112269323412187,37.93999862670898,331384.3822523237,92430122.07749283,-92098737.69524051,-1.8224538646824375
MARGIN_PREMIUM_PROXY_2Y_FADE,AR,BASE,0.6,12700687273.733744,-545865302.3667238,13246552576.100468,31.874027788035423,37.93999862670898,7620412364.240246,-327519181.4200342,7947931545.66028,19.124416672821255
MARGIN_PREMIUM_PROXY_2Y_FADE,AR,BULL,0.2,29061791803.42432,2063431936.5935621,26998359866.830757,84.67972025014627,37.93999862670898,5812358360.684864,412686387.3187125,5399671973.366152,16.935944050029256
MARGIN_PREMIUM_PROXY_2Y_FADE,CNX,BEAR,0.2,-8713459001.187183,-7120596528.214897,-1592862472.9722853,-78.29200149662698,36.36000061035156,-1742691800.2374368,-1424119305.6429796,-318572494.5944571,-15.658400299325397
MARGIN_PREMIUM_PROXY_2Y_FADE,CNX,BASE,0.6,5438856118.339229,2904786308.359344,2534069809.9798846,21.740199499994528,36.36000061035156,3263313671.003537,1742871785.0156064,1520441885.9879308,13.044119699996717
MARGIN_PREMIUM_PROXY_2Y_FADE,CNX,BULL,0.2,11696948644.284912,1459980991.3859348,10236967652.898977,65.97400606264843,36.36000061035156,2339389728.8569827,291996198.277187,2047393530.5797956,13.194801212529686
MARGIN_PREMIUM_PROXY_2Y_FADE,COP,BEAR,0.2,87894167403.90703,19080078448.35764,68814088955.5494,58.696149692138334,134.8699951171875,17578833480.781406,3816015689.671528,13762817791.109879,11.739229938427668
MARGIN_PREMIUM_PROXY_2Y_FADE,COP,BASE,0.6,187923605712.9067,28739644523.837135,159183961189.06958,140.80230611600365,134.8699951171875,112754163427.74402,17243786714.30228,95510376713.44174,84.48138366960218
MARGIN_PREMIUM_PROXY_2Y_FADE,COP,BULL,0.2,372136879513.0135,30483071072.630466,341653808440.383,292.0082323880409,134.8699951171875,74427375902.6027,6096614214.5260935,68330761688.0766,58.40164647760818
MARGIN_PREMIUM_PROXY_2Y_FADE,DVN,BEAR,0.2,22665974471.77619,6376965642.073253,16289008829.702938,25.817467769192454,49.09999847412109,4533194894.355239,1275393128.4146507,3257801765.940588,5.163493553838491
MARGIN_PREMIUM_PROXY_2Y_FADE,DVN,BASE,0.6,65574105009.49551,11141874553.129272,54432230456.366234,94.86820889844788,49.09999847412109,39344463005.6973,6685124731.877563,32659338273.81974,56.920925339068724
MARGIN_PREMIUM_PROXY_2Y_FADE,DVN,BULL,0.2,119471897308.06078,12384815640.41217,107087081667.6486,181.60427632452652,49.09999847412109,23894379461.612156,2476963128.082434,21417416333.529724,36.320855264905305
MARGIN_PREMIUM_PROXY_2Y_FADE,EOG,BEAR,0.2,28212901803.119503,8366719777.931476,19846182025.188026,45.30531213399234,153.0500030517578,5642580360.623901,1673343955.5862951,3969236405.0376053,9.061062426798468
MARGIN_PREMIUM_PROXY_2Y_FADE,EOG,BASE,0.6,65817849030.62245,13122711344.274555,52695137686.34789,115.90788993338838,153.0500030517578,39490709418.37347,7873626806.564733,31617082611.808735,69.54473396003303
MARGIN_PREMIUM_PROXY_2Y_FADE,EOG,BULL,0.2,124248514084.79472,14006894823.061483,110241619261.73325,225.61035940901385,153.0500030517578,24849702816.958946,2801378964.612297,22048323852.34665,45.122071881802775
MARGIN_PREMIUM_PROXY_2Y_FADE,EQT,BEAR,0.2,-29109197398.656296,-23881245105.099346,-5227952293.55695,-61.46231905623586,53.720001220703125,-5821839479.731259,-4776249021.01987,-1045590458.71139,-12.292463811247174
MARGIN_PREMIUM_PROXY_2Y_FADE,EQT,BASE,0.6,-17462620429.503662,-5760493582.767984,-11702126846.735676,-42.842036697539584,53.720001220703125,-10477572257.702196,-3456296149.6607904,-7021276108.041406,-25.70522201852375
MARGIN_PREMIUM_PROXY_2Y_FADE,EQT,BULL,0.2,-44014418436.937706,-3891461977.735339,-40122956459.20237,-85.29244743530181,53.720001220703125,-8802883687.38754,-778292395.5470679,-8024591291.840474,-17.058489487060363
MARGIN_PREMIUM_PROXY_2Y_FADE,FANG,BEAR,0.2,40150810941.70343,1038370102.2088699,39112440839.49456,72.01867511333256,210.72000122070312,8030162188.340687,207674020.441774,7822488167.898912,14.403735022666513
MARGIN_PREMIUM_PROXY_2Y_FADE,FANG,BASE,0.6,166453901320.6653,13598137877.45031,152855763443.215,520.9952849141906,210.72000122070312,99872340792.39919,8158882726.470185,91713458065.929,312.59717094851436
MARGIN_PREMIUM_PROXY_2Y_FADE,FANG,BULL,0.2,318937769740.1097,20086648886.697945,298851120853.41174,1063.038160404162,210.72000122070312,63787553948.02194,4017329777.339589,59770224170.68235,212.60763208083242
MARGIN_PREMIUM_PROXY_2Y_FADE,MGY,BEAR,0.2,3395027897.6464705,1213741040.4540386,2181286857.192432,16.901828815196122,28.13999938964844,679005579.5292941,242748208.09080774,436257371.4384864,3.3803657630392245
MARGIN_PREMIUM_PROXY_2Y_FADE,MGY,BASE,0.6,8472454848.64063,1828355991.945104,6644098856.695526,44.35511000365314,28.13999938964844,5083472909.184378,1097013595.1670623,3986459314.0173154,26.613066002191882
MARGIN_PREMIUM_PROXY_2Y_FADE,MGY,BULL,0.2,18402133961.244205,2164488262.766395,16237645698.47781,98.04416854069005,28.13999938964844,3680426792.2488413,432897652.55327904,3247529139.6955624,19.60883370813801
MARGIN_PREMIUM_PROXY_2Y_FADE,MTDR,BEAR,0.2,-25418016.24988079,403166042.1211599,-428584058.3710407,-30.537511348506214,58.380001068115234,-5083603.249976158,80633208.42423199,-85716811.67420815,-6.107502269701243
MARGIN_PREMIUM_PROXY_2Y_FADE,MTDR,BASE,0.6,29449750085.92203,4156064549.530354,25293685536.391678,206.8242936494981,58.380001068115234,17669850051.55322,2493638729.718212,15176211321.835007,124.09457618969884
MARGIN_PREMIUM_PROXY_2Y_FADE,MTDR,BULL,0.2,58497096985.582146,5193554420.296655,53303542565.28549,440.740879522963,58.380001068115234,11699419397.11643,1038710884.0593309,10660708513.057098,88.1481759045926
MARGIN_PREMIUM_PROXY_2Y_FADE,NOG,BEAR,0.2,-812486301.5861207,886565465.4738704,-1699051767.0599911,-31.448511058778728,27.34000015258789,-162497260.31722414,177313093.0947741,-339810353.4119983,-6.2897022117557455
MARGIN_PREMIUM_PROXY_2Y_FADE,NOG,BASE,0.6,9247813996.209562,1117696350.381044,8130117645.828519,63.64737234342018,27.34000015258789,5548688397.725738,670617810.2286264,4878070587.497111,38.18842340605211
MARGIN_PREMIUM_PROXY_2Y_FADE,NOG,BULL,0.2,23840154048.57251,2344957244.7099304,21495196803.86258,201.58276463869763,27.34000015258789,4768030809.714502,468991448.9419861,4299039360.772516,40.31655292773953
MARGIN_PREMIUM_PROXY_2Y_FADE,OVV,BEAR,0.2,6520652429.803373,4334551787.188931,2186100642.6144423,0.5183017397605411,66.82,1304130485.9606748,866910357.4377863,437220128.5228885,0.10366034795210821
MARGIN_PREMIUM_PROXY_2Y_FADE,OVV,BASE,0.6,15846223537.581213,5717289928.321465,10128933609.259748,33.70319083462099,66.82,9507734122.548727,3430373956.9928784,6077360165.555849,20.221914500772595
MARGIN_PREMIUM_PROXY_2Y_FADE,OVV,BULL,0.2,26167774257.842335,5342378160.877381,20825396096.964954,70.43225675243588,66.82,5233554851.568467,1068475632.1754763,4165079219.392991,14.086451350487176
MARGIN_PREMIUM_PROXY_2Y_FADE,PR,BEAR,0.2,-119519046.36390282,28226829.57493888,-147745875.9388417,-4.174320578759222,23.75,-23903809.272780567,5645365.914987776,-29549175.18776834,-0.8348641157518444
MARGIN_PREMIUM_PROXY_2Y_FADE,PR,BASE,0.6,24478312606.85345,1572607246.2255301,22905705360.627922,25.20365690371771,23.75,14686987564.11207,943564347.7353181,13743423216.376753,15.122194142230626
MARGIN_PREMIUM_PROXY_2Y_FADE,PR,BULL,0.2,43958194044.68782,2765196000.5358653,41192998044.151955,48.46910266780258,23.75,8791638808.937565,553039200.1071731,8238599608.830391,9.693820533560517
MARGIN_PREMIUM_PROXY_2Y_FADE,RRC,BEAR,0.2,-8595807853.67321,-6995288114.053935,-1600519739.6192756,-39.95724025924211,41.060001373291016,-1719161570.734642,-1399057622.8107872,-320103947.9238551,-7.9914480518484226
MARGIN_PREMIUM_PROXY_2Y_FADE,RRC,BASE,0.6,11122426108.92833,3386045159.952239,7736380948.9760895,43.72854901830506,41.060001373291016,6673455665.3569975,2031627095.9713433,4641828569.3856535,26.237129410983034
MARGIN_PREMIUM_PROXY_2Y_FADE,RRC,BULL,0.2,19140837701.17163,3193012542.239491,15947825158.932138,77.75934022008376,41.060001373291016,3828167540.2343264,638602508.4478983,3189565031.786428,15.551868044016752
MARGIN_PREMIUM_PROXY_2Y_FADE,SM,BEAR,0.2,4613247155.810712,485584919.9923187,4127662235.818393,14.557063880862119,37.20000076293945,922649431.1621424,97116983.99846375,825532447.1636786,2.911412776172424
MARGIN_PREMIUM_PROXY_2Y_FADE,SM,BASE,0.6,26476349590.92589,3347159753.8275194,23129189837.098373,105.74880900366543,37.20000076293945,15885809754.555534,2008295852.2965117,13877513902.259024,63.44928540219925
MARGIN_PREMIUM_PROXY_2Y_FADE,SM,BULL,0.2,43395866932.53859,4355062086.639809,39040804845.89878,176.32069227577833,37.20000076293945,8679173386.507719,871012417.3279618,7808160969.179756,35.26413845515567
MARGIN_PREMIUM_PROXY_4Y_FADE,AR,BEAR,0.2,1656921.9112616181,462150610.38746417,-460493688.47620255,-9.112269323412187,37.93999862670898,331384.3822523237,92430122.07749283,-92098737.69524051,-1.8224538646824375
MARGIN_PREMIUM_PROXY_4Y_FADE,AR,BASE,0.6,12524593624.640942,-721958951.4595258,13246552576.100468,31.30568308602274,37.93999862670898,7514756174.784565,-433175370.8757155,7947931545.66028,18.783409851613644
MARGIN_PREMIUM_PROXY_4Y_FADE,AR,BULL,0.2,29440388780.65603,2442028913.825272,26998359866.830757,85.90164726066702,37.93999862670898,5888077756.1312065,488405782.76505446,5399671973.366152,17.180329452133403
MARGIN_PREMIUM_PROXY_4Y_FADE,CNX,BEAR,0.2,-8713459001.187183,-7120596528.214897,-1592862472.9722853,-78.29200149662698,36.36000061035156,-1742691800.2374368,-1424119305.6429796,-318572494.5944571,-15.658400299325397
MARGIN_PREMIUM_PROXY_4Y_FADE,CNX,BASE,0.6,6516749809.154926,3982679999.175042,2534069809.9798846,29.359029170053077,36.36000061035156,3910049885.4929557,2389607999.5050254,1520441885.9879308,17.615417502031846
MARGIN_PREMIUM_PROXY_4Y_FADE,CNX,BULL,0.2,12272994943.460752,2036027290.5617747,10236967652.898977,70.0456493730078,36.36000061035156,2454598988.6921506,407205458.112355,2047393530.5797956,14.009129874601562
MARGIN_PREMIUM_PROXY_4Y_FADE,COP,BEAR,0.2,87894167403.90703,19080078448.35764,68814088955.5494,58.696149692138334,134.8699951171875,17578833480.781406,3816015689.671528,13762817791.109879,11.739229938427668
MARGIN_PREMIUM_PROXY_4Y_FADE,COP,BASE,0.6,189392656565.75284,30208695376.683266,159183961189.06958,142.00813233234007,134.8699951171875,113635593939.4517,18125217226.00996,95510376713.44174,85.20487939940404
MARGIN_PREMIUM_PROXY_4Y_FADE,COP,BULL,0.2,374993815549.40216,33340007109.019165,341653808440.383,294.35326242182043,134.8699951171875,74998763109.88043,6668001421.803833,68330761688.0766,58.870652484364086
MARGIN_PREMIUM_PROXY_4Y_FADE,DVN,BEAR,0.2,22665974471.77619,6376965642.073253,16289008829.702938,25.817467769192454,49.09999847412109,4533194894.355239,1275393128.4146507,3257801765.940588,5.163493553838491
MARGIN_PREMIUM_PROXY_4Y_FADE,DVN,BASE,0.6,65819737007.654655,11387506551.288424,54432230456.366234,95.26349695470655,49.09999847412109,39491842204.59279,6832503930.773054,32659338273.81974,57.158098172823934
MARGIN_PREMIUM_PROXY_4Y_FADE,DVN,BULL,0.2,120489910509.10686,13402828841.458256,107087081667.6486,183.24253380931262,49.09999847412109,24097982101.821373,2680565768.2916512,21417416333.529724,36.64850676186253
MARGIN_PREMIUM_PROXY_4Y_FADE,EOG,BEAR,0.2,28212901803.119503,8366719777.931476,19846182025.188026,45.30531213399234,153.0500030517578,5642580360.623901,1673343955.5862951,3969236405.0376053,9.061062426798468
MARGIN_PREMIUM_PROXY_4Y_FADE,EOG,BASE,0.6,68163998086.34473,15468860399.996838,52695137686.34789,120.31274045035613,153.0500030517578,40898398851.80683,9281316239.998102,31617082611.808735,72.18764427021368
MARGIN_PREMIUM_PROXY_4Y_FADE,EOG,BULL,0.2,127460637658.59549,17219018396.862244,110241619261.73325,231.64106071936382,153.0500030517578,25492127531.7191,3443803679.372449,22048323852.34665,46.32821214387277
MARGIN_PREMIUM_PROXY_4Y_FADE,EQT,BEAR,0.2,-29109197398.656296,-23881245105.099346,-5227952293.55695,-61.46231905623586,53.720001220703125,-5821839479.731259,-4776249021.01987,-1045590458.71139,-12.292463811247174
MARGIN_PREMIUM_PROXY_4Y_FADE,EQT,BASE,0.6,-12232776606.162016,-530649759.42634034,-11702126846.735676,-34.48068134476675,53.720001220703125,-7339665963.697209,-318389855.6558042,-7021276108.041406,-20.68840880686005
MARGIN_PREMIUM_PROXY_4Y_FADE,EQT,BULL,0.2,-41027936812.878654,-904980353.6762812,-40122956459.20237,-80.51772854181706,53.720001220703125,-8205587362.575731,-180996070.73525625,-8024591291.840474,-16.103545708363413
MARGIN_PREMIUM_PROXY_4Y_FADE,FANG,BEAR,0.2,40150810941.70343,1038370102.2088699,39112440839.49456,72.01867511333256,210.72000122070312,8030162188.340687,207674020.441774,7822488167.898912,14.403735022666513
MARGIN_PREMIUM_PROXY_4Y_FADE,FANG,BASE,0.6,166453901320.6653,13598137877.45031,152855763443.215,520.9952849141906,210.72000122070312,99872340792.39919,8158882726.470185,91713458065.929,312.59717094851436
MARGIN_PREMIUM_PROXY_4Y_FADE,FANG,BULL,0.2,319048289756.53265,20197168903.12092,298851120853.41174,1063.431032044435,210.72000122070312,63809657951.30653,4039433780.6241837,59770224170.68235,212.686206408887
MARGIN_PREMIUM_PROXY_4Y_FADE,MGY,BEAR,0.2,3395027897.6464705,1213741040.4540386,2181286857.192432,16.901828815196122,28.13999938964844,679005579.5292941,242748208.09080774,436257371.4384864,3.3803657630392245
MARGIN_PREMIUM_PROXY_4Y_FADE,MGY,BASE,0.6,8472454848.64063,1828355991.945104,6644098856.695526,44.35511000365314,28.13999938964844,5083472909.184378,1097013595.1670623,3986459314.0173154,26.613066002191882
MARGIN_PREMIUM_PROXY_4Y_FADE,MGY,BULL,0.2,18439892799.232822,2202247100.755012,16237645698.47781,98.24832785340018,28.13999938964844,3687978559.846565,440449420.1510024,3247529139.6955624,19.64966557068004
MARGIN_PREMIUM_PROXY_4Y_FADE,MTDR,BEAR,0.2,-25418016.24988079,403166042.1211599,-428584058.3710407,-30.537511348506214,58.380001068115234,-5083603.249976158,80633208.42423199,-85716811.67420815,-6.107502269701243
MARGIN_PREMIUM_PROXY_4Y_FADE,MTDR,BASE,0.6,29449750085.92203,4156064549.530354,25293685536.391678,206.8242936494981,58.380001068115234,17669850051.55322,2493638729.718212,15176211321.835007,124.09457618969884
MARGIN_PREMIUM_PROXY_4Y_FADE,MTDR,BULL,0.2,58649271688.889946,5345729123.604454,53303542565.28549,441.96633350941585,58.380001068115234,11729854337.77799,1069145824.7208909,10660708513.057098,88.39326670188318
MARGIN_PREMIUM_PROXY_4Y_FADE,NOG,BEAR,0.2,-812486301.5861207,886565465.4738704,-1699051767.0599911,-31.448511058778728,27.34000015258789,-162497260.31722414,177313093.0947741,-339810353.4119983,-6.2897022117557455
MARGIN_PREMIUM_PROXY_4Y_FADE,NOG,BASE,0.6,9247813996.209562,1117696350.381044,8130117645.828519,63.64737234342018,27.34000015258789,5548688397.725738,670617810.2286264,4878070587.497111,38.18842340605211
MARGIN_PREMIUM_PROXY_4Y_FADE,NOG,BULL,0.2,23987337906.03782,2492141102.17524,21495196803.86258,202.97403314300595,27.34000015258789,4797467581.207564,498428220.43504804,4299039360.772516,40.59480662860119
MARGIN_PREMIUM_PROXY_4Y_FADE,OVV,BEAR,0.2,6520652429.803373,4334551787.188931,2186100642.6144423,0.5183017397605411,66.82,1304130485.9606748,866910357.4377863,437220128.5228885,0.10366034795210821
MARGIN_PREMIUM_PROXY_4Y_FADE,OVV,BASE,0.6,16246616755.403517,6117683146.143768,10128933609.259748,35.127983415601435,66.82,9747970053.24211,3670609887.6862607,6077360165.555849,21.07679004936086
MARGIN_PREMIUM_PROXY_4Y_FADE,OVV,BULL,0.2,27042251787.967743,6216855691.002788,20825396096.964954,73.54407044381999,66.82,5408450357.593549,1243371138.2005575,4165079219.392991,14.708814088763999
MARGIN_PREMIUM_PROXY_4Y_FADE,PR,BEAR,0.2,-119519046.36390282,28226829.57493888,-147745875.9388417,-4.174320578759222,23.75,-23903809.272780567,5645365.914987776,-29549175.18776834,-0.8348641157518444
MARGIN_PREMIUM_PROXY_4Y_FADE,PR,BASE,0.6,24469084147.45244,1563378786.824515,22905705360.627922,25.19263505934122,23.75,14681450488.471462,938027272.094709,13743423216.376753,15.115581035604732
MARGIN_PREMIUM_PROXY_4Y_FADE,PR,BULL,0.2,44034663014.45136,2841664970.2994046,41192998044.151955,48.56043200542441,23.75,8806932602.890272,568332994.059881,8238599608.830391,9.712086401084882
MARGIN_PREMIUM_PROXY_4Y_FADE,RRC,BEAR,0.2,-8595807853.67321,-6995288114.053935,-1600519739.6192756,-39.95724025924211,41.060001373291016,-1719161570.734642,-1399057622.8107872,-320103947.9238551,-7.9914480518484226
MARGIN_PREMIUM_PROXY_4Y_FADE,RRC,BASE,0.6,11141179508.056385,3404798559.080295,7736380948.9760895,43.80813997004267,41.060001373291016,6684707704.833831,2042879135.4481769,4641828569.3856535,26.2848839820256
MARGIN_PREMIUM_PROXY_4Y_FADE,RRC,BULL,0.2,19445061335.826473,3497236176.8943353,15947825158.932138,79.05049007819284,41.060001373291016,3889012267.1652946,699447235.3788671,3189565031.786428,15.810098015638568
MARGIN_PREMIUM_PROXY_4Y_FADE,SM,BEAR,0.2,4613247155.810712,485584919.9923187,4127662235.818393,14.557063880862119,37.20000076293945,922649431.1621424,97116983.99846375,825532447.1636786,2.911412776172424
MARGIN_PREMIUM_PROXY_4Y_FADE,SM,BASE,0.6,26509078566.09045,3379888728.992076,23129189837.098373,105.88532267413808,37.20000076293945,15905447139.65427,2027933237.3952456,13877513902.259024,63.531193604482844
